index,i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage,i_w_bhr_weg,o_w_bhr_power,o_w_bhr_voltage,i_w_bru_weg,o_w_bru_power,o_w_bru_voltage,i_w_hr_weg,o_w_hr_power,o_w_hr_voltage,i_w_hl_weg,o_w_hl_power,o_w_hl_voltage,labels
20030,-105,0,0,0,0,0,391,0,0,578,34,1,-827,7075,77,-828,26662,72,0
13763,221,27260,58,878,0,0,477,0,0,578,0,0,-833,7376,26,-833,21781,29,1
10057,7,0,0,-545,1680,12,-232,21505,55,574,0,0,0,15535,29,0,8080,24,1
17327,-105,0,0,0,282,3,167,15390,54,525,20216,57,0,13132,29,0,7408,24,0
11944,249,23045,55,877,285,3,477,0,0,573,19,0,-833,7714,26,-833,19722,29,0
22203,-102,0,1,0,17,1,0,0,0,331,17340,51,0,9300,26,0,7720,24,0
7480,-107,0,0,0,102,1,332,21224,56,573,100,0,0,23840,31,0,7408,26,0
8546,75,22568,55,-147,21120,55,477,0,0,578,0,0,-833,10106,26,-833,14644,27,1
12668,-106,38,1,0,0,0,171,18755,55,573,0,0,-833,19693,27,-833,20679,31,0
13370,12,0,0,-547,0,0,-725,15228,52,-65,18867,57,0,21346,29,0,5440,24,1
10792,-105,20,1,133,20832,56,396,15096,52,573,0,0,-833,10626,27,-833,18533,29,0
8826,9,0,0,-546,45,1,-530,21120,55,574,68,1,0,22883,29,0,6736,24,1
1936,118,23632,56,824,21060,55,476,0,0,574,0,0,-833,4288,26,-833,24826,29,0
4900,149,24618,54,-97,19916,54,477,0,0,574,0,1,-833,9976,26,-833,14212,27,1
17748,8,0,0,-546,0,0,-427,20088,52,573,0,0,0,26814,31,0,6736,24,0
3992,7,0,0,-546,0,0,-718,19224,54,-57,23688,56,0,17695,29,0,5008,24,0
3448,-104,0,0,0,0,0,-1264,0,0,-26,0,0,0,0,0,0,0,0,1
14569,-106,0,0,0,77,1,390,396,3,573,0,0,-454,28586,488,-460,19446,489,1
1186,-105,0,0,121,21285,56,386,20216,56,573,0,0,-833,10496,26,-833,14914,27,0
10236,549,22055,56,878,0,1,477,0,0,573,0,0,-833,5080,24,-833,8832,26,0
8971,416,22000,55,877,0,0,477,0,0,573,38,1,-833,7428,26,-833,11674,27,1
3022,-107,0,0,49,24681,57,312,21261,56,573,0,0,-833,13888,26,-833,15454,27,0
9369,318,24472,57,879,57,1,478,0,0,573,14,1,-833,8442,26,-833,11016,27,1
10220,470,20919,56,878,33,1,477,0,0,573,0,0,-833,7376,26,-833,7168,26,0
14833,-106,0,1,104,18096,52,368,17420,52,572,0,0,-833,11042,26,-833,19026,27,0
6212,9,0,0,-547,0,0,-874,19,1,-410,25694,58,0,6180,26,0,4528,24,0
4596,-108,15,1,559,21340,55,478,0,0,573,0,0,-833,4672,24,-833,30937,32,0
23532,563,23800,56,879,0,0,479,0,0,573,0,0,-833,10378,27,-833,8962,26,0
11439,-106,0,0,346,23650,55,478,0,0,573,39,1,-833,8052,26,-833,26659,29,0
13166,-108,0,0,0,0,0,25,19910,56,385,21660,56,0,9460,26,0,11094,23,0
16249,9,27,1,-4,25543,43,478,0,0,574,68,1,0,3710,26,0,6688,24,0
14207,-106,0,0,0,54,1,-1267,0,0,132,22736,57,0,9300,27,0,7720,24,1
9124,-106,0,0,0,0,1,391,0,0,573,0,0,-713,24480,277,-716,14008,276,0
19491,8,0,0,-545,0,0,-872,132,2,-476,22220,55,0,7246,26,0,3434,24,0
5143,147,20900,54,-75,19965,55,477,0,0,572,23,1,-833,8780,26,-833,13213,27,0
4994,8,0,0,-546,0,0,-873,0,0,-613,21831,58,0,2392,24,0,3434,23,0
13875,9,0,0,-547,0,0,-618,16692,51,578,3,1,0,22593,31,0,4262,23,1
2292,-108,0,0,0,35,1,-1261,0,0,75,21175,56,0,6310,24,0,10756,26,0
1217,119,21560,55,825,20680,56,477,0,0,573,0,0,-833,6908,24,-833,25116,31,0
11360,8,0,0,-546,0,0,-874,2,1,-555,22736,57,0,2560,26,0,5008,24,1
3604,-107,0,0,241,22040,58,477,61,2,573,0,0,-833,9508,24,-833,16588,27,0
12586,8,0,0,-547,0,0,-685,22400,56,-24,21603,57,0,26101,29,0,5440,24,1
11784,8,0,0,-289,24852,58,477,0,0,573,0,0,0,6388,26,0,13969,26,1
19163,8,78,2,-272,22734,54,478,0,0,574,0,0,-833,8234,26,-833,16426,29,0
19736,8,0,0,-547,0,0,-874,18,1,-564,20240,55,0,5504,26,0,3434,23,0
1660,-107,0,0,0,0,0,282,19936,56,574,81,1,0,22390,29,0,6736,26,0
19521,-106,18,0,0,0,0,127,17766,55,486,17034,51,0,12835,29,0,11094,24,0
843,251,95,1,878,72,1,478,0,0,574,0,0,-833,3856,24,-833,19925,27,1
2978,-107,0,0,0,0,0,56,20776,56,414,19305,55,0,8442,26,0,10028,26,0
7409,8,0,0,-547,62,1,-577,20790,55,573,0,0,0,26659,31,0,6328,26,0
16004,8,0,0,0,152,2,477,0,0,573,38,1,0,7714,26,0,17092,26,1
2092,-107,0,0,0,0,0,1,15841,34,573,0,0,-832,3072,31,-832,26814,29,0
22594,8,162,1,-322,114,2,477,0,0,574,0,0,-168,14003,305,-163,13190,295,1
6368,189,22344,56,-30,22008,56,478,0,0,574,0,0,-833,8052,26,-833,12997,27,0
3064,291,24111,56,877,45,1,476,0,0,573,0,0,-833,7636,27,-833,14320,27,0
17517,7,0,0,-546,94,1,-661,17050,55,-4,13974,36,0,26101,31,0,9092,24,0
9192,401,19032,54,877,0,0,477,0,0,573,0,0,-833,8442,26,-833,8286,26,0
792,-107,0,0,0,0,0,117,22064,55,574,0,0,-833,17128,27,-833,17830,29,0
23606,8,0,0,-547,0,0,-366,13602,56,573,0,0,0,21259,29,0,6736,24,1
2634,222,25251,57,878,226,3,477,0,0,573,0,0,-833,4096,26,-833,21636,27,0
3298,7,0,0,-545,0,0,-251,0,0,573,0,0,0,0,0,0,0,0,0
7156,7,0,0,-546,0,0,-433,21222,54,573,6,0,0,26721,29,0,10366,26,0
5522,-106,0,0,0,55,1,376,11154,39,579,174,2,-11,7424,154,-12,19862,149,0
6005,-107,0,0,0,33,1,125,17118,52,485,17212,54,0,13051,27,0,6328,27,0
13884,9,0,0,-547,0,0,-776,16470,54,-114,20608,56,0,19548,29,0,5440,23,1
4101,-104,0,0,389,24766,58,477,0,0,574,0,0,-833,7246,24,-833,23869,29,0
7927,8,0,0,-547,0,0,-873,95,2,-464,23968,56,0,4984,24,0,5008,24,0
16521,8,0,0,-547,92,1,-333,20552,57,579,0,0,0,21694,29,0,7048,24,1
20503,-105,0,0,0,0,0,285,17732,51,572,408,3,0,19026,29,0,10366,26,0
18777,-103,0,0,0,43,1,-1288,0,0,260,18425,55,0,11458,26,0,7408,26,0
23298,389,15014,56,877,0,0,477,0,0,573,0,0,-833,8780,26,-833,12025,26,1
15,-107,0,0,0,0,0,-1268,0,0,185,22904,56,0,6232,26,0,7408,24,0
4779,-106,0,0,0,0,0,169,18792,54,529,20736,54,0,15211,27,0,7096,24,0
2793,-108,0,1,531,24360,58,477,0,0,573,0,0,-833,3928,26,-833,30937,31,0
9808,7,174,2,-321,297,3,478,0,0,574,0,0,-590,31186,374,-585,19074,374,1
14879,421,21896,56,878,66,2,477,0,0,572,0,0,-833,8182,26,-833,8156,26,0
19268,-106,0,0,0,38,1,-1281,0,0,228,22120,56,0,10162,27,0,11094,24,0
5923,8,0,0,-379,24080,56,-45,20680,55,574,0,0,0,8962,26,0,12576,24,0
19350,113,20460,56,887,19690,54,477,0,0,574,0,0,-833,7168,24,-833,30944,32,1
22257,-102,0,0,204,26656,56,467,2541,33,573,0,0,-833,10574,27,-833,14428,27,0
15945,418,20664,56,878,90,1,477,0,0,573,14,1,-833,7636,26,-833,7038,27,0
9756,394,22400,56,878,45,1,478,0,0,574,0,0,-833,4600,26,-833,7194,26,1
13152,-108,0,0,0,0,0,-1261,0,0,146,22287,57,0,8572,26,0,7720,24,0
21752,-105,0,0,0,47,1,188,19305,54,574,0,0,-833,15130,27,-833,20679,29,0
99,61,31378,57,764,22230,57,476,0,0,581,0,0,-833,4048,24,-833,30162,31,1
2607,-107,0,0,298,23240,56,476,27,1,573,0,0,-833,8962,26,-833,21114,29,0
21489,-107,0,0,0,47,1,392,0,0,573,22,1,-729,16722,257,-732,14464,261,0
16972,9,98,1,-283,19552,52,477,0,0,574,76,1,-833,27867,21,-833,1387,23,0
17783,8,0,0,-546,0,0,-874,57,1,-545,23296,56,0,5244,26,0,5440,23,0
7039,-108,49,1,515,23490,58,476,79,0,573,0,0,-833,8780,24,-833,25957,31,0
22406,8,0,0,-547,0,0,-793,18200,52,-131,23045,56,0,14914,27,0,5440,23,0
6,-107,0,0,0,0,0,-1268,0,0,29,21725,54,0,6726,26,0,10756,26,0
18577,-105,0,0,0,0,0,152,19855,56,573,17,1,-833,19403,27,-833,21201,29,0
23246,-105,0,0,538,20160,56,477,0,0,573,0,0,-833,7714,26,-833,31402,31,0
5013,-106,0,1,0,0,0,-1265,0,0,283,18044,52,0,7922,26,0,7408,24,0
15341,-105,0,0,0,49,1,172,15444,52,530,19635,54,0,13618,27,0,10756,24,0
5414,9,0,0,-2,19722,39,477,0,0,578,41,1,0,3606,24,0,5896,24,0
8804,9,0,0,-385,23199,56,-53,17712,54,574,39,1,0,7922,26,0,12966,26,1
462,8,0,0,-545,0,0,-675,19525,55,-13,23660,52,0,22593,29,0,5440,24,0
14933,7,90,1,-321,142,2,477,0,0,572,0,0,-55,8810,157,-52,4700,154,0
12623,-106,25,1,0,0,0,-1272,0,0,184,22385,56,0,7168,26,0,7720,24,0
17837,-108,0,0,0,0,0,0,0,0,579,0,0,-832,18370,29,-832,18533,29,0
18347,-104,0,0,256,22116,57,476,333,3,572,12,1,-833,10158,26,-833,23342,29,0
15754,8,38,1,-321,92,1,477,0,0,574,25,1,-168,9024,305,-164,12960,305,0
1939,196,24510,58,878,756,9,476,0,0,574,0,0,-833,4336,24,-833,23347,29,0
21153,8,0,0,-513,17472,52,-181,16632,54,573,0,0,0,14212,27,0,11484,26,0
9118,-106,0,0,0,55,1,386,3312,24,573,108,1,-40,7351,205,-42,3440,210,0
9624,527,22330,55,878,0,0,477,0,0,574,0,0,-833,8182,24,-833,3856,24,0
4871,496,19910,55,877,58,1,477,0,0,574,41,0,-833,5080,26,-833,6908,26,0
9792,144,20900,55,-76,19085,55,478,0,0,574,0,0,-833,7636,26,-833,13753,27,1
22598,8,108,1,-322,58,2,477,0,0,574,0,0,-2,1966,13,-1,928,14,0
7976,-104,0,0,0,0,0,392,352,3,573,58,2,-304,18904,491,-308,23712,474,0
9689,9,0,0,-545,0,0,-872,0,0,-574,21384,55,0,5322,26,0,5008,24,1
18167,405,21560,57,877,0,0,477,0,0,573,0,0,-833,9638,26,-833,11134,27,0
20808,0,2220,12,672,22116,57,477,0,1,573,18,1,-833,7116,26,-833,31092,31,0
7705,-106,0,0,0,28,0,-1264,0,0,217,19760,52,0,6856,26,0,10756,26,0
18221,10,0,0,-397,19488,56,-64,16692,52,573,0,1,0,8884,27,0,8392,26,0
17347,-105,0,0,0,186,2,392,0,0,572,3,1,-716,13380,277,-718,16992,277,0
5070,-106,0,1,233,22287,56,476,1342,11,572,0,1,-833,9976,26,-833,14563,29,0
7223,-107,0,0,0,31,1,102,20048,56,461,23142,57,0,10288,27,0,11094,24,0
11913,-106,0,0,166,21204,56,431,17108,51,573,0,0,-833,10574,26,-833,18446,29,0
20676,8,0,0,-547,0,0,-459,20240,55,572,72,1,0,27000,29,0,6736,23,0
13886,9,0,0,-547,0,0,-853,9724,43,-191,27384,57,0,14077,27,0,5008,24,1
12637,-106,36,1,0,0,0,136,19768,55,496,21560,56,0,13402,26,0,10756,26,0
14118,9,0,0,-14,2063,61,477,0,0,579,13,1,0,4646,26,0,10418,26,1
19007,-106,0,0,0,27,1,-1266,0,0,-17,9272,38,0,10918,26,0,11484,26,0
5466,9,0,0,-545,0,0,-855,9553,49,-193,27492,70,0,14779,27,0,5008,24,1
7512,-107,0,0,98,18512,54,362,17875,56,573,0,0,-833,10834,27,-833,15130,29,0
7665,8,0,0,-546,0,0,-724,21603,57,-63,25536,55,0,24884,27,0,4121,24,1
14771,-106,0,0,0,15,1,-1263,0,0,61,27260,58,0,8052,26,0,11484,24,0
569,-108,0,0,339,22624,55,478,110,2,574,0,0,-833,18672,26,-833,26504,29,1
12850,7,0,0,-547,0,0,-691,21147,56,-30,24528,55,0,22303,29,0,3848,24,1
16442,606,6216,28,879,0,0,478,0,0,579,0,0,-833,10351,26,-833,7714,26,0
19721,8,0,0,-547,0,0,-831,16416,54,-170,21147,57,0,13699,27,0,4528,24,0
9502,9,0,0,-546,0,0,-874,0,0,-602,23296,55,0,5244,24,0,3434,24,1
10691,7,0,0,-547,0,0,-620,17212,52,573,12,0,0,22303,29,0,4528,24,1
7182,7,0,0,-546,0,0,-873,60,1,-314,28080,58,0,9716,26,0,5440,24,0
14809,-106,18,1,0,15,0,392,396,3,572,47,1,-419,6105,504,-425,17400,504,0
8047,474,23520,56,877,100,2,477,0,0,573,9,0,-833,8442,24,-833,6102,26,0
11009,0,696,6,664,20664,55,478,0,0,578,0,0,-833,3784,24,-833,30007,32,0
19760,-106,0,0,0,72,1,-1264,0,0,318,18630,54,0,7376,27,0,7720,26,0
2334,-108,0,0,0,33,1,390,0,0,574,62,1,-795,1919,169,-798,29870,165,0
22997,-104,0,0,391,22176,55,476,0,0,578,0,0,-833,8624,26,-833,28860,31,0
9082,-106,0,0,0,67,1,-1266,0,0,-24,9350,28,0,9622,26,0,8392,24,0
22521,9,9900,31,702,22686,57,477,0,0,574,0,0,-833,10106,27,-833,30007,31,0
2526,8,0,0,-547,0,0,-874,0,0,-400,24054,57,0,5920,26,0,4528,26,1
12878,-106,0,0,0,17,1,-1255,0,0,-25,4655,19,0,6570,26,0,7720,26,0
14284,-106,0,0,31,21448,56,295,22288,57,574,0,0,-833,13186,27,-833,20070,29,1
16676,299,21065,56,878,61,2,478,0,0,573,12,0,-833,7636,26,-833,14104,27,0
6490,-107,0,0,0,0,0,41,16952,52,401,20790,56,0,8104,26,0,7048,24,0
16682,458,22064,56,878,25,1,478,0,0,573,0,0,-833,7636,26,-833,6778,26,0
4455,7,0,0,-425,24864,57,-92,19965,54,574,0,0,0,9482,26,0,12576,24,0
9988,83,20466,54,788,20304,54,477,0,0,574,0,0,-833,3784,26,-833,30472,29,0
22946,-104,0,0,0,0,0,234,20577,57,577,1606,11,0,13132,27,0,7408,26,0
17105,-106,0,0,0,45,1,392,0,0,574,0,0,-832,1024,26,-832,3476,24,0
17464,7,174,2,-321,78,2,477,0,0,572,0,0,-487,11985,443,-481,9088,440,0
20441,9,0,0,-547,28,0,-602,19818,54,572,126,1,0,26814,31,0,5008,23,0
6734,-109,0,0,0,0,0,130,18954,54,521,18720,52,0,14374,29,0,12212,26,0
12785,16,5724,28,-211,20898,54,478,0,0,573,0,0,-833,10106,26,-833,15130,29,1
3893,548,14850,45,878,83,1,478,0,0,573,0,0,-833,5584,26,-833,6908,26,0
2614,-107,0,0,455,22743,58,477,6,1,573,0,0,-833,7246,24,-833,30162,31,0
9239,11,174,2,-308,6688,36,477,0,0,573,0,0,-819,2077,103,-818,6664,108,0
13419,-104,0,0,0,0,0,132,19062,54,491,20216,55,0,13699,27,0,7408,26,0
6936,9,0,0,-546,0,0,-874,88,1,-314,30866,60,0,7454,26,0,2974,26,0
1576,207,27782,58,878,200,2,476,0,0,574,0,0,-833,3856,24,-833,26349,29,0
9843,7,0,0,-545,721,6,-243,18144,55,574,0,0,0,15967,27,0,7720,26,1
7989,-104,0,0,0,0,1,111,18810,57,573,9,1,-833,22245,31,-833,21201,29,1
20024,-105,0,0,0,0,0,391,309,3,578,71,2,-229,14278,428,-234,31896,438,0
1584,443,24418,58,878,46,1,476,0,0,574,0,0,-833,7714,26,-833,6908,26,0
17099,-106,0,0,0,45,1,392,357,3,574,28,1,-298,32423,494,-304,16784,496,0
1521,-106,0,0,0,60,1,1,12180,30,574,0,0,-832,2208,31,-832,26659,31,0
1618,331,19992,56,-127,19136,52,476,0,1,574,0,0,-833,11350,26,-833,14104,27,1
17632,-107,0,1,599,21204,57,478,0,0,573,0,0,-833,7116,24,-833,31092,31,0
22903,7,0,0,-547,0,0,-874,158,2,-360,23028,57,0,5530,26,0,5008,24,0
13685,-106,0,0,0,0,0,295,21168,56,578,122,2,0,22970,29,0,7408,26,0
15899,-104,0,0,102,18315,55,365,17820,54,573,0,1,-833,10834,26,-833,15454,29,0
7622,8,0,0,-116,25650,57,478,0,0,573,0,0,0,1888,24,0,7720,24,0
15076,-107,0,0,0,0,0,392,959,6,574,40,1,-405,21892,511,-410,3082,504,0
5059,-106,11,1,2,10200,31,262,21603,56,572,0,0,-833,11614,26,-833,19693,27,0
10055,7,0,0,-487,20570,55,-154,18424,55,574,0,0,0,11692,27,0,8752,24,1
2319,-108,0,0,0,35,1,341,20900,55,573,172,2,0,27000,29,0,10366,26,0
406,8,0,1,-323,420,4,477,0,0,581,0,0,-732,29416,248,-729,21940,249,0
220,8,0,0,-547,0,0,-762,17655,55,-100,22173,57,0,18968,29,0,5008,24,0
4124,156,22464,54,1032,10252,44,477,0,0,574,0,0,-833,3856,24,-833,24826,29,1
22928,-104,0,0,0,0,0,-1260,0,0,206,27028,58,0,9820,26,0,11484,24,0
12860,7,0,0,-547,0,0,-874,0,0,-265,19323,56,0,12160,27,0,3434,26,1
19917,8,0,0,-142,22770,55,477,0,0,572,0,0,0,5062,26,0,11484,26,0
8757,456,21670,56,876,174,2,477,0,0,574,33,1,-833,7116,24,-833,4216,26,0
2038,7,0,0,-548,72,1,477,20405,54,574,0,0,0,19693,29,0,11484,24,1
7948,-104,0,0,0,0,0,-1292,0,0,281,23240,57,0,8704,26,0,7408,26,0
1023,37,23348,54,741,20295,55,477,6,0,573,0,0,-833,4408,24,-833,25957,31,0
7435,8,0,0,-547,0,0,-874,0,0,-463,23968,56,0,7454,26,0,5440,24,0
10300,-107,0,0,0,25,1,-1242,0,0,215,24976,56,0,5972,26,0,11484,26,0
267,-108,0,0,0,20,0,38,20160,55,406,19926,54,0,7922,26,0,6736,26,0
13826,9,67,1,-321,188,2,477,0,0,578,2,0,-223,23288,349,-218,10822,351,1
8862,-108,0,0,0,47,2,-1265,0,0,-11,19800,51,0,8572,26,0,11822,24,0
3828,-106,0,0,0,43,2,32,21533,61,573,7,0,-833,24913,29,-833,22303,29,0
16967,19,6177,29,-208,21056,55,477,0,0,574,44,1,-833,9352,26,-833,15346,29,0
20433,9,0,0,-547,58,1,-444,23142,57,572,66,1,0,27279,31,0,8624,26,0
1352,-105,0,0,0,24,1,-1271,0,0,182,25144,56,0,5972,24,0,10756,24,0
18710,8,0,0,-437,22344,57,-106,18370,55,573,17,1,0,10236,26,0,12212,26,0
4666,8,196,2,-314,3744,24,478,0,0,573,0,0,-802,14616,129,-800,3584,129,0
1264,113,20460,55,-109,18810,55,477,0,0,573,0,0,-833,9716,26,-833,13753,27,0
17123,-106,0,0,85,19040,55,348,19278,54,574,0,0,-833,13186,27,-833,18678,29,0
3585,-107,0,0,0,45,1,112,20304,54,573,0,0,-833,21578,29,-833,21578,29,0
5525,-106,0,0,0,55,0,391,792,4,579,78,2,-237,18801,468,-242,27481,458,0
7914,8,0,0,-547,0,0,-803,17875,56,-143,20552,56,0,14158,27,0,8624,23,0
7473,-107,0,0,0,102,1,180,19415,52,538,21420,52,0,19780,27,0,11094,24,0
4724,8,0,0,-546,0,0,-643,19096,56,0,174,2,0,22825,31,0,5008,24,0
15191,9,99,1,-256,22736,56,479,0,0,574,0,0,-833,9352,24,-833,24117,29,0
18023,9,0,0,-545,0,0,-873,0,0,-387,22624,56,0,8026,27,0,8156,23,0
18901,249,21006,-40,0,0,0,476,0,0,573,0,0,-833,5080,26,-833,12646,29,1
4763,-106,0,0,0,0,0,-1262,0,0,136,24567,56,0,3472,26,0,10366,26,0
15173,356,23576,56,879,0,0,479,0,0,574,0,0,-833,8754,26,-833,12025,26,0
14016,-106,19,0,144,22686,57,409,18095,56,579,3,1,-833,12727,26,-833,14995,29,1
10841,521,19170,52,877,34,1,475,0,0,573,0,0,-833,8182,24,-833,4096,24,0
23318,8,94,1,-300,9945,46,477,0,0,573,0,0,-828,27156,64,-827,29952,69,0
3518,-105,0,0,0,41,1,391,0,0,573,0,0,-830,18633,47,-831,19856,50,0
22034,82,18920,55,785,22055,55,477,0,0,573,0,0,-833,7376,26,-833,29883,31,0
3834,-106,0,0,0,70,2,189,21505,55,573,0,0,-833,19403,27,-833,20679,27,0
19768,-106,0,0,0,72,1,119,19096,56,477,19136,52,0,11484,27,0,11094,26,0
19278,-106,0,0,0,38,0,103,18738,54,464,17215,55,0,10418,27,0,10756,26,0
4709,8,0,0,-546,0,0,-330,20570,55,573,0,0,0,22158,29,0,10366,24,0
17041,8,0,0,-547,6,1,-874,291,3,-247,29638,58,0,12565,27,0,4528,26,0
3308,7,0,0,-545,0,0,-251,0,0,573,0,0,0,0,0,0,0,0,1
6292,-104,0,0,109,20088,54,372,22400,56,574,0,0,-833,10574,26,-833,14914,27,0
18351,-104,0,0,334,23815,56,476,196,2,572,14,1,-833,6448,26,-833,22970,29,0
5441,9,0,0,-545,156,2,-298,21615,55,578,46,1,0,15940,27,0,10756,26,0
9261,11,0,0,-246,20405,55,477,0,0,573,0,0,0,2680,26,0,11874,26,0
10646,7,27,1,-321,82,2,477,0,0,573,13,1,-13,27261,55,-12,13708,57,1
19689,8,0,0,-466,18819,52,-133,18144,54,573,0,0,0,12592,27,0,8080,26,0
20396,9,100,1,0,6620,20,479,0,0,572,71,1,0,2930,24,0,9508,26,0
21983,-104,0,0,0,0,0,392,134,2,573,0,0,-700,11180,300,-704,10756,297,1
8951,436,22495,55,877,0,0,477,0,0,573,31,1,-833,7428,26,-833,6388,26,1
17536,7,0,0,-546,0,0,-874,8,1,-392,25872,56,0,10288,27,0,5008,24,0
17644,130,25342,52,834,26790,55,478,0,0,573,0,0,-833,6830,26,-833,28953,31,1
17539,7,0,0,-546,0,0,-874,6,1,-471,17442,51,0,8962,26,0,5008,24,0
17115,-106,0,0,0,41,1,191,20845,55,574,0,0,-833,16507,27,-833,20679,29,0
19105,114,19552,54,817,22230,56,478,0,1,574,0,0,-833,8182,26,-833,28953,31,0
5089,-106,12,1,620,27350,57,477,0,0,572,0,0,-833,7168,24,-833,30627,31,1
10561,-107,0,0,449,23199,56,477,0,0,573,0,0,-833,4096,24,-833,32352,32,1
896,-110,36,0,0,73,1,0,50,2,573,66,0,-832,28736,29,-832,23094,31,0
12111,-106,0,0,0,45,1,-1272,0,0,197,25650,57,0,8312,26,0,11094,24,0
1226,353,23072,56,880,0,0,477,0,0,573,0,0,-833,4840,26,-833,9118,26,0
9932,-107,0,0,0,0,0,392,14,0,574,0,0,-696,29712,299,-700,29620,299,0
6409,7,0,0,-293,22792,56,478,0,0,574,0,0,0,3616,26,0,12212,24,0
16193,451,21672,56,878,0,0,478,0,0,574,0,0,-833,7376,26,-833,6778,26,0
4755,-106,0,0,0,0,0,-1262,0,0,-18,25450,50,0,3928,24,0,10756,26,0
12543,8,18,1,-80,21204,57,477,27,1,574,0,0,0,4126,26,0,11094,24,1
6956,-108,29,1,0,51,1,-1255,0,0,-2,21634,58,0,7896,26,0,7720,24,0
6111,492,22275,55,1055,0,0,572,0,0,689,0,0,-1000,8520,24,-1000,11674,27,1
6762,-109,0,0,0,0,0,89,21056,55,604,0,0,-833,18559,29,-833,21955,29,0
16305,9,0,0,-546,0,0,-873,180,2,-257,22344,57,0,9040,26,0,4120,26,0
10408,8,0,0,-321,1104,11,479,0,0,573,9,1,-757,16077,218,-754,6672,215,1
10440,8,0,0,-440,21504,56,-107,18700,55,573,9,1,0,12025,27,0,12966,26,1
18013,9,0,0,-545,0,0,-812,18090,54,-151,23184,57,0,18446,27,0,5008,24,0
4861,338,26820,60,877,88,1,477,0,0,574,0,1,-833,4672,24,-833,10574,26,0
16129,-108,0,0,0,0,0,0,5634,18,574,78,1,-832,4224,32,-832,27775,32,0
6267,-104,0,0,0,23,1,391,0,0,574,0,0,-786,28514,185,-789,20144,187,0
11839,8,0,0,-545,45,1,-873,34,1,-544,21945,56,0,5322,26,0,3434,26,1
3797,-106,0,0,0,43,1,80,17600,55,439,21870,54,0,11215,26,0,10366,26,0
3905,535,21780,55,878,0,0,478,0,0,573,0,0,-833,9118,26,-833,9865,26,0
22748,-103,0,0,316,21112,56,477,0,0,579,0,0,-833,11172,26,-833,25791,29,0
16468,133,20898,54,-88,17628,52,478,0,0,579,0,0,-833,10158,26,-833,17112,27,0
9467,9,0,0,-546,67,1,-479,22176,56,573,25,1,0,23405,29,0,4699,24,1
13413,-104,0,0,0,0,0,0,0,0,334,23184,56,0,6648,26,0,7408,26,0
22627,8,0,0,-545,1098,8,-240,21392,55,574,0,0,0,18736,29,0,7408,24,0
10921,-107,0,0,0,0,0,-1263,0,0,-4,30276,58,0,10162,26,0,11094,26,0
12808,7,0,0,-75,25926,58,478,0,0,573,0,0,0,4386,26,0,11094,24,1
14496,-106,0,0,0,72,1,183,18900,54,542,21285,55,0,17286,27,0,5734,26,0
19289,-106,0,0,0,34,1,337,19170,52,574,0,0,0,18881,29,0,7408,24,0
7703,-106,0,0,0,0,1,-1264,94,1,143,23464,56,0,7168,26,0,7408,26,0
