index,i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage,i_w_bhr_weg,o_w_bhr_power,o_w_bhr_voltage,i_w_bru_weg,o_w_bru_power,o_w_bru_voltage,i_w_hr_weg,o_w_hr_power,o_w_hr_voltage,i_w_hl_weg,o_w_hl_power,o_w_hl_voltage,labels
933,-108.0,0.0,0.0,0.0,70.0,1.0,-1255.0,0.0,0.0,74.0,19415.0,56.0,0.0,2872.0,24.0,0.0,10418.0,24.0,0
8383,8.0,0.0,0.0,-547.0,70.0,2.0,-418.0,21112.0,56.0,573.0,0.0,0.0,0.0,22390.0,29.0,0.0,7408.0,23.0,0
16840,-104.0,0.0,0.0,0.0,60.0,1.0,216.0,23313.0,57.0,567.0,5325.0,25.0,0.0,13834.0,27.0,0.0,7408.0,26.0,0
3485,-105.0,0.0,0.0,0.0,49.0,2.0,-1267.0,0.0,0.0,empty,22660.0,54.0,0.0,7376.0,26.0,0.0,10366.0,26.0,0
18913,19.0,6107.0,empty,-209.0,18200.0,52.0,476.0,0.0,0.0,573.0,0.0,0.0,-833.0,8234.0,26.0,-833.0,15562.0,29.0,0
12423,-105.0,0.0,0.0,66.0,19608.0,56.0,330.0,19030.0,55.0,574.0,0.0,0.0,-833.0,10574.0,26.0,-833.0,19548.0,29.0,0
1369,-105.0,0.0,0.0,0.0,24.0,1.0,208.0,24416.0,56.0,572.0,4239.0,27.0,0.0,19635.0,29.0,0.0,7096.0,24.0,0
7591,210.0,25251.0,58.0,-12.0,22797.0,51.0,478.0,0.0,0.0,573.0,0.0,0.0,-833.0,9950.0,26.0,-833.0,12997.0,27.0,0
4205,10.0,0.0,0.0,-259.0,24225.0,57.0,477.0,0.0,0.0,574.0,0.0,0.0,0.0,5972.0,empty,0.0,11874.0,26.0,0
1548,-106.0,0.0,0.0,361.0,23258.0,58.0,476.0,186.0,2.0,574.0,0.0,0.0,-833.0,10288.0,26.0,-833.0,24159.0,29.0,0
20030,-105.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,578.0,34.0,1.0,-827.0,7075.0,empty,-828.0,26662.0,72.0,0
13763,221.0,27260.0,58.0,878.0,0.0,0.0,477.0,0.0,0.0,578.0,0.0,0.0,-833.0,7376.0,26.0,-833.0,21781.0,29.0,1
10057,empty,0.0,0.0,-545.0,1680.0,12.0,-232.0,21505.0,55.0,574.0,0.0,0.0,0.0,15535.0,29.0,0.0,8080.0,24.0,1
17327,-105.0,empty,0.0,0.0,282.0,3.0,167.0,15390.0,54.0,525.0,20216.0,57.0,0.0,13132.0,29.0,0.0,7408.0,24.0,0
11944,249.0,23045.0,empty,877.0,285.0,3.0,477.0,0.0,0.0,573.0,19.0,0.0,-833.0,7714.0,26.0,-833.0,19722.0,29.0,0
22203,-102.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,331.0,17340.0,51.0,0.0,9300.0,26.0,0.0,7720.0,24.0,0
7480,-107.0,0.0,0.0,0.0,102.0,1.0,332.0,21224.0,56.0,573.0,100.0,0.0,0.0,23840.0,31.0,0.0,7408.0,26.0,0
8546,75.0,22568.0,55.0,-147.0,21120.0,55.0,477.0,0.0,0.0,578.0,0.0,0.0,-833.0,10106.0,26.0,-833.0,14644.0,27.0,1
12668,-106.0,38.0,1.0,0.0,0.0,0.0,171.0,18755.0,55.0,573.0,0.0,0.0,-833.0,19693.0,27.0,-833.0,empty,31.0,0
13370,12.0,0.0,0.0,-547.0,0.0,0.0,-725.0,15228.0,52.0,-65.0,18867.0,57.0,0.0,21346.0,29.0,0.0,5440.0,24.0,1
10792,-105.0,20.0,1.0,133.0,20832.0,56.0,396.0,15096.0,52.0,573.0,0.0,0.0,-833.0,10626.0,27.0,-833.0,18533.0,29.0,0
8826,9.0,0.0,0.0,-546.0,45.0,1.0,-530.0,21120.0,55.0,574.0,68.0,1.0,0.0,22883.0,29.0,0.0,6736.0,24.0,1
1936,118.0,23632.0,56.0,824.0,21060.0,55.0,476.0,0.0,0.0,574.0,0.0,0.0,-833.0,4288.0,26.0,-833.0,24826.0,29.0,0
4900,149.0,24618.0,54.0,-97.0,empty,54.0,477.0,0.0,0.0,574.0,0.0,1.0,-833.0,9976.0,26.0,-833.0,14212.0,27.0,1
17748,8.0,0.0,0.0,-546.0,0.0,0.0,-427.0,20088.0,52.0,573.0,0.0,0.0,0.0,26814.0,31.0,0.0,6736.0,24.0,0
3992,7.0,0.0,0.0,-546.0,0.0,0.0,-718.0,19224.0,54.0,-57.0,23688.0,56.0,0.0,17695.0,29.0,empty,5008.0,24.0,0
3448,-104.0,0.0,0.0,0.0,0.0,0.0,-1264.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14569,-106.0,0.0,0.0,0.0,77.0,1.0,empty,396.0,3.0,573.0,0.0,0.0,-454.0,28586.0,488.0,-460.0,19446.0,489.0,1
1186,-105.0,0.0,0.0,121.0,21285.0,56.0,386.0,20216.0,empty,573.0,0.0,0.0,-833.0,10496.0,26.0,-833.0,14914.0,27.0,0
10236,549.0,22055.0,56.0,878.0,0.0,1.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,5080.0,24.0,-833.0,8832.0,26.0,0
8971,416.0,22000.0,55.0,877.0,0.0,0.0,477.0,0.0,0.0,573.0,38.0,1.0,-833.0,7428.0,26.0,-833.0,11674.0,27.0,1
3022,-107.0,0.0,0.0,49.0,24681.0,57.0,312.0,21261.0,56.0,573.0,0.0,0.0,-833.0,13888.0,26.0,-833.0,15454.0,27.0,0
9369,318.0,24472.0,57.0,879.0,57.0,1.0,478.0,0.0,0.0,573.0,14.0,1.0,-833.0,8442.0,26.0,-833.0,11016.0,27.0,1
10220,470.0,20919.0,56.0,878.0,33.0,1.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,7376.0,26.0,-833.0,7168.0,26.0,0
14833,-106.0,0.0,1.0,104.0,18096.0,52.0,368.0,17420.0,52.0,572.0,0.0,0.0,-833.0,11042.0,26.0,-833.0,19026.0,27.0,0
6212,9.0,0.0,0.0,-547.0,0.0,0.0,-874.0,19.0,1.0,-410.0,25694.0,58.0,0.0,6180.0,26.0,0.0,4528.0,24.0,0
4596,-108.0,15.0,1.0,559.0,21340.0,55.0,478.0,0.0,0.0,573.0,0.0,0.0,-833.0,4672.0,24.0,-833.0,30937.0,32.0,0
23532,563.0,empty,56.0,879.0,0.0,0.0,479.0,0.0,0.0,573.0,0.0,0.0,-833.0,10378.0,27.0,-833.0,8962.0,26.0,0
11439,-106.0,0.0,0.0,346.0,23650.0,55.0,478.0,empty,0.0,573.0,39.0,1.0,-833.0,8052.0,26.0,-833.0,26659.0,29.0,0
13166,-108.0,0.0,0.0,0.0,0.0,0.0,25.0,empty,56.0,385.0,21660.0,56.0,0.0,9460.0,26.0,0.0,11094.0,23.0,0
16249,9.0,27.0,1.0,-4.0,25543.0,43.0,478.0,0.0,0.0,574.0,68.0,1.0,0.0,3710.0,26.0,0.0,empty,24.0,0
14207,-106.0,0.0,0.0,0.0,54.0,1.0,-1267.0,0.0,0.0,132.0,22736.0,57.0,0.0,9300.0,27.0,0.0,7720.0,24.0,1
9124,-106.0,0.0,empty,0.0,0.0,1.0,391.0,0.0,0.0,573.0,0.0,0.0,-713.0,24480.0,277.0,-716.0,14008.0,276.0,0
19491,8.0,0.0,0.0,-545.0,0.0,0.0,-872.0,132.0,2.0,-476.0,22220.0,55.0,0.0,7246.0,26.0,0.0,3434.0,empty,0
5143,147.0,20900.0,54.0,-75.0,19965.0,55.0,477.0,0.0,0.0,572.0,23.0,1.0,-833.0,8780.0,26.0,-833.0,13213.0,empty,0
4994,8.0,0.0,0.0,-546.0,0.0,0.0,-873.0,0.0,0.0,-613.0,21831.0,58.0,0.0,2392.0,24.0,0.0,3434.0,23.0,0
13875,9.0,0.0,0.0,-547.0,0.0,0.0,-618.0,16692.0,51.0,578.0,3.0,empty,0.0,22593.0,31.0,0.0,4262.0,23.0,1
2292,-108.0,0.0,0.0,0.0,35.0,1.0,-1261.0,0.0,0.0,75.0,21175.0,56.0,0.0,6310.0,24.0,0.0,10756.0,26.0,0
1217,119.0,21560.0,55.0,825.0,20680.0,56.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,6908.0,24.0,-833.0,25116.0,31.0,0
11360,8.0,0.0,0.0,-546.0,0.0,0.0,-874.0,2.0,1.0,-555.0,22736.0,empty,0.0,2560.0,26.0,0.0,5008.0,24.0,1
3604,-107.0,0.0,0.0,241.0,empty,58.0,477.0,61.0,2.0,573.0,0.0,0.0,-833.0,9508.0,24.0,-833.0,16588.0,27.0,0
12586,8.0,0.0,0.0,-547.0,0.0,0.0,-685.0,22400.0,56.0,-24.0,21603.0,57.0,0.0,26101.0,29.0,0.0,5440.0,24.0,1
11784,8.0,0.0,0.0,-289.0,24852.0,58.0,477.0,0.0,0.0,573.0,0.0,0.0,0.0,6388.0,26.0,0.0,13969.0,26.0,1
19163,8.0,78.0,2.0,-272.0,22734.0,54.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,8234.0,26.0,-833.0,16426.0,29.0,0
19736,8.0,0.0,0.0,-547.0,0.0,0.0,-874.0,18.0,1.0,-564.0,20240.0,55.0,0.0,5504.0,26.0,0.0,3434.0,23.0,0
1660,-107.0,0.0,0.0,0.0,0.0,0.0,282.0,19936.0,56.0,empty,81.0,1.0,0.0,22390.0,29.0,0.0,6736.0,26.0,0
19521,empty,18.0,0.0,0.0,0.0,0.0,127.0,17766.0,55.0,486.0,17034.0,51.0,0.0,12835.0,29.0,0.0,11094.0,24.0,0
843,251.0,95.0,1.0,878.0,72.0,1.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,3856.0,24.0,-833.0,19925.0,27.0,1
2978,-107.0,0.0,0.0,0.0,0.0,0.0,56.0,20776.0,56.0,414.0,19305.0,55.0,0.0,8442.0,26.0,0.0,10028.0,26.0,0
7409,8.0,0.0,0.0,-547.0,62.0,1.0,-577.0,20790.0,55.0,573.0,0.0,0.0,0.0,26659.0,31.0,0.0,6328.0,26.0,0
16004,8.0,0.0,0.0,0.0,152.0,2.0,477.0,0.0,0.0,573.0,38.0,1.0,0.0,7714.0,26.0,0.0,17092.0,26.0,1
2092,-107.0,0.0,0.0,0.0,0.0,0.0,1.0,15841.0,34.0,573.0,0.0,0.0,-832.0,3072.0,31.0,-832.0,26814.0,29.0,0
22594,8.0,162.0,1.0,-322.0,114.0,2.0,477.0,empty,0.0,574.0,0.0,0.0,-168.0,14003.0,305.0,-163.0,13190.0,295.0,1
6368,189.0,22344.0,56.0,-30.0,22008.0,56.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,8052.0,26.0,-833.0,12997.0,27.0,0
3064,291.0,24111.0,56.0,877.0,45.0,1.0,476.0,0.0,0.0,573.0,0.0,0.0,-833.0,7636.0,27.0,-833.0,14320.0,27.0,0
17517,7.0,0.0,0.0,-546.0,94.0,1.0,-661.0,17050.0,55.0,-4.0,13974.0,36.0,0.0,26101.0,31.0,0.0,9092.0,24.0,0
9192,401.0,19032.0,54.0,877.0,0.0,0.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,8442.0,26.0,-833.0,8286.0,26.0,0
792,-107.0,0.0,0.0,0.0,0.0,0.0,117.0,22064.0,55.0,574.0,0.0,0.0,-833.0,17128.0,27.0,-833.0,17830.0,29.0,0
23606,8.0,0.0,0.0,-547.0,0.0,0.0,-366.0,13602.0,56.0,573.0,0.0,0.0,0.0,21259.0,29.0,0.0,6736.0,24.0,1
2634,222.0,25251.0,57.0,878.0,226.0,3.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,4096.0,26.0,-833.0,21636.0,27.0,0
3298,7.0,0.0,0.0,-545.0,0.0,0.0,-251.0,0.0,0.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7156,7.0,0.0,0.0,-546.0,0.0,0.0,-433.0,21222.0,54.0,573.0,6.0,0.0,0.0,26721.0,29.0,0.0,10366.0,26.0,0
5522,-106.0,0.0,0.0,0.0,55.0,1.0,376.0,11154.0,39.0,579.0,174.0,2.0,empty,7424.0,154.0,-12.0,19862.0,149.0,0
6005,-107.0,0.0,0.0,0.0,33.0,1.0,125.0,17118.0,52.0,485.0,17212.0,54.0,0.0,13051.0,27.0,0.0,empty,27.0,0
13884,9.0,0.0,0.0,-547.0,0.0,0.0,-776.0,16470.0,54.0,-114.0,20608.0,56.0,0.0,19548.0,29.0,empty,5440.0,23.0,1
4101,-104.0,0.0,0.0,389.0,24766.0,58.0,477.0,0.0,0.0,empty,0.0,0.0,-833.0,7246.0,24.0,-833.0,23869.0,29.0,0
7927,8.0,0.0,0.0,-547.0,0.0,0.0,-873.0,95.0,2.0,-464.0,23968.0,56.0,0.0,4984.0,24.0,0.0,5008.0,24.0,0
16521,8.0,0.0,0.0,-547.0,92.0,1.0,empty,20552.0,57.0,579.0,0.0,0.0,0.0,21694.0,29.0,0.0,7048.0,24.0,1
20503,-105.0,0.0,0.0,0.0,0.0,0.0,285.0,17732.0,51.0,572.0,408.0,3.0,empty,19026.0,29.0,0.0,10366.0,26.0,0
18777,-103.0,0.0,0.0,0.0,43.0,1.0,-1288.0,0.0,0.0,260.0,18425.0,55.0,0.0,11458.0,26.0,0.0,7408.0,26.0,0
23298,389.0,15014.0,56.0,877.0,0.0,0.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,8780.0,26.0,-833.0,12025.0,26.0,1
15,-107.0,0.0,0.0,0.0,0.0,0.0,-1268.0,0.0,0.0,185.0,22904.0,56.0,0.0,6232.0,26.0,0.0,7408.0,24.0,0
4779,-106.0,0.0,0.0,0.0,0.0,0.0,169.0,18792.0,54.0,529.0,20736.0,54.0,0.0,15211.0,27.0,0.0,7096.0,24.0,0
2793,-108.0,0.0,1.0,empty,24360.0,58.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,3928.0,26.0,-833.0,30937.0,31.0,0
9808,7.0,174.0,2.0,-321.0,297.0,empty,478.0,0.0,0.0,574.0,0.0,0.0,-590.0,31186.0,374.0,-585.0,19074.0,374.0,1
14879,421.0,21896.0,56.0,878.0,66.0,2.0,477.0,0.0,0.0,572.0,0.0,0.0,-833.0,8182.0,26.0,-833.0,8156.0,26.0,0
19268,-106.0,0.0,0.0,0.0,38.0,1.0,-1281.0,0.0,0.0,228.0,22120.0,56.0,0.0,10162.0,27.0,0.0,11094.0,24.0,0
5923,8.0,0.0,0.0,-379.0,24080.0,56.0,-45.0,20680.0,55.0,574.0,0.0,0.0,0.0,8962.0,26.0,0.0,12576.0,24.0,0
19350,113.0,20460.0,56.0,887.0,19690.0,54.0,477.0,0.0,0.0,574.0,0.0,0.0,-833.0,7168.0,24.0,-833.0,30944.0,32.0,1
22257,-102.0,0.0,0.0,204.0,26656.0,56.0,467.0,2541.0,33.0,573.0,0.0,0.0,-833.0,10574.0,27.0,-833.0,14428.0,empty,0
15945,418.0,20664.0,56.0,878.0,90.0,1.0,477.0,0.0,0.0,573.0,14.0,1.0,-833.0,7636.0,26.0,-833.0,7038.0,27.0,0
9756,394.0,22400.0,56.0,878.0,45.0,1.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,4600.0,26.0,-833.0,7194.0,26.0,1
13152,-108.0,0.0,0.0,0.0,0.0,empty,-1261.0,0.0,0.0,146.0,22287.0,57.0,0.0,8572.0,26.0,0.0,7720.0,24.0,0
21752,-105.0,0.0,0.0,0.0,47.0,1.0,188.0,empty,54.0,574.0,0.0,0.0,-833.0,15130.0,27.0,-833.0,20679.0,29.0,0
99,61.0,31378.0,57.0,764.0,22230.0,57.0,empty,0.0,0.0,581.0,0.0,0.0,-833.0,4048.0,24.0,-833.0,30162.0,31.0,1
2607,-107.0,0.0,0.0,298.0,23240.0,56.0,476.0,27.0,1.0,573.0,0.0,0.0,-833.0,8962.0,26.0,-833.0,21114.0,29.0,0
21489,-107.0,0.0,0.0,0.0,47.0,1.0,392.0,0.0,0.0,573.0,22.0,1.0,-729.0,16722.0,257.0,-732.0,14464.0,261.0,0
16972,9.0,98.0,1.0,-283.0,19552.0,52.0,477.0,0.0,0.0,574.0,76.0,1.0,-833.0,27867.0,21.0,-833.0,1387.0,23.0,0
17783,8.0,0.0,0.0,-546.0,0.0,0.0,-874.0,57.0,1.0,-545.0,23296.0,56.0,0.0,5244.0,26.0,0.0,5440.0,23.0,0
7039,-108.0,49.0,1.0,515.0,23490.0,58.0,476.0,79.0,0.0,573.0,0.0,0.0,empty,8780.0,24.0,-833.0,25957.0,31.0,0
22406,8.0,0.0,0.0,-547.0,0.0,0.0,-793.0,18200.0,52.0,-131.0,23045.0,56.0,0.0,14914.0,27.0,empty,5440.0,23.0,0
6,-107.0,0.0,0.0,0.0,0.0,0.0,-1268.0,0.0,empty,29.0,21725.0,54.0,0.0,6726.0,26.0,0.0,10756.0,26.0,0
18577,-105.0,0.0,0.0,0.0,0.0,0.0,152.0,19855.0,56.0,573.0,17.0,1.0,-833.0,19403.0,27.0,-833.0,empty,29.0,0
23246,-105.0,0.0,0.0,538.0,20160.0,56.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,7714.0,26.0,-833.0,31402.0,31.0,0
5013,-106.0,0.0,1.0,0.0,0.0,0.0,-1265.0,0.0,0.0,283.0,18044.0,52.0,0.0,7922.0,26.0,0.0,7408.0,empty,0
15341,-105.0,0.0,0.0,0.0,49.0,1.0,172.0,15444.0,52.0,530.0,19635.0,54.0,0.0,13618.0,27.0,0.0,10756.0,24.0,0
5414,9.0,0.0,0.0,-2.0,19722.0,39.0,477.0,0.0,0.0,578.0,41.0,1.0,empty,3606.0,24.0,0.0,5896.0,24.0,0
8804,9.0,0.0,0.0,-385.0,23199.0,56.0,-53.0,17712.0,54.0,574.0,39.0,1.0,0.0,7922.0,26.0,0.0,12966.0,26.0,1
462,8.0,0.0,0.0,-545.0,0.0,0.0,-675.0,19525.0,55.0,-13.0,23660.0,52.0,0.0,22593.0,29.0,0.0,5440.0,24.0,0
14933,7.0,90.0,empty,-321.0,142.0,2.0,477.0,0.0,0.0,572.0,0.0,0.0,-55.0,8810.0,157.0,-52.0,4700.0,154.0,0
12623,-106.0,25.0,1.0,0.0,0.0,0.0,-1272.0,0.0,0.0,184.0,22385.0,56.0,0.0,7168.0,26.0,0.0,7720.0,24.0,0
17837,-108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,-832.0,18370.0,29.0,-832.0,18533.0,29.0,0
18347,empty,0.0,0.0,256.0,22116.0,57.0,476.0,333.0,3.0,572.0,12.0,1.0,-833.0,10158.0,26.0,-833.0,23342.0,29.0,0
15754,8.0,38.0,1.0,-321.0,92.0,1.0,477.0,0.0,0.0,574.0,25.0,1.0,-168.0,9024.0,305.0,-164.0,12960.0,305.0,0
1939,196.0,24510.0,58.0,empty,756.0,9.0,476.0,0.0,0.0,574.0,0.0,0.0,-833.0,4336.0,24.0,-833.0,23347.0,29.0,0
21153,8.0,0.0,0.0,-513.0,17472.0,52.0,-181.0,16632.0,54.0,573.0,0.0,0.0,0.0,14212.0,27.0,0.0,11484.0,26.0,0
9118,-106.0,0.0,0.0,0.0,55.0,1.0,386.0,3312.0,24.0,573.0,108.0,1.0,-40.0,7351.0,205.0,-42.0,3440.0,210.0,0
9624,527.0,22330.0,55.0,878.0,0.0,empty,477.0,0.0,0.0,574.0,0.0,0.0,-833.0,8182.0,24.0,-833.0,3856.0,24.0,0
4871,496.0,19910.0,55.0,877.0,58.0,1.0,477.0,0.0,0.0,574.0,41.0,0.0,-833.0,5080.0,26.0,-833.0,6908.0,26.0,0
9792,144.0,20900.0,55.0,-76.0,19085.0,55.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,7636.0,26.0,-833.0,13753.0,27.0,1
22598,8.0,108.0,1.0,-322.0,58.0,2.0,477.0,0.0,0.0,empty,0.0,0.0,-2.0,1966.0,13.0,-1.0,928.0,14.0,0
7976,-104.0,0.0,0.0,0.0,0.0,0.0,392.0,352.0,3.0,573.0,58.0,2.0,-304.0,18904.0,491.0,-308.0,23712.0,474.0,0
9689,9.0,0.0,0.0,-545.0,0.0,0.0,-872.0,0.0,0.0,-574.0,21384.0,55.0,0.0,5322.0,26.0,0.0,5008.0,24.0,1
18167,405.0,21560.0,57.0,877.0,0.0,empty,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,9638.0,26.0,-833.0,11134.0,27.0,0
20808,0.0,2220.0,12.0,672.0,22116.0,57.0,477.0,0.0,1.0,573.0,18.0,1.0,-833.0,7116.0,26.0,-833.0,31092.0,31.0,0
7705,-106.0,0.0,0.0,0.0,28.0,0.0,-1264.0,0.0,0.0,217.0,19760.0,52.0,0.0,6856.0,26.0,0.0,10756.0,26.0,0
18221,10.0,0.0,0.0,empty,19488.0,56.0,-64.0,16692.0,52.0,573.0,0.0,1.0,0.0,8884.0,27.0,0.0,8392.0,26.0,0
17347,-105.0,0.0,0.0,0.0,186.0,2.0,392.0,0.0,0.0,572.0,3.0,1.0,-716.0,13380.0,277.0,-718.0,16992.0,277.0,0
5070,-106.0,0.0,1.0,233.0,22287.0,56.0,476.0,1342.0,11.0,572.0,0.0,1.0,-833.0,9976.0,26.0,-833.0,14563.0,29.0,0
7223,-107.0,0.0,0.0,0.0,empty,1.0,102.0,20048.0,56.0,461.0,23142.0,57.0,0.0,10288.0,27.0,0.0,11094.0,24.0,0
11913,-106.0,0.0,0.0,166.0,21204.0,56.0,431.0,17108.0,51.0,573.0,empty,0.0,-833.0,10574.0,26.0,-833.0,18446.0,29.0,0
20676,8.0,0.0,0.0,-547.0,empty,0.0,-459.0,20240.0,55.0,572.0,72.0,1.0,0.0,27000.0,29.0,0.0,6736.0,23.0,0
13886,9.0,0.0,0.0,-547.0,0.0,0.0,-853.0,9724.0,43.0,-191.0,27384.0,empty,0.0,14077.0,27.0,0.0,5008.0,24.0,1
12637,-106.0,36.0,1.0,0.0,0.0,0.0,136.0,19768.0,55.0,496.0,21560.0,56.0,0.0,13402.0,26.0,0.0,10756.0,26.0,0
14118,9.0,0.0,0.0,-14.0,2063.0,61.0,477.0,0.0,0.0,579.0,empty,1.0,0.0,4646.0,26.0,0.0,10418.0,26.0,1
19007,-106.0,0.0,0.0,0.0,27.0,1.0,-1266.0,0.0,0.0,-17.0,9272.0,38.0,0.0,10918.0,26.0,0.0,11484.0,26.0,0
5466,empty,0.0,0.0,-545.0,0.0,0.0,-855.0,9553.0,49.0,-193.0,27492.0,70.0,0.0,14779.0,27.0,0.0,5008.0,24.0,1
7512,-107.0,0.0,0.0,98.0,18512.0,54.0,362.0,17875.0,56.0,573.0,0.0,0.0,-833.0,10834.0,27.0,-833.0,15130.0,29.0,0
7665,8.0,0.0,0.0,-546.0,0.0,0.0,-724.0,21603.0,57.0,-63.0,25536.0,55.0,0.0,24884.0,27.0,0.0,4121.0,24.0,1
14771,-106.0,0.0,0.0,0.0,15.0,1.0,-1263.0,0.0,0.0,61.0,27260.0,58.0,0.0,8052.0,26.0,0.0,11484.0,24.0,0
569,-108.0,0.0,0.0,339.0,22624.0,55.0,478.0,110.0,2.0,574.0,0.0,0.0,-833.0,18672.0,26.0,-833.0,26504.0,29.0,1
12850,7.0,0.0,0.0,-547.0,0.0,0.0,-691.0,21147.0,56.0,-30.0,24528.0,55.0,0.0,22303.0,29.0,0.0,3848.0,24.0,1
16442,606.0,6216.0,28.0,879.0,0.0,empty,478.0,0.0,0.0,579.0,0.0,0.0,-833.0,10351.0,26.0,-833.0,7714.0,26.0,0
19721,8.0,0.0,0.0,-547.0,0.0,0.0,-831.0,16416.0,54.0,-170.0,21147.0,57.0,0.0,13699.0,27.0,0.0,4528.0,24.0,0
9502,9.0,0.0,0.0,-546.0,0.0,0.0,empty,0.0,0.0,-602.0,23296.0,55.0,0.0,5244.0,24.0,0.0,3434.0,24.0,1
10691,7.0,0.0,0.0,-547.0,0.0,0.0,-620.0,17212.0,52.0,573.0,12.0,0.0,0.0,22303.0,29.0,0.0,4528.0,24.0,1
7182,7.0,0.0,0.0,-546.0,0.0,0.0,-873.0,60.0,1.0,-314.0,28080.0,58.0,0.0,9716.0,26.0,0.0,5440.0,24.0,0
14809,-106.0,18.0,1.0,0.0,15.0,0.0,392.0,396.0,3.0,572.0,47.0,empty,-419.0,6105.0,504.0,-425.0,17400.0,504.0,0
8047,474.0,23520.0,56.0,877.0,100.0,2.0,477.0,0.0,0.0,573.0,9.0,0.0,-833.0,8442.0,24.0,-833.0,6102.0,26.0,0
11009,0.0,696.0,6.0,664.0,20664.0,55.0,478.0,0.0,0.0,empty,0.0,0.0,-833.0,3784.0,24.0,-833.0,30007.0,32.0,0
19760,-106.0,0.0,0.0,0.0,72.0,1.0,-1264.0,0.0,0.0,318.0,18630.0,54.0,0.0,7376.0,27.0,0.0,7720.0,26.0,0
2334,-108.0,0.0,0.0,0.0,33.0,1.0,390.0,0.0,0.0,574.0,62.0,1.0,-795.0,1919.0,169.0,-798.0,29870.0,165.0,0
22997,-104.0,0.0,0.0,391.0,22176.0,55.0,476.0,0.0,0.0,578.0,0.0,0.0,-833.0,8624.0,26.0,-833.0,28860.0,31.0,0
9082,-106.0,0.0,0.0,0.0,67.0,1.0,-1266.0,0.0,0.0,-24.0,9350.0,28.0,0.0,9622.0,26.0,0.0,8392.0,24.0,0
22521,9.0,9900.0,31.0,702.0,22686.0,57.0,477.0,0.0,0.0,574.0,0.0,0.0,-833.0,10106.0,27.0,-833.0,30007.0,31.0,0
