index,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
8310,359783.2,4.0,0.0,33.61550795,21.0,0.0,6.0,0.0,1.0,0.2,0.2121,0.75,0.1642,8.0,88.0,96.0
5184,359735.1937841554,3.0,0.20980919624096067,6.0,21.0,0.0,1.0,1.0,1.0,0.76,0.7121,0.58,0.0896,30.0,156.0,186.0
12923,368783.1,4.0,1.0,6.0,15.0,0.0,3.0,1.0,1.0,0.6031513701193031,0.697,0.26,0.4627,61.0,188.0,249.0
2336,359399.0,4.0,0.0,4.0,5.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.68,0.1343,1.0,15.0,16.0
4900,361325.31272459246,3.0,0.0,6.0,1.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.51,0.0,3.0,26.0,29.0
7284,359399.0,4.0,0.0,9.0,2.0,0.0,6.0,0.0,1.0,0.3,0.2727,0.52,0.2080381161392287,7.0,24.0,31.0
4421,360006.8595690146,3.0,0.0,6.0,2.0,0.0,5.0,1.0,2.0,0.7,0.6667,0.74,0.1642,10.0,12.0,22.0
11597,368537.4816970591,2.0,1.0,3.0,9.0,0.0,4.0,1.0,2.0,0.48,0.4697,0.88,0.10450000000000001,25.0,279.0,304.0
13675,363317.3130643075,4.0,1.0,7.0,23.0,1.0,6.0,0.0,1.0,0.66,0.6061,0.83,0.0896,52.0,156.0,208.0
11848,368447.0833,2.0,1.0,3.0,20.0,1.0,0.0,0.0,2.0,0.66,0.6212,0.5,0.2836,67.0,163.0,230.0
10441,368519.05,1.0000000000000036,1.0,3.0,3.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.2836,0.0,3.0,3.0
568,359975.0167,4.0,0.0,2.1505306045909482,20.0,1.0,2.0,1.0,1.0,0.24,0.22730000000000003,0.65,0.13912757602320763,16.0,103.0,119.0
9542,368880.0,4.0,1.0,2.0,12.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.4,0.3284,9.0,163.0,172.0
16480,368594.611551867,4.0,1.0,11.0,9.0,1.0,6.0,0.0,2.0,0.26,0.2121,0.41,0.4478,26.0,96.0,122.0
2246,359567.0667,2.0,0.0,4.0,10.0,0.0,5.0,1.0,2.0,0.36,0.3333,0.71,0.2836,0.0,63.0,73.0
8361,359855.2,4.0,0.0,9.0,1.7763568394002505e-15,0.0,2.0,1.0,1.0,0.36,0.3636,0.57,0.10450000000000001,0.0,21.0,21.0
4166,360023.1,3.0,0.0,6.0,11.0,0.0,1.0,1.0,2.0,0.7,0.6515,0.58,0.0,55.0,95.0,150.0
17369,368879.2,1.0000000000000036,1.0,12.0,13.0,0.0,1.0,1.0,2.0,0.26,0.2576,0.44,0.1642,38.0,165.0,203.0
9871,368420.53242515144,4.0,1.0,2.0,7.0,0.0,2.0,1.0,1.0,0.22000000000000003,0.2727,0.64,0.0,6.0,273.0,279.0
10663,368735.05,2.0,1.0,3.0,9.0,1.0,0.0,0.0,2.0,0.4,0.4091,0.94,0.2537,26.0,92.0,118.0
240,361400.4270810886,5.0,0.0,1.5958822959737615,8.0,1.0,2.0,1.0,2.0,0.18,0.2121,0.51,0.0896,3.0,214.0,217.0
5688,360095.1333,3.0,0.0,6.0,10.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.39,0.2239,28.0,109.0,137.0
1598,359663.05,1.0000000000000036,0.0,3.0,1.0,1.0,6.0,0.0,1.0,0.24,0.22730000000000003,0.65,0.194,3.0,15.0,18.0
13207,368595.96628045413,4.0,1.0,9.0,11.0,0.0,1.0,1.0,2.0,0.72,0.6818,0.62,0.1343,72.0,144.0,216.0
16557,368783.1833,4.0,1.0,11.0,14.0,0.0,2.0,1.0,3.0,0.28,0.2576,0.87,0.35819999999999996,8.0,86.0,94.0
4491,359700.4940679972,3.0,0.0,6.0,1.7763568394002505e-15,0.0,1.0,1.0,1.0,0.7,0.6205925023899632,0.65,0.194,10.0,25.0,35.0
6102,359759.15,3.0,0.0,6.0,19.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.55,0.1642,59.0,256.0,315.0
1902,359975.05,2.0,0.0,3.0,1.7763568394002505e-15,1.0,5.0,1.0,1.0,0.24,0.22730000000000003,0.6,0.194,1.0,17.0,18.0
8856,368050.2433851337,74.0,1.0,1.4746199433181055,19.0,0.0,1.0,1.0,3.0,0.2,0.22730000000000003,0.93,0.0896,3.0,187.0,190.0
11435,365168.2606086762,2.0,1.0,3.0,15.0,0.0,4.0,1.0,2.0,0.52,0.5,0.83,0.3284,39.0,165.0,204.0
5889,359543.15,3.0,0.0,6.0,20.0,0.0,3.0,1.0,3.0,0.64,0.5758,0.89,0.0896,3.0,93.0,96.0
9967,360135.85638472583,1.0000000000000036,1.0,2.0,7.0,1.0,6.0,0.0,1.0,0.28,0.24239999999999998,0.45,0.4478,3.0,20.0,23.0
14929,368580.4889169704,3.0,1.0,9.0,5.0,0.0,3.0,1.0,2.0,0.52,0.5,0.68,0.2836,2.0,54.000000000000014,56.0
8148,359639.2,4.0,0.0,9.0,3.0,1.0,0.0,0.0,1.0,0.15999999999999998,0.18180000000000002,0.59,0.18075549161635784,2.0,17.0,19.0
11639,367934.371870637,2.0,1.0,3.0,3.0,1.0,6.0,0.0,1.0,0.58,0.5455,0.83,0.0,11.0,21.0,32.0
11779,368331.8926553897,2.0,1.0,3.0,23.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.48,0.10450000000000001,23.0,112.0,135.0
12792,368663.1,4.0,1.0,6.0,4.0,0.0,2.1335117072407566,0.6145318181062408,2.0,0.76,0.7273,0.66,0.0,3.0,7.0,10.0
626,360093.8903857259,4.0,0.0,9.0,8.0,1.0,6.0,0.0,1.0,0.18,0.22483367412527905,0.55,0.1642,3.0,31.0,34.0
5831,359495.15,48.52090717,0.0,2.4053858919510405,9.0,1.0,1.0,0.0,3.0,0.68,0.6364,0.74,0.1642,63.0,89.0,152.0
11525,368855.0667,2.0,1.0,3.0,9.0,0.0,1.0,1.0,2.0,0.4,0.4091,0.43,0.194,29.0,239.0,268.0
9288,368112.1537811707,4.0,1.0,1.6520459637480807,21.0,0.0,5.0,1.0,1.0,0.3400000000000001,0.2879,0.53,0.5224,8.0,127.0,135.0
5122,359603.3833135036,3.0,0.0,6.0,7.0,1.0,6.0,0.0,1.0,0.68,0.6364,0.83,0.1642,14.0,49.000000000000014,63.0
8166,359639.2,4.0,0.0,9.0,21.0,0.0,0.0,0.0,1.0,0.22000000000000003,0.2727,0.55,0.0,10.0,53.0,63.0
2830,359636.1720239232,4.0,0.0,5.0,19.0,0.0,1.0,1.0,2.0,0.62,0.4925985407022212,0.69,0.1343,46.0,268.0,314.0
16627,368369.71264718013,4.0,1.0,11.0,13.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.4,0.1642,21.0,241.0,262.0
14036,368447.1333,4.0,1.0,8.0,1.7763568394002505e-15,0.0,1.0,1.0,1.0,0.66,0.5815347795028436,0.65,0.10450000000000001,14.0,33.0,47.0
8256,359735.2,4.0,0.0,9.0,15.0,0.0,4.0,1.0,3.0,0.52,0.5,0.55,0.2239,6.0,76.0,82.0
5788,359447.15,3.0,0.0,6.0,14.0,1.0,6.0,0.0,2.0,0.72,0.6818,0.66,0.1642,204.0,176.0,380.0
13544,368488.735374436,4.0,1.0,7.0,12.0,0.0,1.0,1.0,2.0,0.8,0.7424,0.52,0.1642,109.0,205.0,314.0
8087,359567.2,4.0,0.0,9.0,14.0,0.0,4.0,1.0,1.0,0.32,0.303,0.45,0.2537,16.0,121.0,137.0
14982,368639.15,3.0,1.0,9.0,10.0,0.0,5.0,1.0,1.0,0.62,0.6061,0.61,0.2239,44.0,181.0,225.0
10183,368255.05,4.0,1.0,5.742346350901025,8.0,0.0,1.0,1.0,1.0,0.2,0.22730000000000003,0.59,0.10450000000000001,13.0,415.0,428.0
4220,360071.1,3.0,1.1102230246251565e-16,6.0,17.0,0.0,3.0,1.0,1.0,0.82,0.7121,0.26,0.4179,78.0,492.0,570.0
3687,359543.1,2.0,0.0,3.0,12.0,0.0,2.0,1.0,2.0,0.8,0.7273,0.46,0.2836,42.0,141.0,183.0
5981,359639.15,3.0,0.0,6.0,17.0,1.0,0.0,0.0,1.0,0.72,0.6667,0.51,0.1343,152.0,228.0,380.0
10044,368031.03749456827,4.0,1.0,2.0,12.0,0.0,2.0,1.0,1.0,0.36,0.3485,0.34,0.1343,19.0,164.0,183.0
15888,361615.59564433596,4.0,1.0,9.0,16.0,0.0,2.0,1.0,3.0,0.3,0.2879,0.87,0.2537,15.0,83.0,98.0
14382,368516.2708496528,3.0,1.0,8.0,10.0,0.0,1.0,1.0,1.0,0.72,0.697,0.74,0.1343,63.0,143.0,206.0
12759,368615.1,4.0,1.0,6.0,19.0,0.0,3.0,1.0,1.0,0.88,0.7879,0.37,0.2537,90.0,449.0,539.0
5341,359702.1966860324,3.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.69,0.2836,54.0,87.0,141.0
907,359615.0333,4.0,0.0,2.0,7.0,1.0,4.0,1.0,1.0,0.10000000000000003,0.07580000000000003,0.5,0.4179,0.0,99.0,99.0
9421,368183.0333,4.0,0.887137798199773,2.0,10.0,0.0,4.0,0.7675599684660617,3.0,0.42,0.4242,0.77,0.10450000000000001,6.0,72.0,78.0
3694,359543.1,2.0,0.0,3.0,19.0,0.0,2.0,1.0,1.0,0.76,0.6818,0.45867011781640293,0.2537,69.0,355.0,424.0
3119,359685.87232196366,4.0,0.0,5.0,20.0,1.0,6.0,0.0,3.0,0.54,0.5152,0.94,0.1343,42.0,115.0,157.0
13039,368394.2033511021,4.0,1.0,7.0,11.0,0.0,1.0,1.0,1.0,0.84,0.7273,0.28,0.2985,67.0,134.0,201.0
2292,359615.0667,1.0000000000000036,0.0,4.0,8.0,1.0,0.0,0.0,2.0,0.38,0.3939,0.94,0.0896,17.310358448724887,38.0,55.0
11069,368620.93215576047,2.0,1.0,3.0,9.0,0.0,3.0,1.0,2.0,0.32,0.303,0.49,0.2985,20.0,282.0,302.0
8230,359711.2,4.0,0.0,9.0,13.0,0.0,3.0,1.0,2.0,0.36,0.3636,0.57,0.10450000000000001,14.0,119.0,133.0
7500,360074.46926863573,4.0,0.0,9.0,2.0,0.0,2.355669203789786,1.0,1.0,0.46,0.4545,0.63,0.35819999999999996,7.0,10.0,17.0
5988,359663.15,3.0,0.0,6.0,1.7763568394002505e-15,0.0,1.0,1.0,1.0,0.56,0.5303,0.88,0.0896,5.0,11.0,16.0
10650,368711.05,2.0,1.0,3.0,20.0,1.0,6.0,0.0,3.0,0.44,0.4394,1.0,0.194,18.736207263933476,80.0,111.0
11453,368783.0667,2.0,1.0,3.0,13.354128850409808,0.0,5.0,1.0,1.0,0.42,0.4242,0.44,0.4925,42.0,292.0,334.0
296,359541.3944627972,15.0,0.0,3.3996892932395015,18.0,0.0,4.0,1.0,1.0,0.2,0.18180000000000002,0.4,0.3284,3.0,141.0,144.0
7169,359696.38382133516,4.0,0.0,9.0,7.0,0.0,1.0,1.0,1.0,0.24,0.2879,0.93,0.0,11.0,216.0,227.0
5602,359999.1333,3.0,0.0,6.0,7.0,0.0,5.0,1.0,1.0,0.64,0.5758,0.83,0.0,3.0,263.0,266.0
11093,368578.9178594748,2.0,1.0,3.0,9.0,0.0,4.0,1.0,1.0,0.36,0.3333,0.57,0.35819999999999996,16.0,271.0,287.0
1786,359855.05,1.0000000000000036,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.3,0.2879,0.52,0.2836,6.0,24.0,30.0
4383,359519.1167,3.0,0.0,6.0,12.0,0.0,3.0,1.0,2.0,0.74,0.697,0.66,0.0896,38.0,114.0,152.0
12127,368735.0833,3.3045897926960066,1.0,5.1309292409886105,11.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.79,0.19758248021614644,90.0,193.0,283.0
5319,359569.985179849,3.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.7,0.6667,0.79,0.2239,98.0,183.0,281.0
5855,359519.15,3.0,0.0,6.0,10.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.83,0.35819999999999996,16.0,90.0,106.0
1285,359399.0,4.0,0.0,2.0,16.0,1.0,6.0,0.0,1.0,0.36,0.3333,0.46,0.2836,41.0,130.0,171.0
8009,359495.2,4.0,0.0,9.0,8.0,0.0,1.0,1.0,1.0,0.32,0.3485,0.93,0.0,12.0,392.0,404.0
1363,359423.05,4.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.22000000000000003,0.22730000000000003,0.69,0.194,0.0,4.0,4.0
10884,362508.28044039814,2.0,1.0,3.0,15.0,0.0,2.0,1.0,1.0,0.6,0.5909,0.2,0.194,109.0,207.0,316.0
15669,368632.2236758719,4.0,1.0,10.0,1.0,1.0,6.0,0.0,1.0,0.46,0.4545,0.72,0.1343,2.0,93.0,95.0
5454,359399.0,3.0,0.0,6.0,3.0,1.0,6.0,0.0,1.0,0.62,0.5909,0.78,0.0,9.0,41.999999999999986,51.0
5770,359423.15,3.0,0.0,6.0,20.0,0.0,5.0,1.0,1.0,0.64,0.6061,0.73,0.0,38.0,158.0,196.0
14121,368578.66230401915,4.0,1.0,8.0,13.0,0.0,4.0,1.0,1.0,0.8,0.697,0.31,0.2239,81.0,219.0,300.0
17114,368615.2,4.0,1.0,12.0,20.0,0.0,4.0,1.0,3.0,0.3400000000000001,0.3333,0.76,0.1642,1.0,49.000000000000014,50.0
13424,368604.7816325734,4.0,1.0,7.0,12.0,0.0,3.0,1.0,1.0,0.92,0.8636,0.37,0.1343,36.0,166.0,202.0
12828,368687.1,4.0,1.0,6.0,16.0,1.0,6.0,0.0,1.0,0.84,0.7121,0.26,0.2985,196.0,317.0,513.0
15019,368663.15,3.0,1.0,9.0,23.0,1.0,6.0,0.0,1.0,0.62,0.6212,0.5,0.194,34.0,137.0,171.0
11656,367603.641475077,2.0,1.0,3.0,20.0,1.0,6.0,0.0,1.0,0.6,0.5758,0.78,0.2537,100.0,209.0,309.0
6821,361463.2299277397,4.0,0.0,9.0,18.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.49,0.4478,102.0,226.0,328.0
14864,368519.15,3.0,1.0,9.0,12.0,0.0,0.0,0.0,1.0,0.66,0.6212,0.44,0.1642,188.0,468.0,656.0
3575,359423.1,2.0,0.0,3.0,20.0,0.0,4.0,1.0,1.0,0.7,0.6364,0.24,0.194,51.0,286.0,337.0
7043,359852.3008039513,4.0,0.0,9.0,1.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.67,0.2537,3.0,9.0,12.0
10487,368567.05,1.0000000000000036,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.46,0.4545,0.82,0.1343,25.0,88.0,113.0
4353,359495.1167,3.0,0.0,6.0,6.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.74,0.0896,3.0,91.0,94.0
11793,368403.8088301399,2.0,1.0,3.0,13.0,0.0,5.0,1.0,1.0,0.6,0.6061,0.26,0.3881,100.0,263.0,363.0
2649,359864.810720262,4.0,0.0,4.0,6.0,0.0,1.0,1.0,2.0,0.5,0.4848,1.0,0.0,7.0,59.0,66.0
2587,359399.0,2.0,0.0,4.0,16.0,1.0,5.0,1.0,3.0,0.3400000000000001,0.3333,0.87,0.1343,4.0,58.0,62.0
16213,367161.2569025422,4.0,1.0,11.0,6.0,0.0,2.0,1.0,3.0,0.32,0.2879,0.81,0.4627,9.146620250046581,48.0,50.0
4890,359762.2763501788,3.0,0.0,6.0,1.6107122927371744,0.0,3.0,1.0,1.0,0.86,0.7424,0.45816645069154305,0.2537,37.0,103.0,140.0
6577,359519.1667,4.0,0.0,9.0,14.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.43,0.0896,56.0,139.0,195.0
3161,359759.0833,2.0,0.0,5.0,14.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.51,0.0,76.0,117.0,193.0
12605,368471.1,3.4218648497342485,1.0,6.0,9.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.61,0.21802943791740562,45.0,312.0,357.0
9431,362688.6575161458,4.0,1.0,2.0,20.0,0.0,4.0,1.0,1.0,0.36,0.3182,0.46,0.5224,9.0,204.0,213.0
3183,359703.58182057354,1.0000000000000036,0.0,5.0,12.0,0.0,2.0,1.0,3.0,0.56,0.5303,0.83,0.4179,38.0,115.0,153.0
6467,359423.1667,4.0,0.0,9.0,1.7763568394002505e-15,1.0,0.0,0.0,3.0,0.36,0.3333,0.93,0.2985,4.0,43.0,47.0
3481,359746.0955882507,2.0,0.0,3.0,22.0,1.0,0.0,0.0,1.0,0.66,0.5909,0.89,0.1343,78.0,93.0,171.0
2378,359687.0667,4.0,0.0,4.0,9.741589760078936,0.0,3.0,1.0,1.0,0.4,0.4091,0.5298031886321202,0.1343,5.0,57.0,62.0
4804,359951.1167,3.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.78,0.7576,0.66,0.10450000000000001,33.0,63.0,96.0
14378,368783.1333,3.0,1.0,8.0,6.0,0.0,1.0,1.0,1.0,0.62,0.5606,0.88,0.0,4.0,141.0,145.0
5693,359757.2874429305,80.5164047,0.0,4.224691048686642,15.0,0.0,2.0,1.0,1.0,0.74,0.6515,0.35,0.2239,34.0,162.0,196.0
17170,368687.2,1.0000000000000036,1.0,12.0,4.0,1.0,0.0,0.0,1.0,0.2,0.2121,0.47,0.1343,1.0,3.0,4.0
9189,368449.2285538194,1.0000000000000036,1.0,3.368182495755637,18.0,0.0,1.0,1.0,2.0,0.24,0.24239999999999998,0.93,0.1343,5.63017575414462,275.0,282.0
16288,368328.10628553963,4.0,1.0,11.0,9.0,0.0,5.0,1.0,1.0,0.3400000000000001,0.3485,0.53,0.10450000000000001,21.0,330.0,351.0
8086,359567.2,4.0,0.0,9.0,13.0,0.0,4.0,1.0,1.0,0.3,0.2727,0.49,0.35819999999999996,9.0,115.0,124.0
15059,368711.15,4.0,1.0,9.0,15.0,0.0,2.247574025967497,1.0,1.0,0.6,0.6212,0.31,0.0,84.0,216.0,300.0
4588,359707.49518008943,3.0,0.0,6.0,1.0,0.0,5.0,1.0,1.0,0.62,0.5909,0.73,0.194,7.0,13.0,20.0
12332,368207.1,2.0,1.0,3.0,1.7763568394002505e-15,0.0,0.0,0.0,1.0,0.54,0.5152,0.6,0.1642,27.0,142.0,169.0
10020,368565.41302694415,4.0,1.0,2.0,11.88748915659376,0.0,1.0,1.0,1.0,0.4,0.4091,0.37,0.2985,13.0,164.0,177.0
9977,368735.0333,4.0,1.0,2.0,17.0,1.0,2.484969138690726,0.0,1.0,0.3,0.34316652448697105,0.33,0.35819999999999996,16.0,143.0,159.0
14981,368639.15,3.0,1.0,9.0,9.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.68,0.1343,35.0,348.0,383.0
16587,368807.1833,4.0,1.0,11.0,20.0,0.0,3.0,1.0,1.0,0.32,0.3333,0.36,0.1343,5.0,258.0,263.0
17346,368855.2,1.0000000000000036,1.0,12.0,14.0,1.0,0.0,0.0,1.0,0.3,0.2727,0.36,0.4627,39.0,121.0,160.0
5400,359820.6524208471,3.0,0.0,6.0,21.0,0.0,3.0,1.0,1.0,0.72,0.6818,0.62,0.2239,38.0,192.0,230.0
14202,368591.1333,3.0,1.0,8.0,22.0,0.0,0.0,0.0,2.0,0.62,0.5142590171095394,0.78,0.15180530506561762,6.0,50.0,56.0
10461,368519.05,4.0,1.0,3.0,23.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.94,0.0,22.0,104.0,126.0
10338,368399.05,4.0,1.0,3.0,20.0,1.0,0.0,0.0,1.0,0.44,0.4394,0.47,0.2239,42.0,129.0,171.0
9305,366826.71199330105,1.0000000000000036,1.0,2.219399884213608,14.0,0.0,6.0,0.0,1.0,0.38,0.4360413311209771,0.5,0.3881,123.0,239.0,362.0
12602,368471.1,2.0,1.0,6.0,6.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.6,0.2836,12.0,169.0,181.0
13358,368495.1167,3.2142107198477596,1.0,7.0,18.0,1.0,0.0,0.0,3.0,0.72,0.697,0.79,0.35819999999999996,84.0,228.0,312.0
4956,359617.84197196073,3.0,0.0,6.0,9.0,1.0,6.0,0.0,1.0,0.82,0.7576,0.46,0.2985,49.0,125.0,174.0
1614,359663.05,69.0,0.0,3.0,17.0,0.20838162095262547,6.0,0.0,1.0,0.46,0.4545,0.44,0.3284,99.0,114.0,213.0
5830,359495.15,3.0,0.0,6.0,8.0,1.0,1.0,0.0,2.0,0.66,0.6061,0.78,0.194,45.0,56.0,101.0
8394,359879.2,1.0000000000000036,0.0,12.0,9.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.87,0.2239,14.0,220.0,234.0
10091,368159.05,4.0,1.0,3.0,12.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.37,0.2239,16.0,204.0,220.0
15876,368807.1667,4.0,1.0,10.0,16.0,1.0,0.0,0.0,3.0,0.48,0.4697,0.67,0.4627,42.0,251.0,293.0
15836,367015.53362199734,4.0,1.0,10.0,1.7763568394002505e-15,1.0,3.980209134836221,0.0,1.0,0.5,0.4848,0.88,0.1343,10.0,132.0,142.0
