index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
813,520,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.060023272140542476,44.39354147243207,532.0,Wynkoop Brewing Company,York,WY
188,1018,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.07,70.0,34.0,Wynkoop Brewing Company,York,WY
620,570,"the Kimmie, the Yink and the Holy Gose",Munich Helles Lager,12.0,0.05,61.26361720784705,141.0,Wynkoop Brewing Company,York,WY
2094,1710,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.06,33.5043721300426,49.0,Wynkoop Brewing Company,York,WY
152,2502,"the Kimmie, the Yink and the Holy Gose",American Porter,16.0,0.06,12.0,72.0,Wynkoop Brewing Company,York,WY
159,342,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.051,34.54966940819681,413.0,Wynkoop Brewing Company,York,WY
1886,1192,"the Kimmie, the Yink and the Holy Gose",American Stout,12.0,0.058,30.442743574267872,264.0,Wynkoop Brewing Company,York,WY
273,1441,"the Kimmie, the Yink and the Holy Gose",American Brown Ale,12.0,0.052,47.51624316456892,407.0,Wynkoop Brewing Company,York,WY
615,1141,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.075,70.0,141.0,Wynkoop Brewing Company,York,WY
490,51,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.068,43.24588890018862,556.0,Wynkoop Brewing Company,York,WY
1969,2486,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.047,35.0,78.0,Wynkoop Brewing Company,York,WY
1369,2278,"the Kimmie, the Yink and the Holy Gose",American Pale Lager,12.0,0.06,33.17682168739256,134.0,Wynkoop Brewing Company,York,WY
995,2141,"the Kimmie, the Yink and the Holy Gose",Czech Pilsener,16.0,0.05,35.0,124.0,Wynkoop Brewing Company,York,WY
1865,1608,"the Kimmie, the Yink and the Holy Gose",American Strong Ale,12.0,0.07,70.0,46.0,Wynkoop Brewing Company,York,WY
372,2107,"the Kimmie, the Yink and the Holy Gose",American Porter,12.0,0.06,52.0,219.0,Wynkoop Brewing Company,York,WY
1837,1766,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),16.0,0.06,53.0,183.0,Wynkoop Brewing Company,York,WY
594,2354,"the Kimmie, the Yink and the Holy Gose",Altbier,16.0,0.052,38.98734418327122,121.0,Wynkoop Brewing Company,York,WY
1963,853,"the Kimmie, the Yink and the Holy Gose",American Double / Imperial IPA,12.0,0.099,100.0,118.0,Wynkoop Brewing Company,York,WY
2398,1514,"the Kimmie, the Yink and the Holy Gose",K?lsch,12.0,0.045,25.0,199.0,Wynkoop Brewing Company,York,WY
688,184,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.06,18.17053064906883,227.0,Wynkoop Brewing Company,York,WY
1510,2331,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.067,70.0,150.0,Wynkoop Brewing Company,York,WY
137,1172,"the Kimmie, the Yink and the Holy Gose",Gose,16.0,0.052,10.0,461.0,Wynkoop Brewing Company,York,WY
629,359,"the Kimmie, the Yink and the Holy Gose",Light Lager,12.0,0.04,29.712240093609605,145.0,Wynkoop Brewing Company,York,WY
335,513,"the Kimmie, the Yink and the Holy Gose",Munich Helles Lager,12.0,0.045,27.0,525.0,Wynkoop Brewing Company,York,WY
2004,1450,"the Kimmie, the Yink and the Holy Gose",Winter Warmer,12.0,0.062,20.54304288647286,131.0,Wynkoop Brewing Company,York,WY
2281,2563,"the Kimmie, the Yink and the Holy Gose",American Wild Ale,19.2,0.068,24.0,51.0,Wynkoop Brewing Company,York,WY
1852,426,"the Kimmie, the Yink and the Holy Gose",American IPA,16.0,0.072,65.0,83.0,Wynkoop Brewing Company,York,WY
2131,827,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.064,52.11936980065705,480.0,Wynkoop Brewing Company,York,WY
711,1944,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.07,44.307207853241245,263.0,Wynkoop Brewing Company,York,WY
2002,2121,"the Kimmie, the Yink and the Holy Gose",American Adjunct Lager,12.0,0.05,9.0,131.0,Wynkoop Brewing Company,York,WY
1191,195,"the Kimmie, the Yink and the Holy Gose",K?lsch,12.0,0.048,28.0,545.0,Wynkoop Brewing Company,York,WY
1317,1986,"the Kimmie, the Yink and the Holy Gose",Cider,16.0,0.07,29.508440256655728,254.0,Wynkoop Brewing Company,York,WY
2214,2445,"the Kimmie, the Yink and the Holy Gose",Doppelbock,16.0,0.082,58.05394867934594,97.0,Wynkoop Brewing Company,York,WY
466,383,"the Kimmie, the Yink and the Holy Gose",American Black Ale,16.0,0.073,85.0,530.0,Wynkoop Brewing Company,York,WY
1980,1634,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.06,46.98090387165181,175.0,Wynkoop Brewing Company,York,WY
2383,2148,Lift Off IPA,American IPA,12.0,0.07,60.0,211.0,Wynkoop Brewing Company,York,WY
2273,2506,"the Kimmie, the Yink and the Holy Gose",Gose,12.0,0.04,10.0,71.0,Wynkoop Brewing Company,York,WY
1265,1484,"the Kimmie, the Yink and the Holy Gose",American Pale Wheat Ale,12.0,0.05,18.0,356.0,Wynkoop Brewing Company,York,WY
1832,918,"the Kimmie, the Yink and the Holy Gose",American IPA,16.0,0.07,105.0,494.0,Wynkoop Brewing Company,York,WY
1323,2178,"the Kimmie, the Yink and the Holy Gose",American Porter,12.0,0.052,27.0,203.0,Wynkoop Brewing Company,York,WY
1971,2271,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),16.0,0.058,33.14304374171699,175.0,Wynkoop Brewing Company,York,WY
1692,938,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.06,55.0,475.0,Wynkoop Brewing Company,York,WY
2070,54,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),16.0,0.06,50.0,25.0,Wynkoop Brewing Company,York,WY
1985,1587,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.056,43.11227721672955,372.0,Wynkoop Brewing Company,York,WY
817,2567,"the Kimmie, the Yink and the Holy Gose",American Porter,12.0,0.04,49.903723424616615,50.00000000000003,Wynkoop Brewing Company,York,WY
275,1411,"the Kimmie, the Yink and the Holy Gose",American Blonde Ale,12.0,0.054,34.830208532027065,407.0,Wynkoop Brewing Company,York,WY
2022,1410,"the Kimmie, the Yink and the Holy Gose",K?lsch,12.0,0.051,25.0,412.0,Wynkoop Brewing Company,York,PA
866,1208,"the Kimmie, the Yink and the Holy Gose",Munich Helles Lager,12.0,0.055,18.0,253.0,Wynkoop Brewing Company,York,WY
102,2291,"the Kimmie, the Yink and the Holy Gose",Gose,12.0,0.042,20.651069246764916,171.0,Wynkoop Brewing Company,York,WY
1406,419,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.05,37.07982517530441,540.0,Wynkoop Brewing Company,York,WY
108,1327,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.07,80.0,171.0,Wynkoop Brewing Company,York,WY
2399,1513,"the Kimmie, the Yink and the Holy Gose",American Double / Imperial IPA,12.0,0.08,30.0,199.0,Wynkoop Brewing Company,York,WY
2121,101,"the Kimmie, the Yink and the Holy Gose",American IPA,16.0,0.063,60.0,44.99999999999997,Wynkoop Brewing Company,York,WY
2101,622,"the Kimmie, the Yink and the Holy Gose",American Blonde Ale,24.0,0.05,19.0,449.0,Wynkoop Brewing Company,York,WY
1248,1816,"the Kimmie, the Yink and the Holy Gose",K?lsch,12.0,0.047,11.0,91.0,Wynkoop Brewing Company,York,WY
1564,992,"the Kimmie, the Yink and the Holy Gose",American IPA,16.0,0.085,29.00187747924616,166.0,Wynkoop Brewing Company,York,WY
1873,630,"the Kimmie, the Yink and the Holy Gose",American Pale Wheat Ale,16.0,0.052,11.0,46.0,Wynkoop Brewing Company,York,WY
2331,2450,"the Kimmie, the Yink and the Holy Gose",American IPA,16.0,0.052,67.0,94.0,Wynkoop Brewing Company,York,WY
713,1210,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.05,40.0,454.0,Wynkoop Brewing Company,York,WY
73,2683,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),16.0,0.042,42.0,1.0,Wynkoop Brewing Company,York,WY
1645,2312,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.061,60.0,157.0,Wynkoop Brewing Company,York,WY
2317,1603,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.073,85.0,322.0,Wynkoop Brewing Company,York,WY
482,2464,"the Kimmie, the Yink and the Holy Gose",American Pale Wheat Ale,16.0,0.065,49.87548166495418,24.0,Wynkoop Brewing Company,York,WY
1515,2071,"the Kimmie, the Yink and the Holy Gose",English Bitter,12.0,0.049,27.0,184.0,Wynkoop Brewing Company,York,WY
1293,959,"the Kimmie, the Yink and the Holy Gose",Light Lager,12.0,0.045,53.519611923823035,299.0,Wynkoop Brewing Company,York,WY
1855,212,"the Kimmie, the Yink and the Holy Gose",American Brown Ale,12.0,0.04,46.66887623109501,551.0,Wynkoop Brewing Company,York,WY
1308,547,"the Kimmie, the Yink and the Holy Gose",Witbier,12.0,0.05,12.0,375.0,Wynkoop Brewing Company,York,WY
406,2418,"the Kimmie, the Yink and the Holy Gose",Dubbel,16.0,0.065,88.1476516638919,10.0,Wynkoop Brewing Company,York,WY
758,2003,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.062,25.978964002128336,81.0,Wynkoop Brewing Company,York,WY
1242,1475,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.05,33.07492291665059,400.0,Wynkoop Brewing Company,York,WY
1477,484,"the Kimmie, the Yink and the Holy Gose",American Blonde Ale,12.0,0.05,33.100775979437664,174.0,Wynkoop Brewing Company,York,WY
1188,1741,"the Kimmie, the Yink and the Holy Gose",Hefeweizen,16.0,0.054,15.000000000000004,332.0,Wynkoop Brewing Company,York,WY
1615,1048,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.06,65.0,307.0,Wynkoop Brewing Company,York,WY
744,1590,"the Kimmie, the Yink and the Holy Gose",Pumpkin Ale,16.0,0.05,38.068951960367414,369.0,Wynkoop Brewing Company,York,WY
807,2462,"the Kimmie, the Yink and the Holy Gose",German Pilsener,12.0,0.053,41.249083990073544,48.0,Wynkoop Brewing Company,York,WY
2224,2235,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.041,41.0,190.0,Wynkoop Brewing Company,York,WY
2216,2203,"the Kimmie, the Yink and the Holy Gose",American Pilsner,12.0,0.045,45.0,97.0,Wynkoop Brewing Company,York,WY
2043,1999,"the Kimmie, the Yink and the Holy Gose",American IPA,16.0,0.064,75.0,25.0,Wynkoop Brewing Company,York,WY
149,979,"the Kimmie, the Yink and the Holy Gose",American Porter,12.0,0.062,35.0,374.0,Wynkoop Brewing Company,York,WY
1122,2670,"the Kimmie, the Yink and the Holy Gose",American India Pale Lager,12.0,0.07,65.0,2.0,Wynkoop Brewing Company,York,WY
1310,313,"the Kimmie, the Yink and the Holy Gose",American Pale Wheat Ale,12.0,0.055,15.000000000000004,375.0,Wynkoop Brewing Company,York,WY
693,1735,"the Kimmie, the Yink and the Holy Gose",American Blonde Ale,12.0,0.05,30.202486652065833,333.0,Wynkoop Brewing Company,York,WY
819,1899,"the Kimmie, the Yink and the Holy Gose",Saison / Farmhouse Ale,12.0,0.078,37.48470894507988,279.0,Wynkoop Brewing Company,York,WY
1603,1065,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.065,65.0,389.0,Wynkoop Brewing Company,York,WY
1314,1237,"the Kimmie, the Yink and the Holy Gose",American Porter,12.0,0.037000000000000005,34.0,448.0,Wynkoop Brewing Company,York,WY
1563,993,"the Kimmie, the Yink and the Holy Gose",American IPA,19.2,0.085,56.798139044628826,166.0,Wynkoop Brewing Company,York,WY
702,1161,"the Kimmie, the Yink and the Holy Gose",German Pilsener,12.0,0.046,35.8877632389239,127.0,Wynkoop Brewing Company,York,WY
2132,589,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.055,44.841583347081944,480.0,Wynkoop Brewing Company,York,WY
922,477,"the Kimmie, the Yink and the Holy Gose",American Pale Wheat Ale,12.0,0.05,30.001700467221067,536.0,Wynkoop Brewing Company,York,WY
906,2587,"the Kimmie, the Yink and the Holy Gose",American Porter,16.0,0.07,11.0,39.0,Wynkoop Brewing Company,York,WY
1935,1150,"the Kimmie, the Yink and the Holy Gose",American Pale Wheat Ale,12.0,0.046,12.0,309.0,Wynkoop Brewing Company,York,WY
1591,745,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.065,65.0,503.0,Wynkoop Brewing Company,York,WY
1638,1055,"the Kimmie, the Yink and the Holy Gose",American Pale Wheat Ale,12.0,0.05,52.04221642926142,470.0,Wynkoop Brewing Company,York,WY
1338,2666,"the Kimmie, the Yink and the Holy Gose",Wheat Ale,16.0,0.06,24.0,3.0000000000000284,Wynkoop Brewing Company,York,WY
168,1620,"the Kimmie, the Yink and the Holy Gose",Pumpkin Ale,12.0,0.062,16.999999999999996,360.0,Wynkoop Brewing Company,York,WY
731,450,"the Kimmie, the Yink and the Holy Gose",Extra Special / Strong Bitter (ESB),16.0,0.057159772634147676,44.57673908691683,531.0,Wynkoop Brewing Company,York,WY
1756,1100,"the Kimmie, the Yink and the Holy Gose",American Amber / Red Lager,12.0,0.055,73.6676023738487,43.0,Wynkoop Brewing Company,York,WY
27,801,"the Kimmie, the Yink and the Holy Gose",Fruit / Vegetable Beer,12.0,0.05,16.999999999999996,368.0,Wynkoop Brewing Company,York,WY
1224,2584,"the Kimmie, the Yink and the Holy Gose",Gose,16.0,0.05,8.0,41.0,Wynkoop Brewing Company,York,WY
1390,1495,"the Kimmie, the Yink and the Holy Gose",Saison / Farmhouse Ale,16.0,0.06,30.0,209.0,Wynkoop Brewing Company,York,WY
998,2138,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),16.0,0.05,35.0,124.0,Wynkoop Brewing Company,York,WY
1041,990,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.072,45.0,479.0,Wynkoop Brewing Company,York,WY
1478,2043,"the Kimmie, the Yink and the Holy Gose",Dunkelweizen,12.0,0.056,20.000000000000004,241.0,Wynkoop Brewing Company,York,WY
2198,1755,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.07,60.0,152.0,Wynkoop Brewing Company,York,WY
1726,416,"the Kimmie, the Yink and the Holy Gose",American Porter,12.0,0.068,28.0,44.0,Wynkoop Brewing Company,York,WY
42,2517,"the Kimmie, the Yink and the Holy Gose",American Amber / Red Ale,12.0,0.059,32.97533272379397,67.0,Wynkoop Brewing Company,York,WY
1133,2595,"the Kimmie, the Yink and the Holy Gose",American Strong Ale,12.0,0.05274404385700624,46.42620678871073,32.0,Wynkoop Brewing Company,York,WY
1554,1859,"the Kimmie, the Yink and the Holy Gose",Scotch Ale / Wee Heavy,16.0,0.08,35.174516815124676,166.0,Wynkoop Brewing Company,York,WY
1763,899,"the Kimmie, the Yink and the Holy Gose",American Amber / Red Ale,16.0,0.059,37.91883057470463,229.0,Wynkoop Brewing Company,York,WY
1737,2307,"the Kimmie, the Yink and the Holy Gose",Cream Ale,16.0,0.038,37.095293714244356,162.0,Wynkoop Brewing Company,York,WY
610,1693,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.07,60.0,141.0,Wynkoop Brewing Company,York,WY
1835,1768,"the Kimmie, the Yink and the Holy Gose",English Brown Ale,16.0,0.053,20.000000000000004,183.0,Wynkoop Brewing Company,York,WY
2008,772,"the Kimmie, the Yink and the Holy Gose",American Pale Wheat Ale,12.0,0.05,7.0,131.0,Wynkoop Brewing Company,York,WY
1232,1122,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),16.0,0.052,52.48761771691604,456.0,Wynkoop Brewing Company,York,WY
2337,1069,"the Kimmie, the Yink and the Holy Gose",American Amber / Red Ale,12.0,0.055,32.92204034561887,100.0,Wynkoop Brewing Company,York,WY
494,2656,"the Kimmie, the Yink and the Holy Gose",American Brown Ale,12.0,0.062,39.17821307482251,5.0,Wynkoop Brewing Company,York,WY
237,1156,"the Kimmie, the Yink and the Holy Gose",American Porter,12.0,0.064,33.442084812743296,463.0,Wynkoop Brewing Company,York,WY
552,1439,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.042,35.0,222.0,Wynkoop Brewing Company,York,WY
521,870,"the Kimmie, the Yink and the Holy Gose",Witbier,12.0,0.05226158734489196,37.390202719683664,497.0,Wynkoop Brewing Company,York,WY
1513,999,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.07,70.0,150.0,Wynkoop Brewing Company,York,WY
721,2051,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.04,45.0,237.0,Wynkoop Brewing Company,York,WY
1746,2049,"the Kimmie, the Yink and the Holy Gose",Pumpkin Ale,12.0,0.08,48.18520365580798,43.0,Wynkoop Brewing Company,York,WY
2129,2601,"the Kimmie, the Yink and the Holy Gose",Dubbel,12.0,0.08,22.0,28.0,Wynkoop Brewing Company,York,WY
59,866,"the Kimmie, the Yink and the Holy Gose",English Pale Ale,16.0,0.054,30.0,481.0,Wynkoop Brewing Company,York,WY
632,1393,"the Kimmie, the Yink and the Holy Gose",American Black Ale,12.0,0.06,75.0,418.0,Wynkoop Brewing Company,York,WY
2182,2615,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),16.0,0.054,37.0,21.0,Wynkoop Brewing Company,York,WY
593,2379,"the Kimmie, the Yink and the Holy Gose",Fruit / Vegetable Beer,16.0,0.06,10.0,121.0,Wynkoop Brewing Company,York,WY
2097,1164,"the Kimmie, the Yink and the Holy Gose",Saison / Farmhouse Ale,12.0,0.05,60.27489375600523,449.0,Wynkoop Brewing Company,York,WY
940,615,"the Kimmie, the Yink and the Holy Gose",American Dark Wheat Ale,16.0,0.06,25.0,165.0,Wynkoop Brewing Company,York,WY
2240,1121,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.05,36.0,74.0,Wynkoop Brewing Company,York,WY
905,548,"the Kimmie, the Yink and the Holy Gose",Hefeweizen,16.0,0.05,15.000000000000004,240.0,Wynkoop Brewing Company,York,WY
2258,1089,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.073,82.0,159.0,Wynkoop Brewing Company,York,WY
2312,2411,"the Kimmie, the Yink and the Holy Gose",American Stout,12.0,0.052,15.72230069669148,113.0,Wynkoop Brewing Company,York,WY
1407,408,"the Kimmie, the Yink and the Holy Gose",Hefeweizen,12.0,0.05,37.54438472202685,540.0,Wynkoop Brewing Company,York,WY
1296,956,"the Kimmie, the Yink and the Holy Gose",Fruit / Vegetable Beer,12.0,0.05,46.03711211743559,299.0,Wynkoop Brewing Company,York,WY
1698,2512,"the Kimmie, the Yink and the Holy Gose",Rye Beer,16.0,0.06,18.0,68.0,Wynkoop Brewing Company,York,WY
1750,1878,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.048,64.23852486086012,43.0,Wynkoop Brewing Company,York,WY
707,1213,"the Kimmie, the Yink and the Holy Gose",Irish Dry Stout,12.0,0.059,55.0,453.0,Wynkoop Brewing Company,York,MN
1023,1379,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.059,42.0,234.0,Wynkoop Brewing Company,York,WY
746,1110,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),16.0,0.06,38.16124014045408,369.0,Wynkoop Brewing Company,York,WY
1673,1461,"the Kimmie, the Yink and the Holy Gose",Czech Pilsener,12.0,0.058,21.0,135.0,Wynkoop Brewing Company,York,WY
1300,150,"the Kimmie, the Yink and the Holy Gose",English Pale Ale,12.0,0.055,52.258565887062495,299.0,Wynkoop Brewing Company,York,WY
514,789,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.056,55.0,155.0,Wynkoop Brewing Company,York,WY
82,2674,"the Kimmie, the Yink and the Holy Gose",English Brown Ale,16.0,0.05,20.000000000000004,1.0,Wynkoop Brewing Company,York,WY
2400,1512,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.069,69.0,199.0,Wynkoop Brewing Company,York,WY
915,2198,"the Kimmie, the Yink and the Holy Gose",American IPA,12.0,0.059,55.0,196.0,Wynkoop Brewing Company,York,WY
2217,1510,"the Kimmie, the Yink and the Holy Gose",Doppelbock,16.0,0.08,25.0,97.0,Wynkoop Brewing Company,York,WY
1661,1759,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.057,31.0,324.0,Wynkoop Brewing Company,York,WY
151,2503,"the Kimmie, the Yink and the Holy Gose",American Double / Imperial IPA,16.0,0.075,115.0,72.0,Wynkoop Brewing Company,York,WY
775,2089,"the Kimmie, the Yink and the Holy Gose",American Pale Ale (APA),12.0,0.06,55.0,224.0,Wynkoop Brewing Company,York,WY
330,1568,"the Kimmie, the Yink and the Holy Gose",Cream Ale,12.0,0.055,60.5747591845025,378.0,Wynkoop Brewing Company,York,WY
