index,i_w_blo_weg,o_w_blo_power,o_w_blo_voltage,i_w_bhl_weg,o_w_bhl_power,o_w_bhl_voltage,i_w_bhr_weg,o_w_bhr_power,o_w_bhr_voltage,i_w_bru_weg,o_w_bru_power,o_w_bru_voltage,i_w_hr_weg,o_w_hr_power,o_w_hr_voltage,i_w_hl_weg,o_w_hl_power,o_w_hl_voltage,labels
17327,-105.00000000000001,0.0,0.0,0.0,282.0,2.9999999999999982,167.0,15390.0,54.0,525.0,20216.0,57.0,0.0,13132.0,29.0,5.684341886080802e-14,7408.0,24.0,0.0
11944,249.0,23045.0,55.00000018119053,877.0,285.0,2.9999999999999982,477.0,0.0,0.0,573.0,19.0,0.0,-833.0,7714.0,26.0,-833.0,19722.0,29.000000000000004,0.0
22203,-102.00000000000001,0.0,1.0,0.0,16.99999999999909,1.0,0.0,0.0,0.0,331.0,17340.0,51.0,0.0,9300.0,26.0,5.684341886080802e-14,7720.0,24.0,0.0
7480,-107.00000000000001,0.0,0.0,0.0,102.0,1.0,332.0,21224.0,56.0,573.0,100.00000000000091,0.0,0.0,23840.0,31.0,5.684341886080802e-14,7408.0,26.0,0.0
8546,75.0,22568.0,55.0,-147.0,21120.0,55.0,477.0,0.0,0.0,578.0,0.0,0.0,-833.0,10106.0,26.0,-833.0,14644.0,27.0,1.0
13370,12.0,0.0,0.0,-547.0,0.0,0.0,-725.0,15228.0,52.0,-65.00000000000006,18867.0,57.0,0.0,21346.0,29.0,5.684341886080802e-14,5440.0,24.0,1.0
10792,-105.00000000000001,20.0,1.0,133.0,20832.0,56.0,396.00000000000006,15096.0,52.0,573.0,0.0,0.0,-833.0,10626.0,27.0,-833.0,18533.0,29.000000000000004,0.0
8826,9.000000000000004,0.0,0.0,-546.0,45.0,1.0,-530.0,21120.0,55.0,574.0,68.0,1.0000000000000018,0.0,22883.0,29.0,5.684341886080802e-14,6736.0,24.0,1.0
1936,118.0,23632.0,56.0,824.0,21060.0,55.0,476.0,0.0,0.0,574.0,0.0,0.0,-833.0,4287.999999999999,26.0,-833.0,24826.0,29.000000000000004,0.0
17748,8.0,0.0,0.0,-546.0,0.0,0.0,-427.0,20088.0,52.0,573.0,0.0,0.0,0.0,26814.0,31.0,5.684341886080802e-14,6736.0,24.0,0.0
3448,-104.00000000000001,0.0,0.0,0.0,0.0,0.0,-1264.0,0.0,0.0,-25.999999999999943,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,7.105427357601002e-15,1.0
10236,549.0,22055.0,56.0,878.0,0.0,1.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,5080.0,24.0,-833.0,8832.0,26.0,0.0
8971,416.0,22000.0,55.0,877.0,0.0,0.0,477.0,0.0,0.0,573.0,38.0,1.0000000000000018,-833.0,7428.0,26.0,-833.0,11674.0,27.0,1.0
3022,-107.00000000000001,0.0,0.0,49.0,24681.0,57.0,312.0,21261.0,56.0,573.0,0.0,0.0,-833.0,13888.0,26.0,-833.0,15454.0,27.0,0.0
9369,318.0,24472.0,57.0,879.0,57.00000000000091,1.0,478.0,0.0,0.0,573.0,14.0,1.0000000000000018,-833.0,8442.0,26.0,-833.0,11016.0,27.0,1.0
10220,470.0,20919.0,56.0,878.0,33.0,1.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,7376.0,26.0,-833.0,7168.0,26.0,0.0
14833,-106.00000000000001,0.0,1.0,104.0,18096.0,52.0,368.0,17420.0,52.0,572.0,0.0,0.0,-833.0,11042.0,26.0,-833.0,19026.0,27.0,0.0
6212,9.000000000000004,0.0,0.0,-547.0,0.0,0.0,-874.0,19.0,1.0,-410.0000000000001,25694.0,58.0,0.0,6180.0,26.0,5.684341886080802e-14,4528.0,24.0,0.0
4596,-108.00000000000001,15.0,1.0,559.0,21340.0,55.0,478.0,0.0,0.0,573.0,0.0,0.0,-833.0,4672.0,24.0,-833.0,30937.0,32.0,0.0
23532,563.0,23799.999345066113,56.0,879.0,0.0,0.0,479.0,0.0,0.0,573.0,0.0,0.0,-833.0,10378.0,27.0,-833.0,8962.0,26.0,0.0
11439,-106.00000000000001,0.0,0.0,346.0,23650.0,55.0,478.0,1.685946790530579e-05,0.0,573.0,39.0,1.0000000000000018,-833.0,8052.0,26.0,-833.0,26659.0,29.000000000000004,0.0
14207,-106.00000000000001,0.0,0.0,0.0,53.99999999999909,1.0,-1267.0,0.0,0.0,132.0,22736.0,57.0,0.0,9300.0,27.0,5.684341886080802e-14,7720.0,24.0,1.0
9124,-106.00000000000001,0.0,0.6570296130914866,0.0,0.0,1.0,391.0,0.0,0.0,573.0,0.0,0.0,-713.0,24480.0,277.00000000000006,-716.0,14008.0,276.00000000000006,0.0
4994,8.0,0.0,0.0,-546.0,0.0,0.0,-873.0,0.0,0.0,-613.0,21831.0,58.0,0.0,2392.0,24.0,5.684341886080802e-14,3434.0,23.000000000000004,0.0
2292,-108.00000000000001,0.0,0.0,0.0,35.0,1.0,-1261.0,0.0,0.0,75.0,21175.0,56.0,0.0,6310.0,24.0,5.684341886080802e-14,10756.0,26.0,0.0
1217,119.0,21560.0,55.0,825.0,20680.0,56.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,6908.0,24.0,-833.0,25116.0,31.0,0.0
12586,8.0,0.0,0.0,-547.0,0.0,0.0,-685.0,22400.0,56.0,-24.0,21603.0,57.0,0.0,26101.0,29.0,5.684341886080802e-14,5440.0,24.0,1.0
11784,8.0,0.0,0.0,-289.0,24852.0,58.0,477.0,0.0,0.0,573.0,0.0,0.0,0.0,6388.0,26.0,5.684341886080802e-14,13969.0,26.0,1.0
19163,8.0,78.0,2.0,-272.0,22734.0,54.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,8234.0,26.0,-833.0,16426.0,29.000000000000004,0.0
19736,8.0,0.0,0.0,-547.0,0.0,0.0,-874.0,18.0,1.0,-564.0,20240.0,55.0,0.0,5504.0,26.0,5.684341886080802e-14,3434.0,23.000000000000004,0.0
19521,-106.00000007520048,18.0,0.0,0.0,0.0,0.0,127.0,17766.0,55.0,486.0,17034.0,51.0,0.0,12835.0,29.0,5.684341886080802e-14,11094.0,24.0,0.0
843,251.0,95.0,1.0,878.0,72.0,1.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,3855.999999999999,24.0,-833.0,19925.0,27.0,1.0
2978,-107.00000000000001,0.0,0.0,0.0,0.0,0.0,56.0,20776.0,56.0,414.0,19305.0,55.0,0.0,8442.0,26.0,5.684341886080802e-14,10028.0,26.0,0.0
7409,8.0,0.0,0.0,-547.0,62.0,1.0,-577.0,20789.999999999996,55.0,573.0,0.0,0.0,0.0,26659.0,31.0,5.684341886080802e-14,6328.0,26.0,0.0
16004,8.0,0.0,0.0,0.0,152.0,2.0,477.0,0.0,0.0,573.0,38.0,1.0000000000000018,0.0,7714.0,26.0,5.684341886080802e-14,17092.0,26.0,1.0
2092,-107.00000000000001,0.0,0.0,0.0,0.0,0.0,1.0,15841.0,34.0,573.0,0.0,0.0,-832.0,3072.0,31.0,-832.0,26814.0,29.000000000000004,0.0
6368,189.0,22344.0,56.0,-30.0,22008.0,56.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,8052.0,26.0,-833.0,12997.0,27.0,0.0
3064,291.0,24111.0,56.0,877.0,45.0,1.0,476.0,0.0,0.0,573.0,0.0,0.0,-833.0,7636.0,27.0,-833.0,14320.0,27.0,0.0
17517,7.0,0.0,0.0,-546.0,94.00000000000091,1.0,-661.0,17050.0,55.0,-4.0,13974.0,36.0,0.0,26101.0,31.0,5.684341886080802e-14,9092.0,24.0,0.0
9192,401.0,19032.0,54.0,877.0,0.0,0.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,8442.0,26.0,-833.0,8286.0,26.0,0.0
792,-107.00000000000001,0.0,0.0,0.0,0.0,0.0,117.0,22064.0,55.0,574.0,0.0,0.0,-833.0,17128.0,27.0,-833.0,17830.0,29.000000000000004,0.0
23606,8.0,0.0,0.0,-547.0,0.0,0.0,-366.0,13602.0,56.0,573.0,0.0,0.0,0.0,21259.0,29.0,5.684341886080802e-14,6736.0,24.0,1.0
2634,222.0,25251.0,57.0,878.0,226.0,2.9999999999999982,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,4096.000000000001,26.0,-833.0,21636.0,27.0,0.0
3298,7.0,0.0,0.0,-545.0,0.0,0.0,-251.00000000000006,0.0,0.0,573.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,7.105427357601002e-15,0.0
7156,7.0,0.0,0.0,-546.0,0.0,0.0,-433.0,21222.0,54.0,573.0,6.0,0.0,0.0,26721.0,29.0,5.684341886080802e-14,10366.0,26.0,0.0
7927,8.0,0.0,0.0,-547.0,0.0,0.0,-873.0,95.0,1.9999999999999982,-464.0000000000001,23968.0,56.0,0.0,4984.0,24.0,5.684341886080802e-14,5008.0,24.0,0.0
16521,8.0,0.0,0.0,-547.0,91.99999999999909,1.0,-324.70883562191597,20552.0,57.0,579.0,0.0,0.0,0.0,21694.0,29.0,5.684341886080802e-14,7048.0,24.0,1.0
18777,-103.00000000000001,0.0,0.0,0.0,43.0,1.0,-1288.0,0.0,0.0,260.0,18425.0,55.0,0.0,11458.0,26.0,5.684341886080802e-14,7408.0,26.0,0.0
23298,389.0,15014.0,56.0,877.0,0.0,0.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,8780.0,26.0,-833.0,12025.0,26.0,1.0
15,-107.00000000000001,0.0,0.0,0.0,0.0,0.0,-1268.0,0.0,0.0,185.0,22904.0,56.0,0.0,6232.0,26.0,5.684341886080802e-14,7408.0,24.0,0.0
4779,-106.00000000000001,0.0,0.0,0.0,0.0,0.0,169.0,18792.0,54.0,529.0,20736.0,54.0,0.0,15211.0,27.0,5.684341886080802e-14,7096.0,24.0,0.0
2793,-108.00000000000001,0.0,1.0,531.0000046381195,24360.0,58.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,3928.0,26.0,-833.0,30937.0,31.0,0.0
9808,7.0,174.0,2.0,-321.0,297.0,3.0000000051933498,478.0,0.0,0.0,574.0,0.0,0.0,-590.0,31186.0,374.0,-585.0,19074.0,374.0,1.0
14879,421.0,21896.0,56.0,878.0,66.0,2.0,477.0,0.0,0.0,572.0,0.0,0.0,-833.0,8182.0,26.0,-833.0,8156.0,26.0,0.0
19268,-106.00000000000001,0.0,0.0,0.0,38.0,1.0,-1281.0,0.0,0.0,227.99999999999997,22120.0,56.0,0.0,10162.0,27.0,5.684341886080802e-14,11094.0,24.0,0.0
5923,8.0,0.0,0.0,-379.0,24080.0,56.0,-45.00000000000001,20680.0,55.0,574.0,0.0,0.0,0.0,8962.0,26.0,5.684341886080802e-14,12576.0,24.0,0.0
19350,113.0,20460.0,56.0,887.0,19690.0,54.0,477.0,0.0,0.0,574.0,0.0,0.0,-833.0,7168.0,24.0,-833.0,30944.0,32.0,1.0
15945,418.0,20664.0,56.0,878.0,89.99999999999909,1.0,477.0,0.0,0.0,573.0,14.0,1.0000000000000018,-833.0,7636.0,26.0,-833.0,7038.0,27.0,0.0
9756,394.0,22400.0,56.0,878.0,45.0,1.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,4600.0,26.0,-833.0,7194.0,26.0,1.0
2607,-107.00000000000001,0.0,0.0,298.0,23240.0,56.0,476.0,27.0,1.0,573.0,0.0,0.0,-833.0,8962.0,26.0,-833.0,21114.0,29.000000000000004,0.0
21489,-107.00000000000001,0.0,0.0,0.0,47.0,1.0,392.0,0.0,0.0,573.0,22.0,1.0000000000000018,-729.0,16722.0,257.0,-732.0,14464.0,261.0,0.0
16972,9.000000000000004,98.0,1.0,-283.0,19552.0,52.0,477.0,0.0,0.0,574.0,76.0,1.0000000000000018,-833.0,27867.0,20.999999999999996,-833.0,1387.0,23.000000000000004,0.0
17783,8.0,0.0,0.0,-546.0,0.0,0.0,-874.0,57.0,1.0,-545.0,23296.0,56.0,0.0,5244.0,26.0,5.684341886080802e-14,5440.0,23.000000000000004,0.0
23246,-105.00000000000001,0.0,0.0,538.0,20160.0,56.0,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,7714.0,26.0,-833.0,31402.0,31.0,0.0
15341,-105.00000000000001,0.0,0.0,0.0,49.0,1.0,172.0,15444.0,52.0,530.0,19635.0,54.0,0.0,13618.0,27.0,5.684341886080802e-14,10756.0,24.0,0.0
8804,9.000000000000004,0.0,0.0,-385.0,23199.0,56.0,-53.00000000000001,17712.0,54.0,574.0,39.0,1.0000000000000018,0.0,7922.0,26.0,5.684341886080802e-14,12966.0,26.0,1.0
462,8.0,0.0,0.0,-545.0,0.0,0.0,-675.0,19525.0,55.0,-13.0,23660.0,52.0,0.0,22593.0,29.0,5.684341886080802e-14,5440.0,24.0,0.0
14933,7.0,90.0,0.6822907142176238,-321.0,142.0,2.0,477.0,0.0,0.0,572.0,0.0,0.0,-55.0,8810.0,157.0,-52.0,4700.0,154.0,0.0
12623,-106.00000000000001,25.0,1.0,0.0,0.0,0.0,-1272.0,0.0,0.0,184.0,22385.0,56.0,0.0,7168.0,26.0,5.684341886080802e-14,7720.0,24.0,0.0
17837,-108.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,-832.0,18370.0,29.0,-832.0,18533.0,29.000000000000004,0.0
18347,-104.000000137041,0.0,0.0,256.0,22116.0,57.0,476.0,333.0,3.0,572.0,12.0,1.0000000000000018,-833.0,10158.0,26.0,-833.0,23342.0,29.000000000000004,0.0
15754,8.0,38.0,1.0,-321.0,91.99999999999909,1.0,477.0,0.0,0.0,574.0,25.0,1.0000000000000018,-168.0,9024.0,305.0,-164.0,12960.0,305.0,0.0
1939,196.0,24510.0,58.0,877.9999997299893,756.0000000000009,9.0,476.0,0.0,0.0,574.0,0.0,0.0,-833.0,4336.000000000001,24.0,-833.0,23347.0,29.000000000000004,0.0
21153,8.0,0.0,0.0,-513.0,17472.0,52.0,-181.0,16632.0,54.0,573.0,0.0,0.0,0.0,14212.0,27.0,5.684341886080802e-14,11484.0,26.0,0.0
9118,-106.00000000000001,0.0,0.0,0.0,54.99999999999909,1.0,386.0,3312.0000000000005,24.0,573.0,108.0,1.0000000000000018,-40.0,7351.0,205.0,-42.0,3440.0,210.0,0.0
4871,496.0,19910.0,55.0,877.0,58.00000000000091,1.0,477.0,0.0,0.0,574.0,41.0,0.0,-833.0,5080.0,26.0,-833.0,6908.0,26.0,0.0
9792,144.0,20900.0,55.0,-75.99999999999999,19085.0,55.0,478.0,0.0,0.0,574.0,0.0,0.0,-833.0,7636.0,26.0,-833.0,13753.0,27.0,1.0
7976,-104.00000000000001,0.0,0.0,0.0,0.0,0.0,392.0,352.0,3.0,573.0,58.0,2.0,-304.0,18904.0,491.0,-308.0,23712.0,473.99999999999994,0.0
9689,9.000000000000004,0.0,0.0,-545.0,0.0,0.0,-872.0,0.0,0.0,-574.0,21384.0,55.0,0.0,5322.0,26.0,5.684341886080802e-14,5008.0,24.0,1.0
18167,405.0,21560.0,57.0,877.0,0.0,3.552713678800501e-15,477.0,0.0,0.0,573.0,0.0,0.0,-833.0,9638.0,26.0,-833.0,11134.0,27.0,0.0
20808,0.0,2220.0,12.0,672.0,22116.0,57.0,477.0,0.0,1.0,573.0,18.0,1.0000000000000018,-833.0,7116.0,26.0,-833.0,31092.0,31.0,0.0
7705,-106.00000000000001,0.0,0.0,0.0,28.0,0.0,-1264.0,0.0,0.0,217.0,19760.0,52.0,0.0,6856.0,26.0,5.684341886080802e-14,10756.0,26.0,0.0
18221,10.0,0.0,0.0,-422.03249784491334,19488.0,56.0,-64.0,16692.0,52.0,573.0,0.0,1.0000000000000018,0.0,8884.0,27.0,5.684341886080802e-14,8392.0,26.0,0.0
17347,-105.00000000000001,0.0,0.0,0.0,186.0,2.0,392.0,0.0,0.0,572.0,3.0,1.0000000000000018,-716.0,13380.0,277.00000000000006,-718.0,16992.0,277.00000000000006,0.0
5070,-106.00000000000001,0.0,1.0,233.0,22287.0,56.0,476.0,1342.0,11.0,572.0,0.0,1.0000000000000018,-833.0,9976.0,26.0,-833.0,14563.0,29.000000000000004,0.0
20676,8.0,0.0,0.0,-547.0,5.793229320261162e-06,0.0,-459.0,20240.0,55.0,572.0,72.0,1.0000000000000018,0.0,27000.0,29.0,5.684341886080802e-14,6736.0,23.000000000000004,0.0
13886,9.000000000000004,0.0,0.0,-547.0,0.0,0.0,-853.0,9724.0,43.0,-191.0,27384.0,57.000000978756844,0.0,14077.0,27.0,5.684341886080802e-14,5008.0,24.0,1.0
12637,-106.00000000000001,36.00000000000091,1.0,0.0,0.0,0.0,136.0,19768.0,55.0,496.0,21560.0,56.0,0.0,13402.0,26.0,5.684341886080802e-14,10756.0,26.0,0.0
19007,-106.00000000000001,0.0,0.0,0.0,27.0,1.0,-1266.0,0.0,0.0,-16.999999999999943,9272.0,38.0,0.0,10918.0,26.0,5.684341886080802e-14,11484.0,26.0,0.0
5466,8.999999973029862,0.0,0.0,-545.0,0.0,0.0,-855.0,9553.0,49.0,-193.0,27492.000000000007,69.99999999999999,0.0,14779.0,27.0,5.684341886080802e-14,5008.0,24.0,1.0
7512,-107.00000000000001,0.0,0.0,98.0,18512.0,54.0,362.0,17875.0,56.0,573.0,0.0,0.0,-833.0,10834.0,27.0,-833.0,15130.0,29.000000000000004,0.0
7665,8.0,0.0,0.0,-546.0,0.0,0.0,-724.0,21603.0,57.0,-63.0,25536.0,55.0,0.0,24884.0,27.0,5.684341886080802e-14,4121.0,24.0,1.0
14771,-106.00000000000001,0.0,0.0,0.0,15.0,1.0,-1263.0,0.0,0.0,61.0,27260.0,58.0,0.0,8052.0,26.0,5.684341886080802e-14,11484.0,24.0,0.0
569,-108.00000000000001,0.0,0.0,339.0,22624.0,55.0,478.0,110.0,1.9999999999999982,574.0,0.0,0.0,-833.0,18672.0,26.0,-833.0,26504.0,29.000000000000004,1.0
12850,7.0,0.0,0.0,-547.0,0.0,0.0,-691.0,21147.0,56.0,-30.0,24528.0,55.0,0.0,22303.0,29.0,5.684341886080802e-14,3848.0,24.0,1.0
19721,8.0,0.0,0.0,-547.0,0.0,0.0,-831.0,16416.0,54.0,-170.0,21147.0,57.0,0.0,13699.0,27.0,5.684341886080802e-14,4528.0,24.0,0.0
10691,7.0,0.0,0.0,-547.0,0.0,0.0,-620.0,17212.0,52.0,573.0,12.0,0.0,0.0,22303.0,29.0,5.684341886080802e-14,4528.0,24.0,1.0
7182,7.0,0.0,0.0,-546.0,0.0,0.0,-873.0,60.00000000000091,1.0,-314.0,28080.0,58.0,0.0,9716.0,26.0,5.684341886080802e-14,5440.0,24.0,0.0
8047,474.0,23520.0,56.0,877.0,100.0,2.0,477.0,0.0,0.0,573.0,9.0,0.0,-833.0,8442.0,24.0,-833.0,6102.0,26.0,0.0
19760,-106.00000000000001,0.0,0.0,0.0,72.0,1.0,-1264.0,0.0,0.0,318.0,18630.0,54.0,0.0,7376.0,27.0,5.684341886080802e-14,7720.0,26.0,0.0
2334,-108.00000000000001,0.0,0.0,0.0,33.0,1.0,390.0,0.0,0.0,574.0,62.0,1.0000000000000018,-795.0,1919.0,169.0,-798.0,29870.0,165.00000000000003,0.0
22997,-104.00000000000001,0.0,0.0,391.0,22176.0,55.0,476.0,0.0,0.0,578.0,0.0,0.0,-833.0,8624.0,26.0,-833.0,28860.0,31.0,0.0
9082,-106.00000000000001,0.0,0.0,0.0,67.0,1.0,-1266.0,0.0,0.0,-24.0,9350.0,28.0,0.0,9622.0,26.0,5.684341886080802e-14,8392.0,24.0,0.0
22521,9.000000000000004,9900.0,31.0,702.0,22686.0,57.0,477.0,0.0,0.0,574.0,0.0,0.0,-833.0,10106.0,27.0,-833.0,30007.0,31.0,0.0
12878,-106.00000000000001,0.0,0.0,0.0,16.99999999999909,1.0,-1255.0,0.0,0.0,-25.0,4655.0,19.0,0.0,6570.0,26.0,5.684341886080802e-14,7720.0,26.0,0.0
16676,299.0,21065.0,56.0,878.0,61.0,2.0,478.0,0.0,0.0,573.0,12.0,0.0,-833.0,7636.0,26.0,-833.0,14104.0,27.0,0.0
6490,-107.00000000000001,0.0,0.0,0.0,0.0,0.0,41.0,16952.0,52.0,401.0,20790.0,56.0,0.0,8104.0,26.0,5.684341886080802e-14,7048.0,24.0,0.0
16682,458.0,22064.0,56.0,878.0,25.0,1.0,478.0,0.0,0.0,573.0,0.0,0.0,-833.0,7636.0,26.0,-833.0,6778.0,26.0,0.0
4455,7.0,4.9065838042452015,0.0,-425.0,24864.0,57.0,-92.0,19965.0,54.0,574.0,0.0,0.0,0.0,9482.0,26.0,5.684341886080802e-14,12576.0,24.0,0.0
9988,83.0,20466.0,54.0,788.0,20304.0,54.0,477.0,0.0,0.0,574.0,0.0,0.0,-833.0,3784.0,26.0,-833.0,30472.0,29.000000000000004,0.0
22946,-104.00000000000001,0.0,0.0,0.0,0.0,0.0,234.0,20577.0,57.0,577.0,1606.0,11.0,0.0,13132.0,27.0,5.684341886080802e-14,7408.0,26.0,0.0
17105,-106.00000000000001,0.0,0.0,0.0,45.0,1.0,392.0,0.0,0.0,574.0,0.0,0.0,-832.0,1024.0,26.0,-832.0,3476.0,24.0,0.0
20441,9.000000000000004,0.0,0.0,-547.0,28.0,0.0,-602.0,19818.0,54.0,572.0,126.0,1.0000000000000018,0.0,26814.0,31.0,5.684341886080802e-14,5008.0,23.000000000000004,0.0
6734,-109.00000000000001,0.0,0.0,0.0,0.0,0.0,129.99999999999997,18954.0,54.0,521.0,18720.0,52.0,0.0,14374.0,29.0,5.684341886080802e-14,12212.0,26.0,0.0
12785,16.0,5724.0,28.0,-211.0,20898.0,54.0,478.0,0.0,0.0,573.0,0.0,0.0,-833.0,10106.0,26.0,-833.0,15130.0,29.000000000000004,1.0
3893,548.0,14849.999664108575,45.0,878.0,83.0,1.0,478.0,0.0,0.0,573.0,0.0,0.0,-833.0,5584.0,26.0,-833.0,6908.0,26.0,0.0
2614,-107.00000000000001,0.0,0.0,455.0,22743.0,58.0,477.0,6.0,1.0,573.0,0.0,0.0,-833.0,7246.0,24.0,-833.0,30162.0,31.0,0.0
9239,11.0,174.0,2.0,-308.0,6688.0,36.0,477.0,0.0,0.0,573.0,0.0,0.0,-819.0,2077.0,103.0,-818.0,6664.0,108.0,0.0
6936,9.000000000000004,0.0,0.0,-546.0,0.0,0.0,-874.0,88.0,1.0,-314.0,30866.0,59.999999999999986,0.0,7454.0,26.0,5.684341886080802e-14,2974.0,26.0,0.0
9843,7.0,0.0,0.0,-545.0,721.0,6.0,-242.99999999999994,18144.0,55.0,574.0,0.0,0.0,0.0,15967.0,27.0,5.684341886080802e-14,7720.0,26.0,1.0
7989,-104.00000000000001,0.0,0.0,0.0,0.0,1.0,111.0,18810.0,57.0,573.0,9.0,1.0000000000000018,-833.0,22245.0,31.0,-833.0,21201.0,29.000000000000004,1.0
1584,443.0,24418.0,58.0,878.0,46.0,1.0,476.0,0.0,0.0,574.0,0.0,0.0,-833.0,7714.0,26.0,-833.0,6908.0,26.0,0.0
17099,-106.00000000000001,0.0,0.0,0.0,45.0,1.0,392.0,357.0,3.0,574.0,28.0,1.0000000000000018,-298.0,32423.0,494.0,-304.0,16784.0,496.0,0.0
1521,-106.00000000000001,0.0,0.0,0.0,60.0,1.0,1.0,12180.0,30.0,574.0,0.0,0.0,-832.0,2208.0,31.0,-832.0,26659.0,31.0,0.0
1618,331.0,19992.0,56.0,-126.99999999999999,19136.0,52.0,476.0,0.0,1.0,574.0,0.0,0.0,-833.0,11350.0,26.0,-833.0,14104.0,27.0,1.0
17632,-107.00000000000001,0.0,1.0,599.0,21204.0,57.0,478.0,0.0,0.0,573.0,0.0,0.0,-833.0,7116.0,24.0,-833.0,31092.0,31.0,0.0
