index,age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income
16,37.0,Private,60548.000000000015,HS-grad,9.0,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,20.0,United-States,1.0
17,34.0,Private,107914.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,47.0,United-States,0.0
18,34.0,Private,238588.0,Some-college,10.0,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,35.0,United-States,1.0
19,25.0,Private,220931.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,43.0,Peru,1.0
20,25.0,Private,205947.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
21,45.0,Self-emp-not-inc,432824.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,90.0,United-States,0.0
22,22.0,Private,236427.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20.0,United-States,1.0
23,23.0,Private,134446.0,HS-grad,9.0,Separated,Machine-op-inspct,Unmarried,Black,Male,0.0,0.0,54.0,United-States,1.0
24,54.0,Private,99516.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,0.0
25,32.0,Self-emp-not-inc,109282.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,United-States,1.0
26,46.0,State-gov,106444.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7688.0,0.0,38.0,United-States,0.0
27,56.0,Self-emp-not-inc,186651.0,11th,7.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,50.0,United-States,1.0
28,24.0,Self-emp-not-inc,188274.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1.0
29,23.0,Local-gov,258120.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
30,26.0,Private,43311.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,1.0
31,36.0,Local-gov,403681.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
32,22.0,Private,248446.0,5th-6th,3.0,Never-married,Priv-house-serv,Not-in-family,White,Male,0.0,0.0,50.0,Guatemala,1.0
33,17.0,Private,269430.0,10th,6.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
34,20.0,Private,257509.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,1.0
35,65.0,Private,136384.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
36,44.0,Self-emp-inc,120277.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,0.0
37,36.0,Private,465326.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
38,29.0,Private,103634.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
39,20.0,State-gov,138371.0,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,32.0,United-States,1.0
40,28.0,Private,242832.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,36.0,United-States,0.0
41,39.0,Private,290208.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico,1.0
42,54.0,Private,186272.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,3908.0,0.0,50.0,United-States,1.0
43,52.0,Private,201062.0,11th,7.0,Separated,Priv-house-serv,Not-in-family,Black,Female,0.0,0.0,18.0,United-States,1.0
44,56.0,Self-emp-inc,131916.0,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1.0
45,18.0,Private,54440.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,1.0
46,39.0,Private,280215.0,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,1.0
47,21.0,Private,214399.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,1721.0,24.0,United-States,1.0
48,22.0,Private,54164.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,14084.0,0.0,60.0,United-States,0.0
49,38.0,Private,219446.0,9th,5.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0.0,0.0,54.0,Mexico,1.0
50,21.0,Private,110677.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,1.0
51,63.0,Private,145985.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
52,34.0,Local-gov,382078.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103.0,0.0,50.0,United-States,0.0
53,42.0,Self-emp-inc,170721.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,50.0,United-States,0.0
54,33.0,Private,269705.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
55,30.0,Private,101135.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1.0
56,39.0,Private,118429.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
57,26.0,Private,31208.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
58,33.0,Private,281384.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,1.0
59,47.0,Local-gov,171807.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
60,41.0,Self-emp-inc,445382.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,60.0,United-States,0.0
61,19.0,Private,105460.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,1.0
62,46.0,Private,170338.0,HS-grad,9.0,Separated,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
63,43.0,Private,102606.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,1.0
64,55.0,Private,323887.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,45.0,United-States,0.0
65,46.0,Private,175622.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
66,30.0,Private,229636.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,1.0
67,21.0,Private,388946.0,Some-college,10.0,Separated,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
68,46.0,Private,269034.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,40.0,Dominican-Republic,1.0
69,41.0,Private,75012.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
70,69.0,Self-emp-inc,174379.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,0.0
71,50.0,Private,312477.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
72,20.0,Private,72054.99999999999,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
73,45.0,Self-emp-inc,67000.99999999999,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
74,23.0,Private,213734.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
75,24.0,Private,83141.00000000001,Some-college,10.0,Separated,Other-service,Not-in-family,White,Male,0.0,1876.0,40.0,United-States,1.0
76,31.0,Self-emp-not-inc,113752.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
77,43.0,Private,170482.0,HS-grad,9.0,Separated,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,44.0,United-States,1.0
78,20.0,Federal-gov,244689.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10.0,United-States,1.0
79,55.0,Private,160631.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,56.0,United-States,0.0
80,24.0,Federal-gov,228724.0,Some-college,10.0,Never-married,Armed-Forces,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
81,59.0,Private,292946.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,25.0,United-States,1.0
82,49.0,Federal-gov,77443.0,7th-8th,4.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,1.0
83,33.0,Private,176410.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,5178.0,0.0,10.0,United-States,0.0
84,59.0,Federal-gov,98984.0,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
85,34.0,Private,198751.0,Masters,14.0,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,1.0
86,20.0,Private,479296.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,1.0
87,25.0,Private,235218.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,1.0
88,49.0,Private,164877.0,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
89,59.0,Private,272087.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
90,20.0,Private,169699.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
91,33.0,Private,202191.0,Some-college,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,35.0,United-States,1.0
92,22.0,Private,212261.0,Some-college,10.0,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,39.0,United-States,1.0
93,58.0,Self-emp-not-inc,301568.0,9th,5.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
94,52.0,Local-gov,155233.0,HS-grad,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,28.0,United-States,1.0
95,36.0,Private,75826.0,10th,6.0,Separated,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
96,41.0,Local-gov,201520.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
97,28.0,Private,154236.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,2597.0,0.0,40.0,United-States,1.0
98,19.0,Private,289227.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,16.000000000000004,United-States,1.0
99,18.0,Private,217439.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,28.0,United-States,1.0
100,18.0,Private,179020.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,48.0,United-States,1.0
101,28.0,Private,149624.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
102,29.0,Private,337266.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
103,40.0,Private,103541.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
104,26.0,Private,206721.0,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,United-States,1.0
105,46.0,Private,96773.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
106,23.0,Private,200967.0,11th,7.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,1.0
107,44.0,Private,180019.0,HS-grad,9.0,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,1.0
108,43.0,Private,179866.0,Bachelors,13.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.0
109,31.0,Local-gov,198770.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,60.0,United-States,1.0
110,18.0,Private,219256.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,1.0
111,19.0,Private,248730.0,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,30.0,United-States,1.0
112,41.0,Private,110732.0,Some-college,10.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
113,41.0,Private,181020.0,HS-grad,9.0,Divorced,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,1.0
114,69.0,Private,183791.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,1.0
115,48.0,Federal-gov,42972.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,0.0
116,28.0,Private,134813.0,HS-grad,9.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,1.0
117,27.0,Self-emp-not-inc,115438.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,Ireland,0.0
118,41.0,Private,239296.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,50.0,United-States,0.0
119,41.0,Private,428420.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
120,24.0,Private,247846.0,HS-grad,9.0,Never-married,Craft-repair,Unmarried,Black,Female,0.0,0.0,40.0,United-States,1.0
121,42.0,Self-emp-inc,100793.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,41.0,United-States,0.0
122,57.0,Private,244478.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,48.0,United-States,1.0
123,30.0,Private,142921.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
124,36.0,Private,182863.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0.0
125,49.0,Private,171128.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
126,33.0,Private,145402.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,35.0,United-States,1.0
127,23.0,Private,306309.0,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
128,46.0,Private,83822.00000000001,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
129,18.0,Private,262118.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,22.0,Germany,1.0
130,40.0,Private,155972.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,55.0,United-States,0.0
131,43.0,Self-emp-inc,214503.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0000000000005,45.0,United-States,0.0
132,34.0,Private,159303.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,30.0,United-States,1.0
133,47.0,Self-emp-not-inc,174995.0,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,30.0,United-States,1.0
134,44.0,Private,26669.0,Assoc-voc,11.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,30.0,United-States,1.0
135,33.0,Private,177727.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
136,55.0,Private,124771.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,0.0
137,19.0,Private,456736.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,2907.0,0.0,30.0,United-States,1.0
138,28.0,Private,216604.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,14.000000000000004,United-States,1.0
139,27.0,Private,221561.0,11th,7.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,32.0,United-States,1.0
140,50.0,Private,114564.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,20.0,United-States,1.0
141,22.0,Private,315476.0,11th,7.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,1.0
142,40.0,State-gov,67874.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1887.0000000000005,45.0,United-States,0.0
143,25.0,Private,126110.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,1.0
144,26.0,Local-gov,102264.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
145,22.0,Private,537222.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,25.0,United-States,1.0
146,42.0,Private,113732.0,Some-college,10.0,Never-married,Handlers-cleaners,Unmarried,Black,Female,0.0,625.0,40.0,United-States,1.0
147,38.0,Self-emp-inc,93225.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
148,55.0,Private,43064.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30.0,United-States,1.0
149,32.0,Private,136921.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
150,22.0,Private,388885.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
151,29.0,Private,142249.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,1.0
152,46.0,State-gov,56841.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,0.0
153,31.0,Private,156493.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
154,58.0,Self-emp-not-inc,159021.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,16.000000000000004,United-States,0.0
155,42.0,Private,190910.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
156,18.0,Private,41879.0,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,25.0,United-States,1.0
157,58.0,Local-gov,137249.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,33.0,United-States,1.0
158,54.0,Private,236157.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0000000000005,40.0,United-States,0.0
159,34.0,Private,189759.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
160,26.0,Private,239877.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
161,61.0,Private,21175.0,12th,8.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
162,48.0,Local-gov,67229.0,Masters,14.0,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,1.0
163,36.0,Private,236391.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,0.0
164,24.0,Private,325596.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
165,40.0,Private,83411.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,37.0,United-States,1.0
166,33.0,Self-emp-inc,154227.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0.0
167,37.0,Private,248010.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1887.0000000000005,40.0,United-States,0.0
168,34.0,Private,198613.0,Masters,14.0,Never-married,Exec-managerial,Own-child,White,Male,4650.0,0.0,40.0,United-States,1.0
169,56.0,Self-emp-inc,321529.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,United-States,0.0
170,37.0,Private,203079.0,Bachelors,13.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,55.0,United-States,1.0
171,44.0,Private,284652.0,HS-grad,9.0,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,40.0,United-States,1.0
172,54.0,Private,59840.0,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1.0
173,23.0,Private,52753.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1.0
174,22.0,Private,199266.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,45.0,United-States,1.0
175,33.0,Private,196385.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0000000000005,40.0,United-States,0.0
176,39.0,Private,163205.0,Bachelors,13.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.0
177,47.0,Private,411047.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,37.0,United-States,1.0
178,26.0,Private,209440.0,HS-grad,9.0,Never-married,Prof-specialty,Unmarried,Black,Female,0.0,0.0,55.0,United-States,1.0
179,31.0,Private,56964.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,1.0
180,44.0,Private,299197.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1.0
181,42.0,Self-emp-inc,240628.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,0.0
182,19.0,Private,355313.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
183,27.0,Private,132267.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
184,51.0,Local-gov,174861.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
185,28.0,Self-emp-inc,142443.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
186,57.0,Private,26716.0,Bachelors,13.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1.0
187,45.0,Local-gov,185588.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,1.0
188,50.0,Private,175029.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
189,34.0,Self-emp-inc,34848.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,54.0,United-States,1.0
190,45.0,Private,411273.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
191,73.0,Local-gov,143437.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States,1.0
192,34.0,Private,357145.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,0.0
193,31.0,Private,236861.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,0.0
194,19.0,Private,53355.0,11th,7.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,12.0,United-States,1.0
195,25.0,Private,29106.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,50.0,United-States,1.0
196,38.0,Federal-gov,213274.0,Assoc-voc,11.0,Divorced,Craft-repair,Unmarried,White,Female,6497.0,0.0,40.0,United-States,1.0
197,39.0,Private,22463.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
