abv,ibu,is_ipa
0.062,107.1163010641934,1
0.06,0.0,0
0.057,15.223531625570331,0
0.07,80.0,1
0.06,25.0,0
0.052,0.0,0
0.042,20.0,0
0.045,15.0,0
0.062,66.59786612275387,1
0.054,13.0,0
0.072,65.0,1
0.05,0.0,0
0.055,0.0,0
0.05,1.7663926871425772,0
0.052,,0
0.061,16.13011151699243,1
0.068,14.769000700912756,1
0.068,48.0,1
0.073,85.0,0
0.062,44.0,0
0.058,0.0,0
0.052,78.68079758201822,0
0.06,28.0,0
0.06,20.0,0
0.09,118.0,1
0.055,0.5914844126080396,0
0.099,115.0,1
0.068,16.0,0
0.072,114.41117967341859,1
0.055,0.0,0
0.05,17.0,0
0.056,40.0,0
0.053,0.0,0
0.063,83.42579717362652,0
0.068,100.0,1
0.063,0.0,0
0.053,25.0,0
0.068,60.0,1
0.056,65.0,0
0.039,16.0,0
0.054,24.0,0
0.061,76.0,1
0.061,94.0,1
0.056,45.0,0
0.056,0.0,0
0.056,111.1153218428152,0
0.056,101.3404288578514,0
0.056,41.0,0
0.054,24.0,0
0.061,94.0,1
0.099,40.0,0
0.09,130.0,1
0.055,7.08796016445072,1
0.054,88.64801664582096,0
0.055,53.67118972576022,0
0.055,0.0,0
0.049,10.0,0
0.065,80.0,0
0.052,28.0,0
0.046,23.493574481789818,0
0.056,60.0,1
0.046,18.0,0
0.062,39.25653647119216,1
0.059,34.29868999682827,0
0.099,100.0,0
0.039,,0
0.078,80.0,1
0.042,40.0,1
0.048,16.0,0
0.078,,0
0.085,82.97660340335435,1
0.068,70.0,1
0.051,0.0,0
0.051,34.0,0
0.05,18.0,0
0.05,0.0,0
0.045,24.0,0
0.05,30.0,0
0.052,1.1293085752963208,0
0.051,15.0,0
0.072,157.9120675558177,1
0.095,99.0,1
0.075,77.0,0
0.06,40.0,0
0.05,22.0,0
0.07,130.38403642617868,1
0.065,27.0,0
0.055,30.0,0
0.08,69.0,0
0.055,73.97152933722904,0
0.057,145.49708321686214,1
0.057,0.0,0
0.089,126.0,1
0.049,29.0,0
0.055,25.0,0
0.062,26.435820757699517,1
0.082,72.0,0
0.07,67.0,1
0.07,70.0,1
0.07,3.9990134701679096,1
0.07,117.95191220990424,1
0.07,45.0,1
0.075,17.0,1
0.075,51.312862594747166,1
0.08,58.0,0
0.055,25.0,0
0.055,25.0,0
0.072,75.0,0
0.075,70.0,1
0.05,18.0,0
0.067,108.68327882790003,1
0.06,,0
0.044,13.0,0
0.047,30.481757807712494,0
0.062,111.01433146904296,0
0.046,11.0,0
0.065,54.885429278644864,1
0.052,24.0,0
0.052,24.0,0
0.068,75.0,1
0.048,22.0,0
0.056,21.0,0
0.075,73.6253790634826,0
0.077,71.0,0
0.06,91.29684898141568,0
0.075,25.0,0
0.052,15.0,0
0.052,25.0,0
0.065,117.29288674501838,1
0.049,18.0,0
0.06,,0
0.052,23.0,0
0.05,15.0,0
0.053,11.0,0
0.092,161.93484337926665,1
0.065,80.0,1
0.063,36.0,0
0.075,33.0,0
0.085,100.0,1
0.048,8.327831776610754,0
0.052,60.0,0
0.07,70.0,1
0.045,35.0,1
0.05,16.0,0
0.059,60.0,0
0.056,35.0,0
0.065,71.0,1
0.058,3.696266435969605,0
0.05,2.2442147314569425,0
0.052,16.0,0
0.049,22.0,0
0.063,76.0,1
0.05,12.0,0
0.096,85.0,1
0.049,22.0,0
0.044,52.0,0
0.052,26.0,0
0.054,27.0,0
0.071,85.0,1
0.074,12.0,0
0.065,72.0,1
0.066,106.10368743657308,1
0.051,17.0,0
0.043,20.0,0
0.058,45.0,0
0.061,10.585252020935584,1
0.045,18.0,0
0.078,74.0,1
0.078,74.0,1
0.049,25.0,0
0.043,64.0,1
0.062,80.0,1
0.049,23.0,0
0.07,64.0,1
0.054,40.0,0
0.05,32.0,0
0.045,23.484841718373012,0
0.067,24.934890532613643,1
0.063,43.0,0
0.07,80.0,1
0.07,89.03501367207808,0
0.05,20.0,0
0.05,20.0,0
0.05,20.0,0
0.07,70.0,1
0.075,38.0,0
0.075,94.43006095597043,0
0.082,80.0,1
0.055,30.0,0
0.055,0.0,0
0.048,20.0,0
0.08,80.0,0
0.05,22.0,0
0.08,52.015387808719964,0
0.045,0.0,1
0.075,40.55024522196846,1
0.047,20.0,0
0.05,0.0,0
0.06,76.04252083594275,1
0.071,64.0,1
0.047,,0
0.07,70.0,1
0.05,18.0,0
0.069,130.12206863733087,1
0.074,97.0,1
0.047,19.0,0
0.056,16.0,0
0.046,17.0,0
0.063,37.0,1
0.085,44.0,0
0.072,72.0,1
0.047,40.0,1
0.076,73.0,1
0.057,34.0,0
0.052,20.0,0
0.064,90.0,1
0.052,17.0,0
0.06,,0
0.042,9.0,0
0.067,60.0,1
0.06,21.0,0
0.05,,0
0.057,110.79346206431237,0
0.07,70.0,1
0.069,69.0,1
0.055,18.0,0
0.053,,0
0.065,33.0,0
0.042,20.0,0
0.042,2.101402549625469,0
0.059,55.819304361557364,1
0.044,5.0,0
0.065,0.0,0
0.065,32.0,0
0.056,30.0,0
0.065,80.0,1
0.053,32.0,0
0.07,18.0,0
0.052,98.50425570002815,0
0.07,73.0,1
0.072,42.0,1
0.049,35.0,0
0.05,26.0,0
0.067,40.032921328312554,1
0.072,75.0,0
0.058,0.0,0
0.074,60.0,1
0.08,70.0,1
0.094,92.0,1
0.059,143.79131969381768,1
0.046,15.0,0
0.068,52.0,1
0.059,0.0,1
0.055,20.0,0
0.08,70.0,1
0.08,70.0,1
0.059,108.19025074884556,1
0.046,0.0,0
0.07,11.0,0
0.07,70.0,1
0.06,25.56733919467191,0
0.056,45.0,0
0.093,103.0,1
0.06,66.0,0
0.06,50.0,1
0.058,85.96762801398671,0
0.055,35.0,0
0.059,19.762643337118732,1
0.054,30.0,0
0.054,16.97209375315619,0
0.042,0.0,0
0.042,0.0,0
0.042,20.0,0
0.052,19.0,0
0.043,21.0,0
0.049,,0
0.055,101.7953819472627,0
0.053,22.0,0
0.057,18.0,0
0.056,33.0,0
0.062,75.0,1
0.057,25.0,0
0.053,22.0,0
0.056,33.0,0
0.057,35.00791609163104,0
0.045,0.0,0
0.057,58.67090041987508,0
0.057,26.89840384272891,0
0.06,25.0,0
0.051,11.0,0
0.075,99.98654759844996,0
0.08,66.0,0
0.056,33.0,0
0.057,23.0,0
0.042,26.0,0
0.062,3.3482451165506433,1
0.053,22.0,0
0.095,75.0,0
0.045,15.0,0
0.045,15.0,0
0.052,0.0,0
0.05,5.0,0
0.07,22.0,0
0.048,19.70982405090535,0
0.05,30.0,0
0.055,10.0,0
0.054,30.0,0
0.053,40.0,0
0.09,99.0,0
0.07,48.0,0
0.07,70.0,1
0.059,0.0,0
0.048,82.51310861964147,0
0.06,89.58188360347458,0
0.053,107.02754955240303,0
0.054,62.0,0
0.05,49.15240569082776,0
0.057,32.0,0
0.067,71.1191100714341,0
0.085,69.0,1
0.06,108.50575716976729,0
0.04,7.0,0
0.06,34.0,0
0.06,113.13920392373876,0
0.049,22.0,0
0.045,6.0,0
0.05,0.0,0
0.05,85.96079345905653,0
0.065,25.0,0
0.05,36.0,0
0.04,0.0,1
0.063,4.852646857071491,0
0.069,98.91704027287746,1
0.07,37.0,1
0.052,18.0,0
0.046,17.0,0
0.043,14.0,0
0.075,70.0,1
0.044,18.0,0
0.056,21.165068788031846,0
0.052,15.0,0
0.062,78.06946309335396,1
0.05,0.0,0
0.059,94.18691692622554,1
0.059,20.0,0
0.055,30.0,0
0.059,35.0,1
0.05,28.0,0
0.048,10.0,0
0.05,28.0,0
0.059,93.10264514882547,1
0.076,80.0,1
0.062,98.51100427844625,0
0.088,75.0,1
0.072,91.23943725195171,1
0.06,30.0,0
0.063,0.0,0
0.08,86.0,1
0.099,,0
0.063,22.0,0
0.07,68.0,0
0.044,22.0,0
0.045,32.0,0
0.055,34.0,0
0.049,0.0,0
0.055,50.0,0
0.066,30.0,0
0.042,25.0,0
0.047,28.0,0
0.058,0.0,1
0.049,20.0,0
0.078,45.0,0
0.063,141.1220689684386,1
0.049,20.0,0
0.048,76.48240554026593,0
0.065,90.0,1
0.065,104.0160301420195,1
0.049,20.0,0
0.051,27.0,0
0.06,0.0,0
0.027,21.0,0
0.039,20.0,0
0.039,20.0,0
0.039,20.0,0
0.039,20.0,0
0.039,20.0,0
0.039,20.0,0
0.039,20.0,0
0.039,47.187237369723434,0
0.039,20.0,0
0.039,20.0,0
0.039,20.0,0
0.039,20.0,0
0.058,106.70260235352377,0
0.058,0.0,0
0.066,,1
0.073,36.21395927095521,0
0.06,110.19348175744541,1
0.058,115.51491067508022,0
0.073,,0
0.051,32.0,0
0.066,75.0,1
0.051,17.0,0
0.068,90.0,1
0.065,0.0,0
0.05,35.0,0
0.046,27.0,0
0.065,65.0,0
0.054,104.71133856778201,0
0.048,32.0,0
0.055,54.0,0
0.059,27.0,0
0.058,70.0,0
0.07,91.31618255571713,1
0.055,,0
0.045,25.0,0
0.068,47.0,1
0.053,28.0,0
0.052,18.0,0
0.048,49.731617462856605,0
0.072,80.0,0
0.067,35.84029317189766,0
0.049,99.50200328526935,0
0.055,101.42013914978523,0
0.05,15.0,0
0.05,44.0,0
0.093,90.0,1
0.052,1.7747391478065264,0
0.075,24.0,0
0.052,16.0,0
0.058,25.0,0
0.055,0.0,0
0.055,25.0,0
0.047,20.0,0
0.066,,0
0.095,85.0,1
0.049,8.469314568419179,0
0.052,15.0,0
0.066,108.85552035952325,1
0.057,47.874686392993155,0
0.06,14.932052904336196,1
0.055,23.0,0
0.05,15.0,0
0.065,11.0,0
0.065,20.035783481538253,1
0.065,108.02572712399885,1
0.055,111.05234818245964,0
0.065,70.0,1
0.065,11.0,0
0.06,70.0,1
0.057,10.0,0
0.063,70.0,1
0.048,11.0,0
0.046,18.0,0
0.046,18.0,0
0.046,18.0,0
0.046,18.0,0
0.04,28.0,0
0.054,15.0,0
0.072,109.99592319232545,1
0.066,30.0,0
0.048,28.0,0
0.05,12.0,0
0.048,65.0,0
0.064,66.0,1
0.064,,1
0.056,70.0,1
0.052,30.0,0
0.06,30.0,0
0.058,28.0,0
0.057,105.43563198299567,0
0.052,65.0,0
0.065,75.0,1
0.057,0.0,0
0.057,60.0,0
0.058,11.0,0
0.061,30.0,0
0.059,83.60170669715517,1
0.046,30.0,0
0.072,33.0,0
0.04,8.0,0
0.046,30.0,0
0.046,8.0,0
0.048,20.0,0
0.062,124.16477420943248,1
0.056,113.44672061767675,0
0.052,29.0,0
0.038,18.0,0
0.051,31.0,0
0.053,24.0,0
0.051,,0
0.043,22.0,0
0.079,18.0,0
0.047,11.0,0
0.05,84.6251714635085,0
0.069,70.0,1
0.07,28.0,0
0.06,30.0,0
0.051,10.0,0
0.055,13.0,0
0.051,20.0,0
0.045,21.0,0
0.05,18.0,0
0.09,30.0,0
0.06,14.0,0
0.085,85.0,1
0.099,83.10597834260305,1
0.08,88.0,1
0.06,25.0,0
0.095,37.0,0
0.066,0.0,0
0.05,20.0,0
0.065,40.0,0
0.05,30.0,0
0.065,20.00294053981507,1
0.065,42.0,1
0.05,12.0,0
0.051,20.0,0
0.06,24.0,0
0.05,24.917528234246255,0
0.068,68.0,1
0.055,15.0,0
0.045,18.0,0
0.057,44.0,0
0.062,24.33832642035197,1
0.037,34.0,0
0.037,21.0,0
0.037,43.0,0
0.072,72.40829985367519,1
0.072,75.0,1
0.042,22.0,0
0.052,27.0,0
0.052,23.0,0
0.054,9.785340119773068,0
0.053,11.0,0
0.053,30.0,0
0.071,77.0,1
0.053,16.0,0
0.063,122.90097304315418,1
0.063,65.0,1
0.048,12.0,0
0.05,24.0,0
0.057,70.0,1
0.08,100.0,1
0.075,22.0,1
0.06,24.0,0
0.08,58.698641415083955,1
0.063,35.0,0
0.058,28.0,0
0.043,0.0,0
0.087,80.0,1
0.051,67.56881349592499,0
0.075,46.0,1
0.065,20.0,0
0.048,18.0,0
0.051,24.0,0
0.068,66.0,1
0.048,0.0,0
0.092,100.79772964641604,1
0.075,85.0,1
0.068,75.0,1
0.052,60.0,0
0.067,75.0,0
0.055,30.0,0
0.047,94.27284520313887,0
0.058,0.0,0
0.065,129.28660854086607,0
0.056,28.0,0
0.06,60.0,0
0.056,18.0,0
0.049,,0
0.047,22.00761502267519,0
0.046,24.0,0
0.05,7.7032762481318,0
0.052,21.0,0
0.052,21.0,0
0.07,70.0,1
0.053,9.0,0
0.053,14.0,0
0.037,10.0,0
0.052,30.0,0
0.053,30.0,0
0.086,0.0,0
0.042,24.0,0
0.05,22.0,0
0.042,24.0,0
0.07,0.0,0
0.065,32.0,0
0.055,15.0,0
0.085,86.0,1
0.085,86.0,1
0.061,11.0,0
0.065,52.0,1
0.048,10.0,0
0.048,15.0,0
0.057,29.0,0
0.045,77.30188450856933,1
0.065,70.0,1
0.05,49.4105295693537,0
0.056,21.0,0
0.052,18.0,0
0.05,29.0,0
0.052,18.0,0
0.05,18.348851019937165,0
0.065,100.92755609431268,1
0.052,18.0,0
0.065,70.0,1
0.052,18.0,0
0.034,6.0,0
0.088,85.0,1
0.088,112.34771238651035,1
0.056,20.0,0
0.056,30.0,0
0.052,133.71957184666297,0
0.042,0.0,0
0.051,31.0,0
0.072,41.24846802397174,1
0.045,55.0,1
0.049,68.3668727078059,0
0.048,19.0,0
0.06,40.0,0
0.06,25.0,0
0.056,6.087790743746673,0
0.063,45.0,0
0.061,80.11898030025259,1
0.051,7.0,0
0.067,109.23499954453746,1
0.054,24.0,0
0.058,,0
0.067,70.0,1
0.082,25.0,0
0.049,54.88325970217475,0
0.048,22.798101028481163,0
0.048,28.0,0
0.092,61.0,0
0.087,29.0,0
0.054,89.05299466108139,0
0.095,19.0,0
0.065,26.0,0
0.06,29.0,0
0.05,106.22039067340677,0
0.057,26.0,0
0.05,30.0,0
0.065,113.46589067995839,0
0.046,,0
0.049,0.0,1
0.065,13.74695790793546,0
0.065,2.284363017936812,0
0.053,0.0,0
0.065,29.58473363558126,0
0.065,8.46023208235325,0
0.065,60.0,0
0.087,22.0,1
0.065,129.63085323098267,0
0.065,70.0,0
0.087,85.0,1
0.08,70.0,0
0.09,115.5281137464665,1
0.087,85.0,1
0.099,21.0,0
0.053,67.6695996120178,0
0.099,100.0,1
0.08,0.0,0
0.087,85.0,1
0.065,127.42318101276487,0
0.092,85.0,1
0.095,98.0,0
0.099,98.0,0
0.08,32.0,0
0.08,89.43209688718767,0
0.08,0.0,0
0.065,21.833768513374068,0
0.065,75.0,0
0.065,122.81643975345162,0
0.065,113.1838622187708,0
0.065,96.8607751405871,0
0.087,70.0,1
0.087,85.0,1
0.099,98.0,0
0.08,85.0,1
0.08,28.0,0
0.065,106.63535701269988,0
0.065,69.0,0
0.055,40.0,1
0.055,110.0894245232347,0
0.04,0.0,0
0.052,67.27914996811961,0
0.053,91.13638879484844,0
0.045,22.0,0
0.044,28.0,0
0.05,24.0,0
0.042,0.0,0
0.062,80.0,1
0.048,38.0,0
0.055,25.0,0
0.05,72.0,0
0.04,12.0,0
0.05,17.0,0
0.065,77.0,1
0.062,34.98353984385274,1
0.055,10.0,0
0.048,15.0,0
0.065,10.393716562548434,1
0.05,0.0,0
0.05,29.0,1
0.041,12.0,0
0.059,7.1546990474519205,0
0.069,20.0,0
0.067,74.0,1
0.061,11.544615856097089,1
0.07,75.0148400484449,1
0.06,20.0,0
0.06,24.0,0
0.045,18.0,0
0.055,25.0,0
0.045,18.0,0
0.055,20.0,0
0.07,70.0,1
0.069,65.0,1
0.057,31.0,0
0.054,7.792255011681419,0
0.059,6.480049651055286,0
0.069,65.0,0
0.06,15.0,0
0.058,6.252613695588352,0
0.057,68.0,0
0.058,36.8879568940634,0
0.059,14.0,0
0.052,18.0,0
0.052,18.0,0
0.045,0.0,0
0.055,52.015944001158275,0
0.058,0.0,0
0.044,5.0,0
0.046,25.0,0
0.099,60.81687445168183,0
0.051,3.0747191547918646,0
0.053,65.0,0
0.06,114.56452059198452,0
0.051,21.0,0
0.072,54.0,0
0.062,17.64592247994517,1
0.051,18.35935687973933,0
0.055,90.81499773587134,1
0.047,25.0,0
0.058,18.0,0
0.065,55.0,1
0.065,33.0,1
0.058,27.0,0
0.05,16.0,0
0.05,28.0,0
0.09,17.790164880187298,0
0.07,100.0,1
0.099,100.0,1
0.05,25.478064579690347,0
0.07,100.0,1
0.055,105.96434851432204,0
0.058,15.0,0
0.061,33.379312424928756,0
0.057,25.0,0
0.068,28.0,0
0.065,70.0,1
0.05,,0
0.057,91.69876904714181,0
0.055,37.0,0
0.06,129.66532110963772,0
0.058,0.0,0
0.052,21.0,0
0.043,46.0,0
0.072,75.0,1
0.048,25.0,0
0.05,0.14458902317738165,1
0.055,33.46711657218285,0
0.05,100.0,1
0.076,76.05498606622469,0
0.07,80.0,1
0.071,86.64128341543923,0
0.056,0.0,0
0.045,28.0,0
0.056,88.3240584746069,0
0.073,116.73697180601324,0
0.048,35.0,0
0.073,88.29144651989088,0
0.056,92.6196031989922,0
0.05,20.0,0
0.068,126.61214902207186,1
0.052,102.09893352491557,0
0.048,22.0,0
0.069,90.0,0
0.095,25.0,0
0.091,99.0,1
0.05,22.34975318218223,0
0.055,20.0,0
0.05,15.0,0
0.07,138.17373082227925,1
0.069,20.0,0
0.055,95.54813237576766,0
0.05,20.0,0
0.055,5.5714003603493865,0
0.07,85.0,1
0.05,15.0,0
0.055,0.0,0
0.055,18.0,0
0.058,20.0,0
0.068,55.0,0
0.089,88.0,1
0.055,30.0,0
0.071,136.1532715852131,0
0.05,11.0,0
0.05,42.0,0
0.045,30.0,1
0.05,60.0,0
0.041,18.0,0
0.045,17.0,0
0.074,10.329428358274768,1
0.07,105.0,1
0.07,86.08889726915001,0
0.077,27.0,0
0.053,18.0,0
0.077,2.1606725411214427,0
0.06,5.00712326292296,0
0.07,68.0,1
0.069,11.860808724724833,1
0.072,104.27822265690358,1
0.056,11.066880063549998,0
0.048,5.809178532163639,0
0.05,30.73093626600061,0
0.072,69.0,1
0.056,34.0,0
0.1,0.0,0
0.042,25.79162100068952,0
0.032,7.0,0
0.065,65.0,1
0.047,2.106058442156076,0
0.099,111.0,1
0.07,70.0,0
0.067,74.0,1
0.054,93.75135540333687,0
0.052,34.0,0
0.063,95.92441177172216,0
0.064,0.0,1
0.099,68.62097556041961,0
0.059,50.0,0
0.052,11.0,0
0.049,25.0,0
0.091,103.0,1
0.063,69.0,0
0.06,34.0,0
0.054,33.0,0
0.052,34.0,0
0.063,94.80094864729634,0
0.064,23.585131522236267,1
0.068,11.94260709321673,1
0.058,15.0,0
0.042,12.0,0
0.057,6.5958859297385715,0
0.068,60.0,1
0.058,0.0,0
0.071,129.2407938226207,1
0.06,70.0,1
0.055,16.0,0
0.056,4.270987095800006,0
0.049,18.0,0
0.055,16.0,0
0.084,90.0,1
0.058,25.0,0
0.07,104.61534234326513,1
0.053,0.6335788881796773,0
0.056,0.0,0
0.049,0.0,0
0.051,0.0,0
0.07,86.72473182269272,1
0.058,77.79546488828068,0
0.062,56.59957107641638,0
0.06,44.0,0
0.054,29.0,0
0.05,22.0,0
0.05,0.0,0
0.052,32.0,0
0.068,15.87605569244414,1
0.063,100.0,1
0.063,100.0,1
0.099,100.0,0
0.052,32.0,0
0.046,12.0,0
0.084,90.0,0
0.063,100.0,1
0.07,18.0,0
0.055,6.1607386901340675,1
0.05,22.0,0
0.048,32.0,0
0.055,4.833264489591471,1
0.075,72.0,1
0.077,73.0,1
0.053,32.0,0
0.058,26.177887378042755,0
0.05,20.0,0
0.08,80.0,0
0.058,89.70620256511936,0
0.05,20.0,0
0.058,69.0,0
0.065,52.0,0
0.069,23.0,0
0.085,110.0,1
0.092,100.0,1
0.085,110.0,1
0.072,27.0,0
0.05,15.98584026872796,0
0.099,100.0,1
0.069,23.0,0
0.083,45.0,0
0.065,34.0,0
0.05,20.0,0
0.047,45.0,1
0.05,22.0,0
0.05,22.0,0
0.042,20.0,0
0.065,111.55683725136879,1
0.048,12.0,0
0.065,42.0,1
0.065,7.256064660233115,0
0.049,17.0,0
0.057,25.0,0
0.065,110.4661873790316,1
0.047,9.0,0
0.047,9.0,0
0.054,33.0,0
0.047,9.0,0
0.052,9.0,0
0.063,125.374352304403,1
0.047,9.0,0
0.047,9.0,0
0.047,9.0,0
0.057,,0
0.052,7.0,0
0.05,7.0,0
0.05,1.2058678128465372,0
0.049,69.0,0
0.057,15.0,0
0.054,32.0,0
0.05,17.25964947497709,0
0.054,,0
0.047,20.0,0
0.047,9.0,0
0.051,31.0,0
0.051,72.0,0
0.05,30.0,0
0.072,70.0,1
0.041,8.0,0
0.041,8.0,0
0.032,13.0,0
0.053,97.36937155284166,0
0.053,86.87598996877338,0
0.047,97.19544468170136,0
0.083,100.0,1
0.052,29.0,0
0.054,0.0,0
0.058,20.0,0
0.083,23.0,0
0.099,90.99026505838953,0
0.09,30.0,0
0.053,23.0,0
0.064,65.0,1
0.063,75.0,1
0.064,75.0,1
0.064,75.0,1
0.09,30.0,0
0.065,100.48115023200762,0
0.075,20.0,1
0.056,6.353069162075585,0
0.099,75.0,0
0.063,23.0,0
0.071,27.0,0
0.054,23.0,0
0.099,20.358719989135935,0
0.09,24.0,0
0.055,23.0,0
0.052,,0
0.052,75.0,0
0.091,91.0,1
0.09,30.0,0
0.075,93.98649780638834,1
0.055,23.0,0
0.099,102.15428252168556,0
0.054,70.0,0
0.053,20.0,0
0.056,103.70808847238365,0
0.099,85.0,0
0.073,69.0,1
0.075,90.0,1
0.04,92.80992249848376,0
0.055,34.0,0
0.051,58.0,0
0.051,79.23625365956198,0
0.097,120.0,1
0.051,31.003965860144948,0
0.067,33.0,0
0.062,104.86339169188308,1
0.073,90.02481904478816,1
0.05,15.0,0
0.056,0.0,0
0.05,42.0,0
0.059,18.0,0
0.055,45.0,0
0.08,122.58982116986853,1
0.05,35.0,1
0.05,85.22498049699207,1
0.049,28.0,0
0.05,0.0,0
0.05,19.0,0
0.049,28.0,0
0.085,34.0,0
0.048,20.0,0
0.062,88.00957725417845,0
0.056,20.0,0
0.05,64.0,0
0.068,110.0,1
0.044,12.0,0
0.072,82.74172518306683,0
0.05,20.0,0
0.05,28.044928726215552,0
0.05,20.0,0
0.05,65.0,0
0.072,93.0,1
0.044,22.0,0
0.05,20.0,0
0.063,113.22970548211333,1
0.07,80.0,1
0.065,31.0,0
0.08,22.0,0
0.047,35.0,0
0.055,0.0,0
0.063,23.0,0
0.056,12.0,0
0.071,88.3349832834665,1
0.08,53.0,1
0.08,120.0,1
0.046,20.0,0
0.07,18.943406223244395,1
0.048,0.0,0
0.059,15.0,0
0.052,16.0,0
0.057,108.00844150758044,0
0.063,0.0,0
0.052,0.0,0
0.069,34.0,0
0.099,,1
0.046,47.0,1
0.048,18.0,0
0.051,11.0,0
0.04,18.0,0
0.062,10.390498291469012,0
0.062,108.27014437346278,1
0.053,22.0,0
0.06,108.57001174478248,1
0.055,65.0,0
0.055,,0
