index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1932,1160,Old Devil's Tooth,American Barleywine,12.0 OZ.,0.10%,100.0,309,Sockeye Brewing Company,Boise,ID
1934,1151,Hell-Diver Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,32.0,309,Sockeye Brewing Company,Boise,ID
1935,1150,Woolybugger Wheat,American Pale Wheat Ale,12.0 oz.,0.046,12.0,309,Sockeye Brewing Company,Boise,ID
1937,995,Winterfest,American Strong Ale,16.0 oz.,0.084,90.0,309,Sockeye Brewing Company,Boise,ID
1938,879,Dagger Falls IPA,American IPA,12.0 ounce,0.063,100.0,309,Sockeye Brewing Company,Boise,ID
1939,1972,LuckenBock,Bock,16.0 ounce,0.07,18.0,257,South Austin Brewery,South Austin,TX
1940,1971,Texas Pale Ale (TPA),American IPA,16.0 oz. Alumi-Tek,0.055,40.0,257,South Austin Brewery,South Austin,TX
1942,1969,Kol' Beer,K?lsch,16.0 oz.,0.05%,22.0,257,South Austin Brewery,South Austin,TX
1944,1283,Na Zdraví Pilsner,Czech Pilsener,16.0 oz.,0.048,32.0,436,Southern Oregon Brewing Company,Medford,OR
1945,1282,Nice Rack IPA,American IPA,16.0 ounce,0.055,65.0,436,Southern Oregon Brewing Company,Medford,OR
1946,2362,2014 IPA Cicada Series,American IPA,16.0 oz,0.075,72.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1947,2346,Sinister Minister Black IPA,American IPA,16.0 oz.,0.077,65.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1948,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),12.0 oz,0.05%,45.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1949,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),12.0 oz.,0.058,60.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1950,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,12.0 OZ.,0.05,20.000000000000004,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1951,1745,Mississippi Fire Ant,American Amber / Red Ale,16.0 oz,0.08,80.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1952,1120,Hipster Breakfast,Oatmeal Stout,16.0 oz,0.06%,40.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1953,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,16.0 oz. Alumi-Tek,0.05%,20.000000000000004,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1954,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),16.0 ounce,0.058,60.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1955,2387,Pine Belt Pale Ale,American Pale Ale (APA),12.0 oz,0.065,45.0,118,Southern Star Brewing Company,Conroe,TX
1957,1740,Le Mort Vivant,Bière de Garde,12.0 oz.,0.069,23.0,118,Southern Star Brewing Company,Conroe,TX
1958,1728,Red Cockaded Ale,American Double / Imperial IPA,12.0 oz.,0.085,110.0,118,Southern Star Brewing Company,Conroe,TX
1959,1497,Valkyrie Double IPA,American Double / Imperial IPA,12.0 ounce,0.092,100.0,118,Southern Star Brewing Company,Conroe,TX
