Baseline,Dataset,时间（单位 s）,传统清洗的F1值,r_edr,hybrid_distance,edr,col_avg_rmse,col_avg_f1,P_do_nothing,P_demand_clean,P_repair_all,upper_bound_dirty,upper_bound_cleaned,upper_bound_clean,upper_bound_improvement,真值使用单元格数,ML_1,ML_2,ML_3,ML_4,ML_5,ML_6
lopster,adult,597.75,0,0,269531368.6013417,-103.74660194174757,9752.641826011537,1.0,0.8518518518518519,0.8107241569928137,0.8564953012714207,0.8185176041264022,0.9766706274025715,0.852085376351815,4.711454254817596,45222,"RF
    accuracy       : 0.810724
    f1             : 0.794345
    precision      : 0.798264
    recall         : 0.810724","LR
    accuracy       : 0.807629
    f1             : 0.788642
    precision      : 0.794772
    recall         : 0.807629","SVM
    accuracy       : 0.812272
    f1             : 0.803750
    precision      : 0.801845
    recall         : 0.812272","KNN
    accuracy       : 0.808071
    f1             : 0.799156
    precision      : 0.797046
    recall         : 0.808071","DT
    accuracy       : 0.797347
    f1             : 0.779401
    precision      : 0.781530
    recall         : 0.797347","GB
    accuracy       : 0.811498
    f1             : 0.791831
    precision      : 0.800197
    recall         : 0.811498"
mlimputer,adult,2.75,0,-183.3990291262136,0.002711511022423933,-183.3990291262136,0.02783374633387081,1.0,0.8518518518518519,0.8518518518518519,0.8564953012714207,0.8185176041264022,0.8185176041264022,0.852085376351815,0.0,0,"RF
    accuracy       : 0.851852
    f1             : 0.850218
    precision      : 0.849107
    recall         : 0.851852","LR
    accuracy       : 0.820343
    f1             : 0.808758
    precision      : 0.809779
    recall         : 0.820343","SVM
    accuracy       : 0.848425
    f1             : 0.841781
    precision      : 0.842025
    recall         : 0.848425","KNN
    accuracy       : 0.820011
    f1             : 0.819291
    precision      : 0.818638
    recall         : 0.820011","DT
    accuracy       : 0.774572
    f1             : 0.781346
    precision      : 0.792892
    recall         : 0.774572","GB
    accuracy       : 0.869431
    f1             : 0.865069
    precision      : 0.865134
    recall         : 0.869431"
raha_baran,adult,1564.49,0,0,0.002711511022423933,0.0,0.02783374633387081,1.0,0.8518518518518519,0.8518518518518519,0.8564953012714207,0.8185176041264022,0.8185176041264022,0.852085376351815,0.0,20,"RF
    accuracy       : 0.851852
    f1             : 0.850218
    precision      : 0.849107
    recall         : 0.851852","LR
    accuracy       : 0.820343
    f1             : 0.808758
    precision      : 0.809779
    recall         : 0.820343","SVM
    accuracy       : 0.848425
    f1             : 0.841781
    precision      : 0.842025
    recall         : 0.848425","KNN
    accuracy       : 0.820011
    f1             : 0.819291
    precision      : 0.818638
    recall         : 0.820011","DT
    accuracy       : 0.774572
    f1             : 0.781346
    precision      : 0.792892
    recall         : 0.774572","GB
    accuracy       : 0.869431
    f1             : 0.865069
    precision      : 0.865134
    recall         : 0.869431"
repairall,adult,11.04,1.0,1.0,0.0,1.0,0.0,1.0,0.8518518518518519,0.8564953012714207,0.8564953012714207,0.8185176041264022,0.852085376351815,0.852085376351815,1.0,1701,"RF
    accuracy       : 0.856495
    f1             : 0.853233
    precision      : 0.852068
    recall         : 0.856495","LR
    accuracy       : 0.820232
    f1             : 0.805998
    precision      : 0.809777
    recall         : 0.820232","SVM
    accuracy       : 0.848977
    f1             : 0.840983
    precision      : 0.842674
    recall         : 0.848977","KNN
    accuracy       : 0.826423
    f1             : 0.822815
    precision      : 0.820852
    recall         : 0.826423","DT
    accuracy       : 0.811277
    f1             : 0.812016
    precision      : 0.812822
    recall         : 0.811277","GB
    accuracy       : 0.868436
    f1             : 0.863062
    precision      : 0.864073
    recall         : 0.868436"
simpleimputer,adult,1.28,0,-183.3990291262136,0.002711511022423933,-183.3990291262136,0.02783374633387081,1.0,0.8518518518518519,0.8518518518518519,0.8564953012714207,0.8185176041264022,0.8185176041264022,0.852085376351815,0.0,0,"RF
    accuracy       : 0.851852
    f1             : 0.850218
    precision      : 0.849107
    recall         : 0.851852","LR
    accuracy       : 0.820343
    f1             : 0.808758
    precision      : 0.809779
    recall         : 0.820343","SVM
    accuracy       : 0.848425
    f1             : 0.841781
    precision      : 0.842025
    recall         : 0.848425","KNN
    accuracy       : 0.820011
    f1             : 0.819291
    precision      : 0.818638
    recall         : 0.820011","DT
    accuracy       : 0.774572
    f1             : 0.781346
    precision      : 0.792892
    recall         : 0.774572","GB
    accuracy       : 0.869431
    f1             : 0.865069
    precision      : 0.865134
    recall         : 0.869431"
uniclean,adult,33.03,0,0,0.002711511022423933,-158.05631067961164,0.02783374633387081,1.0,0.8518518518518519,0.8518518518518519,0.8564953012714207,0.8185176041264022,0.8185176041264022,0.852085376351815,0.0,0,"RF
    accuracy       : 0.851852
    f1             : 0.850218
    precision      : 0.849107
    recall         : 0.851852","LR
    accuracy       : 0.820343
    f1             : 0.808758
    precision      : 0.809779
    recall         : 0.820343","SVM
    accuracy       : 0.848425
    f1             : 0.841781
    precision      : 0.842025
    recall         : 0.848425","KNN
    accuracy       : 0.820011
    f1             : 0.819291
    precision      : 0.818638
    recall         : 0.820011","DT
    accuracy       : 0.774572
    f1             : 0.781346
    precision      : 0.792892
    recall         : 0.774572","GB
    accuracy       : 0.869431
    f1             : 0.865069
    precision      : 0.865134
    recall         : 0.869431"
Demandclean_ngt,beers,165.55,0.2979089085909191,0.0,0.2052006757991215,-2.392118226600985,,,0.3152400835073068,0.3402922755741127,0.3549060542797494,0.267711937716263,0.3245770857362552,0.3368055555555555,0.8230159282186826,0,"RF
    accuracy       : 0.340292
    f1             : 0.271493
    precision      : 0.277898
    recall         : 0.340292","LR
    accuracy       : 0.225470
    f1             : 0.124973
    precision      : 0.126926
    recall         : 0.225470","SVM
    accuracy       : 0.185804
    f1             : 0.058227
    precision      : 0.034523
    recall         : 0.185804","KNN
    accuracy       : 0.173278
    f1             : 0.141502
    precision      : 0.136222
    recall         : 0.173278","DT
    accuracy       : 0.244259
    f1             : 0.236271
    precision      : 0.254850
    recall         : 0.244259","GB
    accuracy       : 0.302714
    f1             : 0.252153
    precision      : 0.242680
    recall         : 0.302714"
Demandclean_v3,beers,894.73,0.7930574098305458,0.6379310344827587,0.0151068127259519,0.6181818181818182,,,0.3425605536332179,0.3103448275862069,0.328719723183391,0.3319436821381696,0.3344827586206896,0.3395537525354969,0.3336469112574506,0,"RF
    accuracy       : 0.017241
    f1             : 0.005305
    precision      : 0.003135
    recall         : 0.017241","LR
    accuracy       : 0.051724
    f1             : 0.014269
    precision      : 0.008276
    recall         : 0.051724","SVM
    accuracy       : 0.068966
    f1             : 0.012007
    precision      : 0.006594
    recall         : 0.068966","KNN
    accuracy       : 0.017241
    f1             : 0.005517
    precision      : 0.003284
    recall         : 0.017241","DT
    accuracy       : 0.000000
    f1             : 0.000000
    precision      : 0.000000
    recall         : 0.000000","GB
    accuracy       : 0.017241
    f1             : 0.007663
    precision      : 0.004926
    recall         : 0.017241"
Demandclean_v5,beers,273.98,0.2974305191087735,0.0,0.2043286062379435,-2.3963183540877098,,,0.3152400835073068,0.3444676409185804,0.3549060542797494,0.267711937716263,0.3175775694424288,0.3368055555555555,0.7217111114683586,5,"RF
    accuracy       : 0.344468
    f1             : 0.277356
    precision      : 0.261852
    recall         : 0.344468","LR
    accuracy       : 0.231733
    f1             : 0.134086
    precision      : 0.134389
    recall         : 0.231733","SVM
    accuracy       : 0.185804
    f1             : 0.058227
    precision      : 0.034523
    recall         : 0.185804","KNN
    accuracy       : 0.175365
    f1             : 0.135663
    precision      : 0.116311
    recall         : 0.175365","DT
    accuracy       : 0.254697
    f1             : 0.245537
    precision      : 0.245433
    recall         : 0.254697","GB
    accuracy       : 0.319415
    f1             : 0.267508
    precision      : 0.249221
    recall         : 0.319415"
Demandclean_v6,beers,20503.55,0.8555493585678705,0.5802469135802469,0.0037223972887805,0.6627604166666666,,,0.3796680497925311,0.2807017543859649,0.3858921161825726,0.2605809128630705,0.2488433473063189,0.2580912863070539,4.714588831962012,1146,"RF
    accuracy       : 0.263158
    f1             : 0.211400
    precision      : 0.203301
    recall         : 0.263158","LR
    accuracy       : 0.131579
    f1             : 0.078812
    precision      : 0.063503
    recall         : 0.131579","SVM
    accuracy       : 0.201754
    f1             : 0.096594
    precision      : 0.075825
    recall         : 0.201754","KNN
    accuracy       : 0.140351
    f1             : 0.106530
    precision      : 0.130387
    recall         : 0.140351","DT
    accuracy       : 0.236842
    f1             : 0.223312
    precision      : 0.247990
    recall         : 0.236842","GB
    accuracy       : 0.254386
    f1             : 0.228312
    precision      : 0.245518
    recall         : 0.254386"
Demandclean_v7,beers,455.88,0.0431309903659429,0.0228215767634854,0.0575502801485956,-0.2028725314183123,,,0.3796680497925311,0.2886597938144329,0.3858921161825726,0.2605809128630705,0.2531357388316151,0.2580912863070539,2.9904782359679936,0,"RF
    accuracy       : 0.237113
    f1             : 0.206961
    precision      : 0.188381
    recall         : 0.237113","LR
    accuracy       : 0.226804
    f1             : 0.154751
    precision      : 0.118411
    recall         : 0.226804","SVM
    accuracy       : 0.247423
    f1             : 0.153126
    precision      : 0.148769
    recall         : 0.247423","KNN
    accuracy       : 0.113402
    f1             : 0.105903
    precision      : 0.101470
    recall         : 0.113402","DT
    accuracy       : 0.206186
    f1             : 0.205080
    precision      : 0.210188
    recall         : 0.206186","GB
    accuracy       : 0.247423
    f1             : 0.216893
    precision      : 0.211033
    recall         : 0.247423"
Demandclean_v8,beers,491.82,0.0,0.0,0.0787437830447908,-0.3113069016152716,,,0.3796680497925311,0.2783505154639175,0.3858921161825726,0.2605809128630705,0.3048969072164948,0.2580912863070539,-17.800257731959228,0,"RF
    accuracy       : 0.360825
    f1             : 0.308117
    precision      : 0.282408
    recall         : 0.360825","LR
    accuracy       : 0.268041
    f1             : 0.173411
    precision      : 0.141246
    recall         : 0.268041","SVM
    accuracy       : 0.268041
    f1             : 0.143745
    precision      : 0.103026
    recall         : 0.268041","KNN
    accuracy       : 0.237113
    f1             : 0.177131
    precision      : 0.148394
    recall         : 0.237113","DT
    accuracy       : 0.298969
    f1             : 0.270850
    precision      : 0.279676
    recall         : 0.298969","GB
    accuracy       : 0.309278
    f1             : 0.282147
    precision      : 0.286351
    recall         : 0.309278"
activeclean,beers,1.06,0.3415032679738562,1.0,0.06193330259720301,0.20591133004926107,0.0,0.47000858256217093,0.22821576763485477,0.26348547717842324,0.2946058091286307,0.1950207468879668,0.1983402489626556,0.22157676348547714,0.12499999999999974,500,"RF
    accuracy       : 0.263485
    f1             : 0.214694
    precision      : 0.193691
    recall         : 0.263485","LR
    accuracy       : 0.182573
    f1             : 0.084959
    precision      : 0.055410
    recall         : 0.182573","SVM
    accuracy       : 0.188797
    f1             : 0.065398
    precision      : 0.081955
    recall         : 0.188797","KNN
    accuracy       : 0.172199
    f1             : 0.136911
    precision      : 0.119584
    recall         : 0.172199","DT
    accuracy       : 0.265560
    f1             : 0.244545
    precision      : 0.241834
    recall         : 0.265560","GB
    accuracy       : 0.267635
    f1             : 0.235451
    precision      : 0.247173
    recall         : 0.267635"
boostclean,beers,0.23,0,0,0.07799293069002614,0.0,0.0,0.3333333333333333,0.22821576763485477,0.22821576763485477,0.2946058091286307,0.1950207468879668,0.1950207468879668,0.22157676348547714,0.0,2410,"RF
    accuracy       : 0.228216
    f1             : 0.196250
    precision      : 0.179667
    recall         : 0.228216","LR
    accuracy       : 0.184647
    f1             : 0.062008
    precision      : 0.082217
    recall         : 0.184647","SVM
    accuracy       : 0.209544
    f1             : 0.097584
    precision      : 0.110301
    recall         : 0.209544","KNN
    accuracy       : 0.197095
    f1             : 0.147228
    precision      : 0.131368
    recall         : 0.197095","DT
    accuracy       : 0.215768
    f1             : 0.203749
    precision      : 0.206850
    recall         : 0.215768","GB
    accuracy       : 0.139004
    f1             : 0.154847
    precision      : 0.201828
    recall         : 0.139004"
ctxpipe,beers,N/A,0.005945745076179859,-9.084507042253522,0.10277393576148762,-0.31773399014778325,0.0,0.355281207133059,0.22821576763485477,0.23651452282157676,0.2946058091286307,0.1950207468879668,0.2004149377593361,0.22157676348547714,0.2031250000000006,0,"RF
    accuracy       : 0.236515
    f1             : 0.227168
    precision      : 0.234996
    recall         : 0.236515","LR
    accuracy       : 0.182573
    f1             : 0.109282
    precision      : 0.123381
    recall         : 0.182573","SVM
    accuracy       : 0.180498
    f1             : 0.094214
    precision      : 0.105753
    recall         : 0.180498","KNN
    accuracy       : 0.195021
    f1             : 0.147352
    precision      : 0.133564
    recall         : 0.195021","DT
    accuracy       : 0.180498
    f1             : 0.194388
    precision      : 0.231788
    recall         : 0.180498","GB
    accuracy       : 0.174274
    f1             : 0.204188
    precision      : 0.272752
    recall         : 0.174274"
deleteall,beers,0.03,0.002448355011476664,-7.106099110546379,570565.0700738503,-6.036157582298975,1068.2364705905234,0.33604405581555763,0.22821576763485477,0.2074688796680498,0.2946058091286307,0.1950207468879668,0.27942252715837623,0.22157676348547714,3.1782545383076095,0,"RF
    accuracy       : 0.207469
    f1             : 0.178417
    precision      : 0.206807
    recall         : 0.207469","LR
    accuracy       : 0.205394
    f1             : 0.149860
    precision      : 0.143367
    recall         : 0.205394","SVM
    accuracy       : 0.217842
    f1             : 0.171596
    precision      : 0.191364
    recall         : 0.217842","KNN
    accuracy       : 0.168050
    f1             : 0.148796
    precision      : 0.206905
    recall         : 0.168050","DT
    accuracy       : 0.259336
    f1             : 0.286377
    precision      : 0.393140
    recall         : 0.259336","GB
    accuracy       : 0.192946
    f1             : 0.180716
    precision      : 0.245696
    recall         : 0.192946"
donothing,beers,0.03,0,0,0.07799293069002614,0.0,0.0,0.3333333333333333,0.22821576763485477,0.22821576763485477,0.2946058091286307,0.1950207468879668,0.1950207468879668,0.22157676348547714,0.0,0,"RF
    accuracy       : 0.228216
    f1             : 0.196250
    precision      : 0.179667
    recall         : 0.228216","LR
    accuracy       : 0.184647
    f1             : 0.062008
    precision      : 0.082217
    recall         : 0.184647","SVM
    accuracy       : 0.209544
    f1             : 0.097584
    precision      : 0.110301
    recall         : 0.209544","KNN
    accuracy       : 0.197095
    f1             : 0.147228
    precision      : 0.131368
    recall         : 0.197095","DT
    accuracy       : 0.215768
    f1             : 0.203749
    precision      : 0.206850
    recall         : 0.215768","GB
    accuracy       : 0.139004
    f1             : 0.154847
    precision      : 0.201828
    recall         : 0.139004"
holoclean,beers,148.46,0.03789356366675954,-20.04225352112676,0.1326648224988474,-0.7009852216748769,0.0,0.4405043341213554,0.22821576763485477,0.006224066390041493,0.2946058091286307,0.1950207468879668,0.9995850622406639,0.22157676348547714,30.296875000000046,0,"RF
    accuracy       : 0.006224
    f1             : 0.000077
    precision      : 0.000039
    recall         : 0.006224","LR
    accuracy       : 0.006224
    f1             : 0.000077
    precision      : 0.000039
    recall         : 0.006224","SVM
    accuracy       : 0.006224
    f1             : 0.000077
    precision      : 0.000039
    recall         : 0.006224","KNN
    accuracy       : 0.006224
    f1             : 0.000077
    precision      : 0.000039
    recall         : 0.006224","DT
    accuracy       : 0.006224
    f1             : 0.000077
    precision      : 0.000039
    recall         : 0.006224","GB
    accuracy       : 0.006224
    f1             : 0.000077
    precision      : 0.000039
    recall         : 0.006224"
horizon,beers,14.09,0.10625,0.22950819672131148,0.07691716612878438,0.013793103448275862,0.0,0.5025166600618575,0.22821576763485477,0.22821576763485477,0.2946058091286307,0.1950207468879668,0.1950207468879668,0.22157676348547714,0.0,0,"RF
    accuracy       : 0.228216
    f1             : 0.196250
    precision      : 0.179667
    recall         : 0.228216","LR
    accuracy       : 0.184647
    f1             : 0.062008
    precision      : 0.082217
    recall         : 0.184647","SVM
    accuracy       : 0.209544
    f1             : 0.097584
    precision      : 0.110301
    recall         : 0.209544","KNN
    accuracy       : 0.197095
    f1             : 0.147228
    precision      : 0.131368
    recall         : 0.197095","DT
    accuracy       : 0.215768
    f1             : 0.203749
    precision      : 0.206850
    recall         : 0.215768","GB
    accuracy       : 0.139004
    f1             : 0.154847
    precision      : 0.201828
    recall         : 0.139004"
lopster,beers,43.69,0.00038058991436726926,-4.216915422885572,61153.04648839711,-4.1753694581280785,349.7218821898828,0.3336997343592562,0.22821576763485477,0.12655601659751037,0.2946058091286307,0.1950207468879668,0.06763485477178424,0.22157676348547714,-4.796875000000007,2410,"RF
    accuracy       : 0.126556
    f1             : 0.131553
    precision      : 0.194715
    recall         : 0.126556","LR
    accuracy       : 0.126556
    f1             : 0.124707
    precision      : 0.157993
    recall         : 0.126556","SVM
    accuracy       : 0.126556
    f1             : 0.112925
    precision      : 0.106133
    recall         : 0.126556","KNN
    accuracy       : 0.047718
    f1             : 0.054158
    precision      : 0.092062
    recall         : 0.047718","DT
    accuracy       : 0.134855
    f1             : 0.145308
    precision      : 0.173165
    recall         : 0.134855","GB
    accuracy       : 0.045643
    f1             : 0.056029
    precision      : 0.095282
    recall         : 0.045643"
