Baseline,Dataset,时间（单位 s）,传统清洗的F1值,r_edr,hybrid_distance,edr,col_avg_rmse,col_avg_f1,P_do_nothing,P_demand_clean,P_repair_all,upper_bound_dirty,upper_bound_cleaned,upper_bound_clean,upper_bound_improvement,真值使用单元格数,ML_1,ML_2,ML_3,ML_4,ML_5,ML_6
Demandclean_v3,adult,5643.33,0.5635891731121769,-0.36566725455614346,0.008576875282664122,-0.3838918283362728,,,0.8505086245024326,0.8551525873507297,0.8542680229986731,0.8184291476911966,0.8525497775264423,0.8523286315486308,1.0065235794958287,0,"RF
    accuracy       : 0.855721
    f1             : 0.852448
    precision      : 0.851072
    recall         : 0.855721","LR
    accuracy       : 0.821448
    f1             : 0.807130
    precision      : 0.809692
    recall         : 0.821448","SVM
    accuracy       : 0.849198
    f1             : 0.841323
    precision      : 0.842098
    recall         : 0.849198","KNN
    accuracy       : 0.827529
    f1             : 0.824701
    precision      : 0.822827
    recall         : 0.827529","DT
    accuracy       : 0.806302
    f1             : 0.808122
    precision      : 0.810297
    recall         : 0.806302","GB
    accuracy       : 0.866003
    f1             : 0.859670
    precision      : 0.860911
    recall         : 0.866003"
Demandclean_v3,beers,894.73,0.7930574098305458,0.6379310344827587,0.01510681272595193,0.6181818181818182,,,0.34256055363321797,0.3103448275862069,0.328719723183391,0.33194368213816966,0.33448275862068966,0.3395537525354969,0.3336469112574506,0,"RF
    accuracy       : 0.017241
    f1             : 0.005305
    precision      : 0.003135
    recall         : 0.017241","LR
    accuracy       : 0.051724
    f1             : 0.014269
    precision      : 0.008276
    recall         : 0.051724","SVM
    accuracy       : 0.068966
    f1             : 0.012007
    precision      : 0.006594
    recall         : 0.068966","KNN
    accuracy       : 0.017241
    f1             : 0.005517
    precision      : 0.003284
    recall         : 0.017241","DT
    accuracy       : 0.000000
    f1             : 0.000000
    precision      : 0.000000
    recall         : 0.000000","GB
    accuracy       : 0.017241
    f1             : 0.007663
    precision      : 0.004926
    recall         : 0.017241"
Demandclean_v3,bike,11600.46,0.7248263253621944,-0.010875194199896427,0.041749618711362936,0.5323607799130313,,,0.929398,1.000000,0.961849,1825.2803032229554,32.89330638915428,25.4989040055832,0.9958914997194734,37174,"RF
    mse            : 4.478727
    r2             : 0.999776","LR
    mse            : 0.000000
    r2             : 1.000000","RIDGE
    mse            : 0.001540
    r2             : 1.000000","LASSO
    mse            : 1.214352
    r2             : 0.999939","KNN
    mse            : 965.589443
    r2             : 0.951750","GB
    mse            : 12.742391
    r2             : 0.999363"
Demandclean_v3,breast_cancer,108.38,0.43603603598743995,0.2620967741935484,0.20558414691836385,0.3611111111111111,,,0.964286,0.964286,0.985714,0.9164371772805507,0.9474182444061962,0.9546184738955823,0.8114199849737033,104,"RF
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000","LR
    accuracy       : 0.964286
    f1             : 0.964786
    precision      : 0.967980
    recall         : 0.964286","SVM
    accuracy       : 0.988095
    f1             : 0.988156
    precision      : 0.988536
    recall         : 0.988095","KNN
    accuracy       : 0.976190
    f1             : 0.976190
    precision      : 0.976190
    recall         : 0.976190","DT
    accuracy       : 0.964286
    f1             : 0.963643
    precision      : 0.966042
    recall         : 0.964286","GB
    accuracy       : 1.000000
    f1             : 1.000000
    precision      : 1.000000
    recall         : 1.000000"
Demandclean_v3,har,5979.68,0.17726424230302132,-1.7263506063947078,0.12856122552076193,-1.9820359281437125,,,0.49107,0.787569,0.700522,0.523812589595373,0.7858989943837061,0.6875855528743158,1.6003032462808902,5077,"KMeans
    silhouette      : 0.785899","Agglomerative
    silhouette     : 0.787569
    ari            : 0.835610","Spectral
    silhouette     : 0.787701
    ari            : 0.930585",,,
Demandclean_v3,mercedes,10439.65,0.8883197618597953,0.0,0.04056437389770726,0.799247493582442,,,0.5493791207518035,0.49220883372505886,0.49220883372505886,82.43558994258044,82.61599756727463,82.61599756727463,1.0,301127,"RF
    mse            : 81.418962
    r2             : 0.476910","LR
    mse            : 40131165440418979429172117504.000000
    r2             : -257829624168733250991161344.000000","RIDGE
    mse            : 69.485810
    r2             : 0.553576","LASSO
    mse            : 68.557023
    r2             : 0.559544","KNN
    mse            : 93.871103
    r2             : 0.396909","GB
    mse            : 64.553970
    r2             : 0.585262"
Demandclean_v3,nasa,25.73,0.11074918562111946,-0.32697947214076245,0.24327050947012513,-0.5513196480938416,,,-0.001071,0.156052,0.531992,33.01175007447022,29.132061692283525,13.015656489182849,0.19402231569076445,69,"RF
    mse            : 26.338649
    r2             : 0.464211","LR
    mse            : 41.487329
    r2             : 0.156052","RIDGE
    mse            : 41.492499
    r2             : 0.155947","LASSO
    mse            : 46.112161
    r2             : 0.061972","KNN
    mse            : 45.576709
    r2             : 0.072865","GB
    mse            : 30.315542
    r2             : 0.383312"
Demandclean_v3,smartfactory,4187.29,0.0,-2.326801071478923,0.056999387886281255,-6.766389397998026,,,0.7483611757242546,0.7802918164516811,0.9816028758722775,0.7222668640304504,0.7132586170437725,0.7009938676252907,0.42345924453280087,0,"RF
    accuracy       : 0.970607
    f1             : 0.970385
    precision      : 0.970413
    recall         : 0.970607","LR
    accuracy       : 0.770142
    f1             : 0.674950
    precision      : 0.686970
    recall         : 0.770142","SVM
    accuracy       : 0.777120
    f1             : 0.686833
    precision      : 0.802032
    recall         : 0.777120","KNN
    accuracy       : 0.811800
    f1             : 0.804155
    precision      : 0.800648
    recall         : 0.811800","DT
    accuracy       : 0.950941
    f1             : 0.951144
    precision      : 0.951425
    recall         : 0.950941","GB
    accuracy       : 0.802284
    f1             : 0.745766
    precision      : 0.812498
    recall         : 0.802284"
Demandclean_v3,soilmoisture,216.50,0.0,0.0,0.22544144307695346,-0.0017533606078316774,,,0.854402,0.81147,0.941308,5.002473236458931,5.945521791666674,8.775232320434073,0.24996256962533273,0,"RF
    mse            : 3.339120
    r2             : 0.781141","LR
    mse            : 40.795002
    r2             : -1.673866","RIDGE
    mse            : 26.098149
    r2             : -0.710576","LASSO
    mse            : 11.907519
    r2             : 0.219534","KNN
    mse            : 4.405332
    r2             : 0.711257","GB
    mse            : 2.876394
    r2             : 0.811470"
Demandclean_v5,adult,13372.45,0.00021396349423345246,-25.342718446601943,0.24394636722388618,-162.31747572815533,,,0.8518518518518519,0.8527363184079602,0.8564953012714207,0.8143957962029418,0.8126267408367779,0.8499982307137097,-0.0496891684648376,857,"RF
    accuracy       : 0.852736
    f1             : 0.851207
    precision      : 0.850144
    recall         : 0.852736","LR
    accuracy       : 0.820564
    f1             : 0.808738
    precision      : 0.810018
    recall         : 0.820564","SVM
    accuracy       : 0.848203
    f1             : 0.841487
    precision      : 0.841772
    recall         : 0.848203","KNN
    accuracy       : 0.818795
    f1             : 0.817836
    precision      : 0.816992
    recall         : 0.818795","DT
    accuracy       : 0.772471
    f1             : 0.779542
    precision      : 0.791764
    recall         : 0.772471","GB
    accuracy       : 0.868988
    f1             : 0.864863
    precision      : 0.864703
    recall         : 0.868988"
Demandclean_v5,beers,273.98,0.29743051910877355,0.0,0.20432860623794352,-2.3963183540877098,,,0.31524008350730687,0.3444676409185804,0.35490605427974947,0.267711937716263,0.3175775694424288,0.3368055555555555,0.7217111114683586,5,"RF
    accuracy       : 0.344468
    f1             : 0.277356
    precision      : 0.261852
    recall         : 0.344468","LR
    accuracy       : 0.231733
    f1             : 0.134086
    precision      : 0.134389
    recall         : 0.231733","SVM
    accuracy       : 0.185804
    f1             : 0.058227
    precision      : 0.034523
    recall         : 0.185804","KNN
    accuracy       : 0.175365
    f1             : 0.135663
    precision      : 0.116311
    recall         : 0.175365","DT
    accuracy       : 0.254697
    f1             : 0.245537
    precision      : 0.245433
    recall         : 0.254697","GB
    accuracy       : 0.319415
    f1             : 0.267508
    precision      : 0.249221
    recall         : 0.319415"
Demandclean_v5,bike,13007.26,0.14148621572796566,0.01989335520918786,0.38920125875972417,0.03572690510776962,,,0.929398,0.999917,0.961849,1407.3185645978879,653.0730226973784,12.546433417093743,0.5407661402454149,2089,"RF
    mse            : 76.927012
    r2             : 0.997552","LR
    mse            : 2.620294
    r2             : 0.999917","RIDGE
    mse            : 2.643532
    r2             : 0.999916","LASSO
    mse            : 2.059012
    r2             : 0.999934","KNN
    mse            : 1383.619816
    r2             : 0.955971","GB
    mse            : 65.165590
    r2             : 0.997926"
Demandclean_v5,breast_cancer,88.11,0.3130434782113696,0.17676767676767677,0.10388610334049594,0.17391304347826086,,,0.964286,0.985714,0.985714,0.9450659781985082,0.9692097026604068,0.9569994262765347,2.0231976796677467,41,"RF
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","LR
    accuracy       : 0.985714
    f1             : 0.985714
    precision      : 0.985714
    recall         : 0.985714","SVM
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","KNN
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857","DT
    accuracy       : 0.985714
    f1             : 0.985714
    precision      : 0.985714
    recall         : 0.985714","GB
    accuracy       : 0.992857
    f1             : 0.992830
    precision      : 0.992928
    recall         : 0.992857"
Demandclean_v5,har,27612.83,0.0,-10.61820652173913,0.13581533944571805,-12.417112299465241,,,0.49107,0.87194,0.700522,0.523812589595373,0.8702014402178354,0.6875855528743158,2.1150551573795675,0,"KMeans
    silhouette      : 0.870201","Agglomerative
    silhouette     : 0.871940
    ari            : 0.996128","Spectral
    silhouette     : 0.366793
    ari            : 0.006216",,,
Demandclean_v5,mercedes,7070.32,0.6417983967988137,0.0,0.40715822850469713,0.3149555549587776,,,0.36,0.4284,0.3937,71.728610989802,63.65460141614574,71.00816887300775,11.207020502331554,24851,"RF
    mse            : 116.511968
    r2             : 0.383578","LR
    mse            : 48160714487762865827015032832.000000
    r2             : -254800825673398662872432640.000000","RIDGE
    mse            : 169.257107
    r2             : 0.104522","LASSO
    mse            : 120.556241
    r2             : 0.362181","KNN
    mse            : 145.063613
    r2             : 0.232521","GB
    mse            : 108.972925
    r2             : 0.423464"
Demandclean_v5,nasa,354.30,0.0814582739732843,-0.9629629629629629,0.25757088170402803,-5.337690631808279,,,-0.001071,0.531284,0.531992,28.88795953614174,17.223797781209107,17.223797781209107,1.0,506,"RF
    mse            : 15.209207
    r2             : 0.680037","LR
    mse            : 22.280060
    r2             : 0.531284","RIDGE
    mse            : 47.363943
    r2             : 0.003582","LASSO
    mse            : 47.587108
    r2             : -0.001113","KNN
    mse            : 30.571983
    r2             : 0.356843","GB
    mse            : 19.134680
    r2             : 0.597455"
Demandclean_v5,smartfactory,2757.72,0.07539543738231125,-1.6794692737430168,0.16992997229133405,-3.763733705772812,,,0.9617255233664622,0.9663776696976105,0.9663776696976105,0.9383236418583287,0.9540636042402827,0.9534784607806388,1.038611049240745,0,"RF
    accuracy       : 0.966378
    f1             : 0.966070
    precision      : 0.966176
    recall         : 0.966378","LR
    accuracy       : 0.762741
    f1             : 0.666495
    precision      : 0.781919
    recall         : 0.762741","SVM
    accuracy       : 0.766124
    f1             : 0.672690
    precision      : 0.815303
    recall         : 0.766124","KNN
    accuracy       : 0.814337
    f1             : 0.807818
    precision      : 0.805031
    recall         : 0.814337","DT
    accuracy       : 0.949038
    f1             : 0.949268
    precision      : 0.949603
    recall         : 0.949038","GB
    accuracy       : 0.797209
    f1             : 0.741558
    precision      : 0.817428
    recall         : 0.797209"
Demandclean_v5,soilmoisture,6750.72,0.40288678389241456,0.004914004914004914,0.19984855238941412,0.16530923899210995,,,0.854402,0.927101,0.941308,2.7058391546880474,1.3835350794155368,0.5130331404968388,0.6030191757569706,4267,"RF
    mse            : 0.969684
    r2             : 0.934735","LR
    mse            : 3.009483
    r2             : 0.797445","RIDGE
    mse            : 3.033765
    r2             : 0.795811","LASSO
    mse            : 11.621714
    r2             : 0.217794","KNN
    mse            : 2.500223
    r2             : 0.831721","GB
    mse            : 1.083108
    r2             : 0.927101"
Demandclean_v6,adult,21499.78,0.5045358038547564,-0.4861845972957084,0.008957019995301081,-0.5091122868900647,,,0.8505086245024326,0.8532728881026095,0.8542680229986731,0.8184291476911966,0.8449648020157701,0.8523286315486308,0.782774582532594,7176,"RF
    accuracy       : 0.852736
    f1             : 0.849682
    precision      : 0.848217
    recall         : 0.852736","LR
    accuracy       : 0.821669
    f1             : 0.807656
    precision      : 0.809951
    recall         : 0.821669","SVM
    accuracy       : 0.849972
    f1             : 0.842154
    precision      : 0.842973
    recall         : 0.849972","KNN
    accuracy       : 0.824986
    f1             : 0.822594
    precision      : 0.820871
    recall         : 0.824986","DT
    accuracy       : 0.801658
    f1             : 0.804229
    precision      : 0.807490
    recall         : 0.801658","GB
    accuracy       : 0.867551
    f1             : 0.861291
    precision      : 0.862638
    recall         : 0.867551"
Demandclean_v6,beers,20503.55,0.8555493585678705,0.5802469135802469,0.0037223972887805434,0.6627604166666666,,,0.3796680497925311,0.2807017543859649,0.38589211618257263,0.2605809128630705,0.2488433473063189,0.25809128630705397,4.714588831962012,1146,"RF
    accuracy       : 0.263158
    f1             : 0.211400
    precision      : 0.203301
    recall         : 0.263158","LR
    accuracy       : 0.131579
    f1             : 0.078812
    precision      : 0.063503
    recall         : 0.131579","SVM
    accuracy       : 0.201754
    f1             : 0.096594
    precision      : 0.075825
    recall         : 0.201754","KNN
    accuracy       : 0.140351
    f1             : 0.106530
    precision      : 0.130387
    recall         : 0.140351","DT
    accuracy       : 0.236842
    f1             : 0.223312
    precision      : 0.247990
    recall         : 0.236842","GB
    accuracy       : 0.254386
    f1             : 0.228312
    precision      : 0.245518
    recall         : 0.254386"
Demandclean_v6,bike,12852.92,0.1956094106076141,-0.0903010033444816,0.356307820064433,-0.18804052384482334,,,0.929398,0.871864,0.961849,1825.2803032229554,2708.802347939495,25.4989040055832,-0.49090519832060486,1754,"RF
    mse            : 2037.249486
    r2             : 0.973392","LR
    mse            : 9810.688585
    r2             : 0.871864","RIDGE
    mse            : 9815.715526
    r2             : 0.871799","LASSO
    mse            : 9813.389086
    r2             : 0.871829","KNN
    mse            : 7586.847521
    r2             : 0.900909","GB
    mse            : 2374.781811
    r2             : 0.968983"
