abv,ibu,is_ipa
0.075,16.055667281508576,1
0.068,33.39250512443975,0
0.083,0.0,0
0.052,9.0,0
0.049,69.0,0
0.085,20.0,1
0.055,17.0,0
0.063,100.0,1
0.053,14.0,0
0.042,13.0,0
0.058,28.0,0
0.065,40.0,0
0.072,114.41117967341859,1
0.095,19.0,0
0.063,69.0,1
0.045,28.0,0
0.056,92.6196031989922,0
0.053,0.0,0
0.09,30.0,0
0.087,80.0,1
0.056,23.0,0
0.049,17.0,0
0.06,0.0,0
0.051,115.87891419771299,0
0.058,18.0,0
0.057,0.0,0
0.048,65.0,0
0.063,122.90097304315418,1
0.08,52.015387808719964,0
0.05,0.0,0
0.055,90.81499773587134,1
0.052,23.0,0
0.099,60.81687445168183,0
0.072,82.74172518306683,0
0.07,100.0,1
0.044,98.62588057881234,0
0.065,113.46589067995839,0
0.054,15.5767739078758,0
0.065,34.0,0
0.063,0.0,0
0.042,0.0,0
0.055,0.5914844126080396,0
0.054,117.28969759839218,0
0.069,20.0,0
0.067,109.57272818335514,1
0.069,81.0,1
0.055,18.0,0
0.06,20.0,0
0.063,0.0,0
0.06,14.932052904336196,1
0.054,9.785340119773068,0
0.072,109.99592319232545,1
0.066,0.0,0
0.055,25.0,0
0.057,15.0,0
0.072,75.0,0
0.056,12.0,0
0.07,40.0,1
0.042,10.0,0
0.055,,0
0.05,21.0,0
0.066,75.0,1
0.05,32.0,0
0.091,91.0,1
0.051,31.003965860144948,0
0.052,102.09893352491557,0
0.048,5.8058128465663685,1
0.045,8.0,0
0.064,66.0,1
0.07,22.0,0
0.055,28.0,0
0.045,55.0,1
0.067,108.68327882790003,1
0.057,32.0,0
0.084,90.0,0
0.05,36.0,0
0.057,23.0,0
0.04,92.80992249848376,0
0.075,70.0,1
0.05,40.0,1
0.053,30.0,0
0.095,104.0,1
0.049,35.0,0
0.044,5.0,0
0.039,20.0,0
0.067,3.3572665281913316,1
0.07,28.0,0
0.082,153.34345983688092,1
0.057,10.0,0
0.045,15.0,0
0.057,47.874686392993155,0
0.061,30.0,0
0.05,1.7663926871425772,0
0.051,55.0,0
0.08,69.0,0
0.09,118.0,1
0.067,70.0,1
0.052,16.0,0
0.057,44.0,0
0.057,26.89840384272891,0
0.039,20.0,0
0.078,45.0,0
0.042,20.0,0
0.058,0.0,1
0.056,0.0,0
0.052,24.0,0
0.043,64.0,1
0.064,,1
0.048,22.798101028481163,0
0.058,106.70260235352377,0
0.042,9.0,0
0.05,29.0,0
0.065,70.0,1
0.085,86.0,1
0.065,80.0,0
0.051,26.0,0
0.087,85.0,1
0.055,20.0,0
0.045,18.0,0
0.052,133.71957184666297,0
0.068,52.0,1
0.052,18.0,0
0.053,11.0,0
0.058,0.0,0
0.052,18.0,0
0.072,104.27822265690358,1
0.049,22.0,0
0.054,27.0,0
0.052,67.0,1
0.05,65.0,0
0.062,34.98353984385274,1
0.06,15.0,0
0.08,31.0,0
0.069,12.0,1
0.099,94.48089382728935,0
0.065,80.0,1
0.059,0.0,0
0.055,0.0,0
0.065,65.0,0
0.05,,0
0.082,,0
0.065,70.0,1
0.05,44.0,0
0.065,100.92755609431268,1
0.065,31.0,0
0.047,19.0,0
0.069,69.0,1
0.055,25.0,0
0.045,,0
0.089,126.0,1
0.055,73.97152933722904,0
0.075,99.98654759844996,0
0.088,75.0,1
0.07,70.0,1
0.052,18.0,0
0.049,25.0,0
0.047,9.0,0
0.08,70.0,1
0.051,26.0,0
0.075,24.0,0
0.042,23.726826918952202,0
0.054,,0
0.045,17.0,0
0.052,21.0,0
0.058,69.0,0
0.073,88.29144651989088,0
0.055,1.0559963982554095,0
0.058,77.79546488828068,0
0.056,0.0,0
0.072,69.0,1
0.044,0.0,0
0.069,90.0,0
0.06,28.0,0
0.098,76.0,1
0.047,,0
0.065,32.0,0
0.06,29.0,0
0.058,15.0,0
0.062,80.0,1
0.07,89.03501367207808,0
0.075,72.0,1
0.077,27.0,0
0.05,2.2442147314569425,0
0.078,35.0,0
0.065,111.55683725136879,1
0.068,100.0,1
0.056,27.0,0
0.058,27.0,0
0.04,5.0,0
0.081,0.0,0
0.061,10.585252020935584,1
0.071,129.2407938226207,1
0.069,14.4335678496601,1
0.051,20.0,0
0.057,75.0,0
0.071,75.0,1
0.079,18.0,0
0.065,104.0160301420195,1
0.042,2.101402549625469,0
0.037,21.0,0
0.048,23.0,0
0.062,78.06946309335396,1
0.08,80.0,0
0.056,33.0,0
0.046,30.0,0
0.051,11.0,0
0.06,43.0,0
0.058,0.0,0
0.046,47.0,1
0.066,20.892078947903038,0
0.063,83.42579717362652,0
0.055,15.0,0
0.055,25.0,0
0.05,15.98584026872796,0
0.058,0.0,0
0.05,25.0,0
0.08,68.0,1
0.09,30.0,0
0.062,88.00957725417845,0
0.062,70.0,1
0.074,97.0,1
0.039,47.187237369723434,0
0.047,36.12911485993027,0
0.062,79.38953598637559,0
0.07,70.0,1
0.05,20.0,0
0.055,7.08796016445072,1
0.079,58.0,0
0.05,20.0,0
0.067,109.23499954453746,1
0.056,21.0,0
0.061,76.0,1
0.06,129.66532110963772,0
0.051,11.0,0
0.062,17.0,0
0.055,45.0,0
0.06,68.15740440039573,0
0.041,8.0,0
0.065,106.63535701269988,0
0.054,40.0,0
0.059,35.0,1
0.042,25.79162100068952,0
0.058,28.0,0
0.059,93.10264514882547,1
0.048,0.0,0
0.053,27.0,0
0.065,7.256064660233115,0
0.044,22.0,0
0.063,0.0,0
0.052,20.0,0
0.065,110.4661873790316,1
0.051,72.0,0
0.07,68.0,0
0.072,33.0,0
0.08,85.0,1
0.04,22.0,0
0.055,13.0,0
0.066,72.0,1
0.042,30.0,1
0.051,67.56881349592499,0
0.04,32.0,0
0.09,75.0,1
0.042,12.0,0
0.05,18.0,0
0.048,30.0,0
0.06,69.0,1
0.04,0.0,0
0.08,80.0,0
0.045,18.0,0
0.053,0.0,0
0.07,104.61534234326513,1
0.052,1.1293085752963208,0
0.055,52.015944001158275,0
0.04,17.0,0
0.053,22.0,0
0.054,24.0,0
0.07,89.76083909314593,0
0.052,21.0,0
0.057,31.0,0
0.047,9.0,0
0.047,0.0,0
0.099,,0
0.034,6.0,0
0.054,16.97209375315619,0
0.095,99.0,1
0.092,100.0,1
0.057,34.0,0
0.056,113.44672061767675,0
0.072,15.108809412816015,0
0.057,110.79346206431237,0
0.05,15.0,0
0.05,20.0,0
0.051,58.0,0
0.083,23.0,0
0.099,20.358719989135935,0
0.04,20.0,0
0.053,22.0,0
0.046,18.0,0
0.051,10.0,0
0.062,107.1163010641934,1
0.05,28.0,0
0.075,90.0,1
0.062,10.390498291469012,0
0.058,15.0,0
0.065,77.0,1
0.05,20.0,0
0.059,55.819304361557364,1
0.085,90.0,1
0.068,47.0,1
0.05,42.0,0
0.059,19.762643337118732,1
0.058,73.45506973982589,1
0.047,45.0,1
0.061,94.0,1
0.05,20.0,0
0.069,6.0,0
0.065,70.0,0
0.051,17.0,0
0.063,43.0,0
0.046,11.0,0
0.06,95.24036801245413,1
0.048,22.0,0
0.041,18.0,0
0.058,36.8879568940634,0
0.065,33.0,1
0.05,0.0,0
0.087,85.0,1
0.065,90.0,1
0.05,26.0,0
0.056,20.0,0
0.055,10.0,0
0.058,78.07286490990467,0
0.097,94.0,1
0.052,,0
0.05,22.0,0
0.052,18.0,0
0.089,88.0,1
0.048,15.0,0
0.047,19.0,0
0.07,80.0,1
0.068,75.0,1
0.049,17.0,0
0.043,46.0,0
0.058,85.96762801398671,0
0.057,,0
0.06,75.0,1
0.052,25.0,0
0.049,20.0,0
0.05,100.0,1
0.037,10.0,0
0.07,68.0,1
0.053,0.0,0
0.055,0.0,0
0.06,,0
0.053,67.6695996120178,0
0.085,13.919641101978044,0
0.051,17.0,0
0.05,20.0,0
0.065,27.0,0
0.045,25.0,0
0.099,85.0,0
0.072,,1
0.04,7.0,0
0.056,20.0,0
0.069,64.8714220969693,1
0.042,0.0,0
0.053,20.0,0
0.065,96.8607751405871,0
0.049,29.0,0
0.043,22.0,0
0.055,0.0,0
0.047,20.0,0
0.064,23.585131522236267,1
0.073,85.0,0
0.045,25.0,0
0.072,65.0,1
0.047,9.0,0
0.044,28.0,0
0.049,0.0,0
0.059,14.0,0
0.059,60.0,0
0.065,11.0,0
0.082,136.86293901428883,1
0.072,157.9120675558177,1
0.064,75.0,1
0.062,15.0,1
0.072,72.0,1
0.057,18.0,0
0.052,15.0,0
0.054,15.0,0
0.07,70.0,1
0.092,61.0,0
0.027,21.0,0
0.051,20.0,0
0.075,51.312862594747166,1
0.063,75.0,1
0.068,16.0,0
0.055,145.08613705916412,0
0.069,20.0,0
0.06,25.0,0
0.05,28.0,0
0.046,18.0,0
0.06,95.14466382217535,0
0.06,108.57001174478248,1
0.072,22.0,0
0.05,19.0,0
0.06,70.0,1
0.057,70.0,1
0.045,30.0,1
0.065,60.0,0
0.067,74.0,1
0.052,23.0,0
0.045,32.0,0
0.059,15.289510248871274,0
0.05,16.0,0
0.068,14.769000700912756,1
0.04,20.0,0
0.087,85.0,1
0.049,22.0,0
0.048,18.0,0
0.07,138.17373082227925,1
0.09,,1
0.045,27.0,0
0.09,17.790164880187298,0
0.07,80.0,1
0.045,15.0,0
0.068,21.0,0
0.05,0.0,0
0.049,17.0,0
0.07,79.99466966729345,1
0.075,93.0,0
0.048,32.0,0
0.055,0.0,0
0.039,20.0,0
0.047,45.0,0
0.049,39.68621841557847,0
0.06,45.0,1
0.045,24.0,0
0.056,40.0,0
0.065,129.63085323098267,0
0.061,0.0,0
0.085,86.0,1
0.077,23.0,0
0.066,30.0,0
0.046,27.0,0
0.071,64.0,1
0.052,32.0,0
0.099,100.0,1
0.099,100.0,0
0.052,27.0,0
0.072,72.40829985367519,1
0.05,20.0,0
0.059,18.0,0
0.049,22.0,0
0.055,20.0,0
0.039,20.0,0
0.062,65.0,1
0.061,50.0,0
0.066,40.0,0
0.044,12.0,0
0.068,70.0,1
0.059,75.0,1
0.052,78.68079758201822,0
0.054,104.71133856778201,0
0.052,25.328082730824676,0
0.047,11.0,0
0.08,89.43209688718767,0
0.063,60.0,1
0.053,22.0,0
0.045,20.0,0
0.062,17.64592247994517,1
0.07,70.0,1
0.055,53.67118972576022,0
0.065,71.0,1
0.052,24.0,0
0.062,24.33832642035197,1
0.056,70.0,1
0.099,85.0,0
0.058,0.0,0
0.088,112.34771238651035,1
0.048,32.0,0
0.05,22.0,0
0.053,32.0,0
0.048,15.0,0
0.042,24.0,0
0.052,34.0,0
0.059,27.0,0
0.068,60.0,1
0.05,5.0,0
0.063,23.0,0
0.052,27.0,0
0.065,10.393716562548434,1
0.062,111.01433146904296,0
0.035,33.0,0
0.062,75.0,1
0.051,34.0,0
0.052,18.0,0
0.072,93.0,1
0.061,16.13011151699243,1
0.071,16.0,0
0.095,25.0,0
0.07,105.0,1
0.055,30.0,0
0.04,80.51265437707858,1
0.05,49.4105295693537,0
0.068,70.0,1
0.055,30.0,0
0.059,108.19025074884556,1
0.052,60.0,0
0.071,0.0,0
0.047,9.0,0
0.099,90.0,1
0.054,70.0,0
0.08,28.0,0
0.08,88.0,1
0.05,16.0,0
0.06,23.0,0
0.095,85.0,1
0.07,70.0,1
0.058,20.0,0
0.07,80.0,1
0.065,0.0,0
0.054,20.0,0
0.073,,0
0.046,0.0,0
0.065,42.0,1
0.061,80.11898030025259,1
0.06,24.0,0
0.056,35.0,0
0.068,104.29737429008685,0
0.05,7.0,0
0.049,,0
0.071,77.0,1
0.042,20.0,0
0.05,30.0,0
0.056,40.0,0
0.067,74.0,1
0.059,6.480049651055286,0
0.049,25.0,0
0.05,,0
0.068,68.0,1
0.08,66.0,0
0.042,40.0,1
0.09,99.0,0
0.073,90.02481904478816,1
0.05,1.2058678128465372,0
0.058,0.0,0
0.092,5.0,0
0.048,28.0,0
0.082,80.0,1
0.07,18.0,0
0.045,18.0,0
0.067,40.032921328312554,1
0.08,70.0,1
0.048,10.0,0
0.05,30.0,0
0.04,28.0,0
0.082,25.0,0
0.045,25.0,0
0.056,0.0,0
0.052,12.0,0
0.07,75.0148400484449,1
0.055,110.0894245232347,0
0.062,106.59575301821666,1
0.056,21.0,0
0.045,16.0,0
0.055,37.0,0
0.074,10.329428358274768,1
0.054,13.0,0
0.052,0.0,0
0.059,15.0,0
0.051,22.0,0
0.07,82.0,1
0.099,68.62097556041961,0
0.062,17.0,0
0.046,0.0,0
0.07,103.75456795990506,0
0.056,30.0,0
0.042,106.32172519501583,0
0.063,35.0,0
0.07,80.0,1
0.032,52.995387035856574,0
0.056,35.29601662029939,0
0.055,40.0,1
0.085,82.97660340335435,1
0.057,105.43563198299567,0
0.055,15.0,0
0.065,70.0,1
0.083,45.0,0
0.063,125.374352304403,1
0.072,75.0,1
0.047,22.00761502267519,0
0.037,34.0,0
0.099,102.15428252168556,0
0.045,,0
0.065,52.0,1
0.054,24.0,0
0.039,20.0,0
0.05,15.0,0
0.042,20.0,0
0.088,108.0,1
0.048,12.0,0
0.053,40.0,0
0.052,27.0,0
0.044,52.0,0
0.042,0.0,0
0.058,72.0,1
0.06,113.13920392373876,0
0.063,70.0,1
0.068,28.0,0
0.07,0.0,0
0.065,26.0,0
0.05,0.0,0
0.055,70.61335942504827,0
0.05,72.0,0
0.05,12.0,0
0.05,0.0,0
0.049,68.3668727078059,0
0.058,26.177887378042755,0
0.075,77.0,0
0.052,105.74721248666862,0
0.07,70.0,1
0.053,16.0,0
0.054,30.0,0
0.045,21.0,0
0.055,25.0,0
0.072,91.23943725195171,1
0.053,22.0,0
0.055,0.0,0
0.055,25.0,0
0.057,29.0,0
0.052,26.0,0
0.072,27.0,0
0.056,18.0,0
0.06,110.19348175744541,1
0.048,0.0,0
0.064,0.0,1
0.046,18.0,0
0.05,10.632704571465336,0
0.062,39.25653647119216,1
0.061,33.379312424928756,0
0.057,145.49708321686214,1
0.052,29.0,0
0.07,86.08889726915001,0
0.056,103.70808847238365,0
0.073,83.0,1
0.06,0.0,0
0.05,0.0,1
0.051,,0
0.07,117.95191220990424,1
0.06,5.00712326292296,0
0.049,22.0,0
0.05,17.25964947497709,0
0.056,100.4757484195209,0
0.055,0.0,0
0.065,20.035783481538253,1
0.048,20.0,0
0.055,12.0,0
0.044,18.0,0
0.05,10.0,0
0.053,18.0,0
0.07,105.479212025607,1
0.065,30.0,0
0.049,28.0,0
0.066,16.0,1
0.052,20.0,0
0.092,161.93484337926665,1
