index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
137,1172,Mo's Gose,Gose,16,0.052,10,461,Armstrong Brewing Company,South San Francisco,CA
629,359,Sankaty Light Lager,Light Lager,12,0.038,empty,145,Cisco Brewers,Nantucket,MA
335,513,Bomb Lager (Old Recipe),Munich Helles Lager,12,0.045,27,525,Bomb Beer Company,New York,NY
2004,1450,St. Benedict's Winter Ale,Winter Warmer,12,0.062,empty,131,Stevens Point Brewery,Stevens Point,WI
2281,2563,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,19.2,0.068,24,51,Upslope Brewing Company,Boulder,CO
1852,426,Torpedo,American IPA,16,0.072,65,83,Sierra Nevada Brewing Company,Chico,CA
2131,827,Tempter IPA,American IPA,12,0.064,empty,480,Telluride Brewing Company,Telluride,CO
711,1944,Incredible Pedal IPA,American IPA,12,0.07,empty,263,Denver Beer Company,Denver,CO
2002,2121,Point Special (2012),American Adjunct Lager,12,0.047,9,131,Stevens Point Brewery,Stevens Point,WI
1191,195,Lancaster German Style K?lsch,K?lsch,12,0.048,28,545,Lancaster Brewing Company,Lancaster,PA
1317,1986,Bushwhacker Cider,Cider,16,0.069,empty,254,Meckley's Cidery,Somerset Center,MI
2214,2445,Troegenator,Doppelbock,16,0.082,empty,97,Tr?egs Brewing Company,Hershey,PA
466,383,Black Adder IBA (Current),American Black Ale,16,0.073,85,530,Buckbean Brewing Company,Reno,NV
1980,1634,Alley Time,American Pale Ale (APA),12,0.06,empty,175,Spiteful Brewing Company,Chicago,IL
2383,2148,#002 American I.P.A.,American IPA,12,0.071,60,211,Wisconsin Brewing Company,Verona,WI
2273,2506,Old Pro,Gose,12,0.042,10,71,Union Craft Brewing,Baltimore,MD
1265,1484,Summer Paradise,American Pale Wheat Ale,12,0.05,18,356,Manayunk Brewing Company,Philadelphia,PA
1832,918,Frankenlou's IPA,American IPA,16,0.07,105,494,Seven Brides Brewery,Silverton,OR
1323,2178,Hawaiian Crow Porter,American Porter,12,0.052,27,203,Mehana Brewing Co.,Hilo,HI
1971,2271,Ball & Chain (2014),American Pale Ale (APA),16,0.058,empty,175,Spiteful Brewing Company,Chicago,IL
1692,938,Gangway IPA,American IPA,12,0.062,55,475,Red Hare Brewing Company,Marietta,GA
2070,54,Osiris Pale Ale (2010),American Pale Ale (APA),16,0.056,50,25,Sun King Brewing Company,Indianapolis,IN
1985,1587,Seven Gates Pale Ale,American Pale Ale (APA),12,0.056,empty,372,Spring House Brewing Company,Conestoga,PA
817,2567,Flying Mouse 8,American Porter,12,0.04,empty,50,Flying Mouse Brewery,Troutville,VA
275,1411,Sawtooth Ale,American Blonde Ale,12,0.054,empty,407,Bitter Root Brewing,Hamilton,MT
2022,1410,Sand Island Lighthouse,K?lsch,12,0.051,25,412,Straight to Ale,Huntsville,AL
866,1208,Twisted Helles Summer Lager,Munich Helles Lager,12,0.055,18,253,Frankenmuth Brewery,Frankenmuth,MI
102,2291,Blood Orange Gose,Gose,12,0.042,empty,171,Anderson Valley Brewing Company,Boonville,CA
1406,419,Second Wind Pale Ale,American Pale Ale (APA),12,0.05,empty,540,Mother Earth Brewing Company,Kinston,NC
108,1327,Hop Ottin' IPA,American IPA,12,0.07,80,171,Anderson Valley Brewing Company,Boonville,CA
2399,1513,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12,0.077,30,199,Worthy Brewing Company,Bend,OR
2121,101,Tallgrass IPA,American IPA,16,0.063,60,45,Tallgrass Brewing Company,Manhattan,KS
2101,622,Blacktop Blonde,American Blonde Ale,24,0.05,19,449,TailGate Beer,San Diego,CA
1248,1816,LIFT,K?lsch,12,0.047,11,91,Madtree Brewing Company,Cincinnati,OH
1564,992,oSKAr the G'Rauch,American IPA,16,0.085,empty,166,Oskar Blues Brewery,Longmont,CO
1873,630,Apollo,American Pale Wheat Ale,16,0.052,11,46,Sixpoint Craft Ales,Brooklyn,NY
2331,2450,Self Starter,American IPA,16,0.052,67,94,Warped Wing Brewing Company,Dayton,OH
713,1210,Mirror Pond Pale Ale,American Pale Ale (APA),12,0.05,40,454,Deschutes Brewery,Bend,OR
73,2683,A Beer,American Pale Ale (APA),16,0.042,42,1,Against the Grain Brewery,Louisville,KY
1645,2312,Camelback,American IPA,12,0.061,60,157,Phoenix Ale Brewery,Phoenix,AZ
2317,1603,Good Vibes IPA,American IPA,12,0.073,85,322,Voodoo Brewery,Meadville,PA
482,2464,Coconoats,American Pale Wheat Ale,16,0.065,empty,24,Burn 'Em Brewing,Michigan City,IN
1515,2071,London Homesick Ale,English Bitter,12,0.049,27,184,Oasis Texas Brewing Company,Austin,TX
1293,959,Saranac Adirondack Light (2002),Light Lager,12,0.045,empty,299,Matt Brewing Company,Utica,NY
1855,212,Bear Ass Brown,American Brown Ale,12,0.042,empty,551,Silverton Brewery,Silverton,CO
1308,547,La Perouse White,Witbier,12,0.05,12,375,Maui Brewing Company,Lahaina,HI
406,2418,Dubbelicious,Dubbel,16,0.065,empty,10,Brewery Vivant,Grand Rapids,MI
758,2003,Escape to Colorado,American IPA,12,0.062,empty,81,Epic Brewing,Denver,CO
1242,1475,Macon Progress Ale,American Pale Ale (APA),12,0.05,empty,400,Macon Beer Company,Macon,GA
1477,484,NOLA Blonde Ale,American Blonde Ale,12,0.049,empty,174,New Orleans Lager & Ale Brewing ...,New Orleans,LA
1188,1741,A Slice of Hefen,Hefeweizen,16,0.054,15,332,La Cumbre Brewing Company,Albuquerque,NM
1615,1048,Outlaw IPA,American IPA,12,0.062,65,307,Payette Brewing Company,Garden City,ID
744,1590,Pumpkin Patch Ale,Pumpkin Ale,16,0.05,empty,369,Eddyline Brewery & Restaurant,Buena Vista,CO
807,2462,Pivo Pils,German Pilsener,12,0.053,empty,48,Firestone Walker Brewing Company,Paso Robles,CA
2224,2235,Day Hike Session,American IPA,12,0.041,41,190,Two Beers Brewing Company,Seattle,WA
2216,2203,Sunshine Pils,American Pilsner,12,0.045,45,97,Tr?egs Brewing Company,Hershey,PA
2043,1999,Fistful Of Hops Blue,American IPA,16,0.064,75,25,Sun King Brewing Company,Indianapolis,IN
149,979,Poop Deck Porter,American Porter,12,0.062,35,374,Astoria Brewing Company,Astoria,OR
1122,2670,Hoponius Union,American India Pale Lager,12,0.067,65,2,Jack's Abby Craft Lagers,Framingham,MA
1310,313,Mana Wheat,American Pale Wheat Ale,12,0.055,15,375,Maui Brewing Company,Lahaina,HI
693,1735,Sprocket Blonde Ale (2006),American Blonde Ale,12,0.05,empty,333,David's Ale Works,Diamond Springs,CA
819,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12,0.078,empty,279,Foolproof Brewing Company,Pawtucket,RI
1603,1065,Dale's Pale Ale,American Pale Ale (APA),12,0.065,65,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1314,1237,Pit Stop Chocolate Porter,American Porter,12,0.037,34,448,Mavericks Beer Company,Half Moon Bay,CA
1563,993,oSKAr the G'Rauch,American IPA,19.2,0.085,empty,166,Oskar Blues Brewery,Longmont,CO
702,1161,Rye Pils Session Lager,German Pilsener,12,0.046,empty,127,Deep Ellum Brewing Company,Dallas,TX
2132,589,Bridal Veil Rye Pale Ale,American Pale Ale (APA),12,0.055,empty,480,Telluride Brewing Company,Telluride,CO
922,477,White Water Wheat,American Pale Wheat Ale,12,0.05,empty,536,Grand Canyon Brewing Company,Williams,AZ
906,2587,Vanilla Porter,American Porter,16,0.07,11,39,Gonzo's BiggDogg Brewing,Kalamazoo,MI
1935,1150,Woolybugger Wheat,American Pale Wheat Ale,12,0.046,12,309,Sockeye Brewing Company,Boise,ID
1591,745,Dale's Pale Ale (2008),American Pale Ale (APA),12,0.065,65,503,Oskar Blues Brewery,Lyons,CO
1638,1055,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,12,0.047,empty,470,Pete's Brewing Company,San Antonio,TX
1338,2666,Jucundus,Wheat Ale,16,0.06,24,3,Mike Hess Brewing Company,San Diego,CA
168,1620,Pumpkin Beast,Pumpkin Ale,12,0.062,17,360,Aviator Brewing Company,Fuquay-Varina,NC
731,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),16,empty,empty,531,Dolores River Brewery,Dolores,CO
1756,1100,RT Lager,American Amber / Red Lager,12,0.055,empty,43,Rivertowne Brewing Company,Export,PA
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
1224,2584,Gose,Gose,16,0.046,8,41,Lost Nation Brewing,East Fairfield,VT
1390,1495,Lomaland,Saison / Farmhouse Ale,16,0.055,30,209,Modern Times Beer,San Diego,CA
998,2138,Grind Line,American Pale Ale (APA),16,0.05,35,124,Griffin Claw Brewing Company,Birmingham,MI
1041,990,Loose Cannon,American IPA,12,0.072,45,479,Heavy Seas Beer,Halethorpe,MD
1478,2043,Skylight,Dunkelweizen,12,0.056,20,241,New Republic Brewing Company,College Station,TX
2198,1755,Juke Joint IPA,American IPA,12,0.07,60,152,Tin Roof Brewing Company,Baton Rouge,LA
1726,416,Eugene Porter,American Porter,12,0.068,28,44,Revolution Brewing Company,Chicago,IL
42,2517,Rod Bender Red,American Amber / Red Ale,12,0.059,empty,67,3 Daughters Brewing,St Petersburg,FL
1133,2595,Bastian,American Strong Ale,12,empty,empty,32,James Page Brewing Company,Stevens Point,WI
1554,1859,Old Chub NITRO,Scotch Ale / Wee Heavy,16,0.08,empty,166,Oskar Blues Brewery,Longmont,CO
1763,899,Rochester Red Ale,American Amber / Red Ale,16,0.059,empty,229,Rochester Mills Brewing Company,Rochester,MI
1737,2307,Smooth Operator,Cream Ale,16,0.038,empty,162,Right Brain Brewery,Traverse City,MI
610,1693,Hopped on the High Seas (Citra),American IPA,12,0.07,60,141,Cigar City Brewing Company,Tampa,FL
1835,1768,Stone Fort Brown Ale,English Brown Ale,16,0.053,20,183,Seventh Son Brewing Company,Columbus,OH
2008,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,12,0.05,7,131,Stevens Point Brewery,Stevens Point,WI
1232,1122,Ride Again Pale Ale,American Pale Ale (APA),16,0.052,empty,456,Lucette Brewing Company,Menominie,WI
2337,1069,West Sixth Amber Ale,American Amber / Red Ale,12,0.055,empty,100,West Sixth Brewing,Lexington,KY
494,2656,Rye Knot,American Brown Ale,12,0.062,empty,5,COAST Brewing Company,Charleston,SC
237,1156,Number 22 Porter,American Porter,12,0.064,empty,463,Big Bend Brewing Company,Alpine,TX
552,1439,Boat Beer,American IPA,12,0.042,35,222,Carton Brewing Company,Atlantic Highlands,NJ
521,870,THP White (2006),Witbier,12,empty,empty,497,Cans Bar and Canteen,Charlotte,NC
1513,999,Watershed IPA (2013),American IPA,12,0.067,70,150,Oakshire Brewing,Eugene,OR
721,2051,Bravo Four Point,American Pale Ale (APA),12,0.044,45,237,Devil's Backbone Brewing Company,Lexington,VA
1746,2049,Headless Wylie,Pumpkin Ale,12,0.08,empty,43,Rivertowne Brewing Company,Export,PA
2129,2601,Deduction,Dubbel,12,0.08,22,28,Taxman Brewing Company,Bargersville,IN
59,866,British Pale Ale (2010),English Pale Ale,16,0.054,30,481,7 Seas Brewing Company,Gig Harbor,WA
632,1393,Cascadian Dark Ale,American Black Ale,12,0.06,75,418,Coalition Brewing Company,Portland,OR
2182,2615,Pale,American Pale Ale (APA),16,0.054,37,21,Three Pints Brewing,Martinsville,IN
593,2379,Blood Orange Honey,Fruit / Vegetable Beer,16,0.057,10,121,Cheboygan Brewing Company,Cheboygan,MI
2097,1164,TailGate Saison,Saison / Farmhouse Ale,12,0.05,empty,449,TailGate Beer,San Diego,CA
940,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,16,0.06,25,165,Great Crescent Brewery,Aurora,IN
2240,1121,Sidekick Extra Pale Ale,American Pale Ale (APA),12,0.051,36,74,Two Brothers Brewing Company,Warrenville,IL
905,548,Golden Road Hefeweizen (2012),Hefeweizen,16,0.046,15,240,Golden Road Brewing,Los Angeles,CA
2258,1089,Hop Notch IPA (2013),American IPA,12,0.073,82,159,Uinta Brewing Company,Salt Lake City,UT
2312,2411,Nitro Can Coffee Stout,American Stout,12,0.052,empty,113,Vault Brewing Company,Yardley,PA
1407,408,Sunny Haze,Hefeweizen,12,0.05,empty,540,Mother Earth Brewing Company,Kinston,NC
1296,956,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12,0.047,empty,299,Matt Brewing Company,Utica,NY
1698,2512,Honey Rye,Rye Beer,16,0.058,18,68,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
1750,1878,OH-PA Session Pale Ale,American Pale Ale (APA),12,0.048,empty,43,Rivertowne Brewing Company,Export,PA
707,1213,Chuli Stout,Irish Dry Stout,12,0.059,55,453,Denali Brewing Company,Talkeetna,AK
1023,1379,Harpoon IPA,American IPA,12,0.059,42,234,Harpoon Brewery,Boston,MA
746,1110,River Runners Pale Ale,American Pale Ale (APA),16,0.06,empty,369,Eddyline Brewery & Restaurant,Buena Vista,CO
1673,1461,Peacemaker Pilsner,Czech Pilsener,12,0.058,21,135,Pug Ryan's Brewery,Dillon,CO
1300,150,Saranac Pale Ale (12 oz.),English Pale Ale,12,0.055,empty,299,Matt Brewing Company,Utica,NY
514,789,Caldera Pale Ale (2005),American Pale Ale (APA),12,0.056,55,155,Caldera Brewing Company,Ashland,OR
82,2674,The Brown Note,English Brown Ale,16,0.05,20,1,Against the Grain Brewery,Louisville,KY
2400,1512,Worthy IPA (2013),American IPA,12,0.069,69,199,Worthy Brewing Company,Bend,OR
915,2198,Goose Island India Pale Ale,American IPA,12,0.059,55,196,Goose Island Brewery Company,Chicago,IL
2217,1510,Troegenator Doublebock,Doppelbock,16,0.082,25,97,Tr?egs Brewing Company,Hershey,PA
1661,1759,Pisgah Pale Ale,American Pale Ale (APA),12,0.057,31,324,Pisgah Brewing Company,Black Mountain,NC
151,2503,Hop A-Peel,American Double / Imperial IPA,16,0.075,115,72,Atwater Brewery,Detroit,MI
775,2089,Trail Head,American Pale Ale (APA),12,0.063,55,224,Fat Head's Brewery,Middleburg Heights,OH
330,1568,Killer Whale Cream Ale,Cream Ale,12,0.055,empty,378,Bold City Brewery,Jacksonville,FL
7,2260,Lake Street Express,American Pale Ale (APA),12,0.045,empty,177,18th Street Brewery,Gary,IN
944,441,Great Crescent Coconut Porter (2012),American Porter,16,0.056,33,165,Great Crescent Brewery,Aurora,IN
1455,578,Shift,American Pale Lager,16,0.05,29,82,New Belgium Brewing Company,Fort Collins,CO
1890,70,True Blonde Ale,American Blonde Ale,12,0.053,empty,264,Ska Brewing Company,Durango,CO
910,312,Snake Handler Double IPA,American Double / Imperial IPA,12,0.093,103,478,Good People Brewing Company,Birmingham,AL
469,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,16,0.058,35,530,Buckbean Brewing Company,Reno,NV
182,965,Field 41 Pale Ale,American Pale Ale (APA),12,0.044,38,483,Bale Breaker Brewing Company,Yakima,WA
165,108,White Rascal,Witbier,12,0.056,10,37,Avery Brewing Company,Boulder,CO
452,1095,Orange Grove Wheat Ale,American Pale Wheat Ale,12,empty,empty,467,Brindle Dog Brewing Company,Tampa Bay,FL
491,50,Moo Thunder Stout,Milk / Sweet Stout,12,0.049,empty,556,Butternuts Beer and Ale,Garrattsville,NY
1274,1262,Marble Pilsner,German Pilsener,12,0.047,empty,443,Marble Brewery,Albuquerque,NM
1144,2162,Lewbricator Wheat Dopplebock,Doppelbock,12,0.075,24,208,Kalona Brewing Company,Kalona,IA
1546,1529,Lizzy's Red,American Amber / Red Lager,16,0.055,empty,390,Orlison Brewing Company,Airway Heights,WA
1112,2038,Infamous IPA,American IPA,12,0.07,75,242,Infamous Brewing Company,Austin,TX
1925,1595,Dagger Falls IPA,American IPA,12,0.063,100,309,Sockeye Brewing Company,Boise,ID
1356,1272,Louie's Demise Amber Ale,American Amber / Red Ale,16,0.051,24,284,Milwaukee Brewing Company,Milwaukee,WI
1562,1167,Mama's Little Yella Pils,Czech Pilsener,19.2,0.053,35,166,Oskar Blues Brewery,Longmont,CO
1350,1612,Keeper (Current),American Pilsner,12,0.05,empty,363,Mikkeller,Pottstown,PA
1579,8,Ten Fidy Imperial Stout,Russian Imperial Stout,12,0.099,98,166,Oskar Blues Brewery,Longmont,CO
2291,614,Upslope Foreign Style Stout,Foreign / Export Stout,12,0.069,empty,51,Upslope Brewing Company,Boulder,CO
328,88,Viennese Lager,Vienna Lager,12,0.05,empty,364,Bohemian Brewery,Midvale,UT
443,677,Big Red Coq (2012),American Amber / Red Ale,16,0.062,empty,10,Brewery Vivant,Grand Rapids,MI
1453,952,Shift (1),American Pale Lager,12,0.05,29,82,New Belgium Brewing Company,Fort Collins,CO
1261,1626,Manayunk Oktoberfest,M?rzen / Oktoberfest,12,0.067,empty,356,Manayunk Brewing Company,Philadelphia,PA
833,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16,0.055,empty,206,Fort George Brewery,Astoria,OR
1738,2580,Gose,Gose,16,0.035,empty,42,Rising Tide Brewing Company,Portland,ME
1193,2493,I.P. Eh!,American IPA,12,0.068,empty,59,Latitude 42 Brewing Company,Portage,MI
87,2402,Klickitat Pale Ale,American Pale Ale (APA),12,0.053,36,117,Alameda Brewing,Portland,OR
2353,2573,Raspberry Berliner Weisse,Berliner Weissbier,12,0.055,empty,47,White Birch Brewing,Hooksett,NH
778,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16,0.05,20,405,Fate Brewing Company,Boulder,CO
1365,2282,Huber,American Pale Lager,12,0.05,empty,134,Minhas Craft Brewery,Monroe,WI
55,2218,Ironman,English Strong Ale,16,0.09,50,27,450 North Brewing Company,Columbus,IN
2093,2551,Waterkeeper,Hefeweizen,12,0.057,empty,49,SweetWater Brewing Company,Atlanta,GA
2218,1509,Perpetual IPA,American IPA,12,0.075,85,97,Tr?egs Brewing Company,Hershey,PA
2264,1704,Uncle John's Apple Cherry Cider,Cider,16,0.065,empty,338,Uncle John's Fruit House Winery,St. John's,MI
114,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,12,0.057,13,171,Anderson Valley Brewing Company,Boonville,CA
2255,1723,Hop Nosh IPA,American IPA,12,0.073,83,159,Uinta Brewing Company,Salt Lake City,UT
988,1185,Bring Back the Beach Blonde Ale,American Blonde Ale,16,0.055,empty,379,Grey Sail Brewing of Rhode Island,Westerly,RI
1724,418,Fistmas Ale,Herbed / Spiced Beer,12,0.061,31,44,Revolution Brewing Company,Chicago,IL
2019,1631,Brontide,American Black Ale,12,0.05,empty,255,Stillwater Artisanal Ales,Baltimore,MD
1010,149,Gossamer Golden Ale,American Blonde Ale,16,0.042,empty,327,Half Acre Beer Company,Chicago,IL
1199,1675,Madra Allta,American IPA,12,0.064,95,345,Lavery Brewing Company,Erie,PA
590,2080,8 Barrel,American Strong Ale,16,0.08,69,226,Chatham Brewing,Chatham,NY
2006,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,16,0.052,7,131,Stevens Point Brewery,Stevens Point,WI
18,2169,Rhubarbarian,Cider,12,0.06,empty,154,2 Towns Ciderhouse,Corvallis,OR
1901,1363,Grisette,Grisette,12,0.056,25,371,Sly Fox Brewing Company,Pottstown,PA
1872,778,Brownstone,American Brown Ale,16,0.059,47,46,Sixpoint Craft Ales,Brooklyn,NY
286,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,12,0.046,20,79,Black Tooth Brewing Company,Sheridan,WY
429,1785,Le Flaneur Ale,American Wild Ale,16,0.073,empty,10,Brewery Vivant,Grand Rapids,MI
1488,1622,Jam Session,American Pale Ale (APA),16,0.051,31,359,NoDa Brewing Company,Charlotte,NC
670,542,Canyon Cream Ale,Cream Ale,12,0.055,empty,212,Crow Peak Brewing Company,Spearfish,SD
32,531,Special Edition: Allies Win The War!,English Strong Ale,12,0.085,52,368,21st Amendment Brewery,San Francisco,CA
723,924,Deadicated Amber,American Amber / Red Ale,16,0.054,27,491,Devil's Canyon Brewery,Belmont,CA
952,2647,Rumble,American IPA,12,0.071,empty,6,Great Divide Brewing Company,Denver,CO
1611,696,Old Town Ale,K?lsch,16,0.045,22,441,Pateros Creek Brewing Company,Fort Collins,CO
