index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1783,1868,Saint Archer White Ale,Witbier,12.0,0.05,15.0,288.0,Saint Archer Brewery,San Diego,CA
1784,1867,Saint Archer IPA,American IPA,12.0,0.068,66.0,288.0,Saint Archer Brewery,San Diego,CA
1785,1865,Saint Archer Pale Ale,American Pale Ale (APA),12.0,0.052,40.0,288.0,Saint Archer Brewery,San Diego,CA
1786,1864,Saint Archer Blonde,K?lsch,12.0,0.048,22.0,288.0,Saint Archer Brewery,San Diego,CA
1788,2073,Winter Warmer (Vault Series),Winter Warmer,16.0,0.095,25.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1789,2063,Count Hopula (Vault Series),American Double / Imperial IPA,16.0,0.091,99.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1791,1934,SunSpot Golden Ale,American Blonde Ale,12.0,0.05,15.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1792,1329,I.W.A. (2011),American Pale Wheat Ale,12.0,0.06,43.03556187766714,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1794,1073,Epicenter Amber Ale,American Amber / Red Ale,12.0,0.055,20.000000000000004,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1795,1072,SanTan HefeWeizen,Hefeweizen,12.0,0.05,15.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1798,850,Devil’s Ale,American Pale Ale (APA),12.0,0.055,45.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1799,839,Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,12.0,0.081,43.03556187766714,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1800,777,Mr. Pineapple,Fruit / Vegetable Beer,12.0,0.05,20.000000000000004,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1802,317,Hop Shock IPA (2010),American IPA,12.0,0.07,85.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1803,286,SanTan HefeWeizen (2010),Hefeweizen,12.0,0.05,15.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1804,285,Devil’s Ale (2010),American Pale Ale (APA),12.0,0.055,45.0,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1805,124,Epicenter Amber Ale (2010),American Amber / Red Ale,12.0,0.055,20.000000000000004,30.00000000000003,SanTan Brewing Company,Chandler,AZ
1806,1392,Sanitas Saison Ale,Saison / Farmhouse Ale,12.0,0.058,20.000000000000004,419.0,Sanitas Brewing Company,Boulder,CO
1807,1391,Sanitas Black IPA,American Black Ale,12.0,0.068,65.0,419.0,Sanitas Brewing Company,Boulder,CO
1808,2002,Giant DIPA,American Double / Imperial IPA,16.0,0.089,88.0,252.0,Santa Cruz Mountain Brewing,Santa Cruz,CA
1809,1683,Dread Brown Ale,American Brown Ale,12.0,0.054,43.03556187766714,252.0,Santa Cruz Mountain Brewing,Santa Cruz,CA
1810,1362,Casinos IPA,English India Pale Ale (IPA),16.0,0.07,43.03556187766714,252.0,Santa Cruz Mountain Brewing,Santa Cruz,CA
1811,1519,Saison 88,Saison / Farmhouse Ale,12.0,0.055,30.0,392.0,Santa Fe Brewing Company,Santa Fe,NM
1812,967,Black IPA,American Black Ale,12.0,0.071,95.0,392.0,Santa Fe Brewing Company,Santa Fe,NM
1813,599,Santa Fe Irish Red Ale,Irish Red Ale,12.0,0.045,43.03556187766714,392.0,Santa Fe Brewing Company,Santa Fe,NM
1814,307,Santa Fe Oktoberfest,M?rzen / Oktoberfest,12.0,0.0733828790459969,43.03556187766714,392.0,Santa Fe Brewing Company,Santa Fe,NM
1815,305,Imperial Java Stout,Russian Imperial Stout,12.0,0.08,43.03556187766714,392.0,Santa Fe Brewing Company,Santa Fe,NM
1816,304,Freestyle Pilsner,German Pilsener,12.0,0.055,43.03556187766714,392.0,Santa Fe Brewing Company,Santa Fe,NM
1818,1477,Oval Beach Blonde Ale,American Blonde Ale,16.0,0.05,11.0,398.0,Saugatuck Brewing Company,Douglas,MI
1822,1324,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,12.0,0.05,45.0,428.0,Schlafly Brewing Company,Saint Louis,MO
1823,1323,Schlafly Black Lager,Schwarzbier,12.0,0.05,43.03556187766714,428.0,Schlafly Brewing Company,Saint Louis,MO
1824,1078,Schlafly IPA,American IPA,12.0,0.045,30.0,428.0,Schlafly Brewing Company,Saint Louis,MO
1825,1077,Schlafly American Brown Ale,American Brown Ale,12.0,0.05,30.0,428.0,Schlafly Brewing Company,Saint Louis,MO
1826,588,Schlafly Hefeweizen,Hefeweizen,12.0,0.041,16.0,428.0,Schlafly Brewing Company,Saint Louis,MO
1827,53,Schlafly Summer Lager,Munich Helles Lager,12.0,0.045,17.0,428.0,Schlafly Brewing Company,Saint Louis,MO
1829,1302,Blur India Pale Ale,American IPA,12.0,0.074,60.0,432.0,Seabright Brewery,Santa Cruz,CA
1834,2250,Seventh Son of a Seventh Son,American Strong Ale,16.0,0.077,40.0,183.0,Seventh Son Brewing Company,Columbus,OH
1835,1768,Stone Fort Brown Ale,English Brown Ale,16.0,0.053000000000000005,20.000000000000004,183.0,Seventh Son Brewing Company,Columbus,OH
1836,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,16.0,0.077,40.0,183.0,Seventh Son Brewing Company,Columbus,OH
1837,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),16.0,0.06,53.0,183.0,Seventh Son Brewing Company,Columbus,OH
1838,1765,Golden Ratio IPA,American IPA,16.0,0.07,68.0,183.0,Seventh Son Brewing Company,Columbus,OH
1839,2368,Black Hop IPA,American Black Ale,12.0,0.068,43.03556187766714,130.0,Shebeen Brewing Company,Wolcott,CT
1840,738,Archer's Ale (2004),English Pale Ale,12.0,0.05,43.03556187766714,511.0,Sherwood Forest Brewers,Marlborough,MA
1845,2474,Nooner,German Pilsener,12.0,0.052,43.03556187766714,83.0,Sierra Nevada Brewing Company,Chico,CA
1846,2239,Torpedo,American IPA,12.0,0.072,65.0,83.0,Sierra Nevada Brewing Company,Chico,CA
1847,1919,Yonder Bock,Maibock / Helles Bock,12.0,0.06,43.03556187766714,83.0,Sierra Nevada Brewing Company,Chico,CA
1848,1918,CANfusion Rye Bock,Rye Beer,12.0,0.06,43.03556187766714,83.0,Sierra Nevada Brewing Company,Chico,CA
1849,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),16.0,0.056,37.0,83.0,Sierra Nevada Brewing Company,Chico,CA
1850,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,12.0,0.048,26.0,83.0,Sierra Nevada Brewing Company,Chico,CA
1851,1295,Summerfest,Czech Pilsener,12.0,0.05,28.0,83.0,Sierra Nevada Brewing Company,Chico,CA
1853,400,Sierra Nevada Pale Ale,American Pale Ale (APA),12.0,0.056,37.0,83.0,Sierra Nevada Brewing Company,Chico,CA
1854,2353,Sietsema Red Label,Cider,16.0,0.069,43.03556187766714,137.0,Sietsema Orchards and Cider Mill,Ada,MI
1855,212,Bear Ass Brown,American Brown Ale,12.0,0.042,43.03556187766714,551.0,Silverton Brewery,Silverton,CO
1856,161,Red Mountain Ale,American Amber / Red Ale,12.0,0.06,43.03556187766714,551.0,Silverton Brewery,Silverton,CO
1857,160,Ice Pick Ale,American IPA,12.0,0.068,43.03556187766714,551.0,Silverton Brewery,Silverton,CO
1858,2574,4Beans,Baltic Porter,12.0,0.1,52.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1859,2479,Jammer,Gose,12.0,0.042,16.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1862,2090,Bengali,American IPA,24.0,0.065,62.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1863,1962,Sensi Harvest,American Pale Ale (APA),12.0,0.047,50.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1864,1696,Hi-Res,American Double / Imperial IPA,12.0,0.099,111.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1865,1608,Global Warmer,American Strong Ale,12.0,0.07,70.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1867,1388,The Crisp,German Pilsener,16.0,0.054,42.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1868,1387,Sweet Action,Cream Ale,16.0,0.052,34.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1869,1386,Righteous Ale,Rye Beer,16.0,0.063,57.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1871,1020,3Beans,Baltic Porter,12.0,0.099,85.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1872,778,Brownstone,American Brown Ale,16.0,0.059,47.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1873,630,Apollo,American Pale Wheat Ale,16.0,0.052,11.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1874,629,Harbinger,Saison / Farmhouse Ale,16.0,0.049,35.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1875,628,Resin,American Double / Imperial IPA,12.0,0.091,103.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1876,525,Diesel,American Stout,16.0,0.063,69.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1877,512,Autumnation (2011-12) (2011),Pumpkin Ale,16.0,0.06,48.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1878,425,The Crisp (2011),German Pilsener,16.0,0.054,42.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1879,424,Sweet Action (2011),Cream Ale,16.0,0.052,34.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1880,423,Righteous Ale (2011),Rye Beer,16.0,0.063,57.0,46.0,Sixpoint Craft Ales,Brooklyn,NY
1883,1708,Taster's Choice,Doppelbock,12.0,0.074,43.03556187766714,264.0,Ska Brewing Company,Durango,CO
1885,1297,Estival Cream Stout,American Stout,12.0,0.058,15.0,264.0,Ska Brewing Company,Durango,CO
1886,1192,Vernal Minthe Stout,American Stout,12.0,0.058,43.03556187766714,264.0,Ska Brewing Company,Durango,CO
1887,1013,Hibernal Vinifera Stout,Foreign / Export Stout,12.0,0.08,43.03556187766714,264.0,Ska Brewing Company,Durango,CO
1888,774,Autumnal Molé Stout,American Stout,12.0,0.0733828790459969,43.03556187766714,264.0,Ska Brewing Company,Durango,CO
1889,386,Mexican Logger,American Pale Lager,12.0,0.042,18.0,264.0,Ska Brewing Company,Durango,CO
1890,70,True Blonde Ale,American Blonde Ale,12.0,0.053000000000000005,43.03556187766714,264.0,Ska Brewing Company,Durango,CO
1891,69,Euphoria Pale Ale,American Pale Ale (APA),12.0,0.061,43.03556187766714,264.0,Ska Brewing Company,Durango,CO
1892,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),12.0,0.057,58.0,264.0,Ska Brewing Company,Durango,CO
1893,67,Modus Hoperandi,American IPA,12.0,0.068,65.0,264.0,Ska Brewing Company,Durango,CO
1894,1792,Iron Butt Red Ale,American Amber / Red Ale,12.0,0.058,39.0,313.0,Slanted Rock Brewing Company,Meridian,ID
1895,1609,Initial Point India Pale Ale,American IPA,12.0,0.071,92.0,313.0,Slanted Rock Brewing Company,Meridian,ID
1896,2537,Monkey Dancing On A Razor Blade,Belgian IPA,24.0,0.085,43.03556187766714,64.0,SlapShot Brewing Company,Chicago,IL
1897,2536,Tripel Deke,Tripel,24.0,0.082,43.03556187766714,64.0,SlapShot Brewing Company,Chicago,IL
1898,30,Urban Wilderness Pale Ale,English Pale Ale,12.0,0.049,43.03556187766714,557.0,Sleeping Lady Brewing Company,Anchorage,AK
1902,1211,360° India Pale Ale,American IPA,12.0,0.062,43.03556187766714,371.0,Sly Fox Brewing Company,Pottstown,PA
1903,1123,Helles Golden Lager,Munich Helles Lager,12.0,0.049,18.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1908,23,Dunkel Lager,Munich Dunkel Lager,12.0,0.053000000000000005,21.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1909,22,Royal Weisse Ale,Hefeweizen,12.0,0.056,11.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1910,21,Pikeland Pils,German Pilsener,12.0,0.049,44.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1911,20,Phoenix Pale Ale,American Pale Ale (APA),12.0,0.051,40.0,371.0,Sly Fox Brewing Company,Pottstown,PA
1913,2406,Murphy's Law,American Amber / Red Ale,12.0,0.058,35.0,115.0,Smartmouth Brewing Company,Norfolk,VA
1914,2405,Alter Ego,Saison / Farmhouse Ale,12.0,0.062,33.0,115.0,Smartmouth Brewing Company,Norfolk,VA
1915,2234,Monarch Pilsner,American Pilsner,12.0,0.05,43.03556187766714,191.0,Snake River Brewing Company,Jackson,WY
1916,1606,Snow King Pale Ale,American Pale Ale (APA),12.0,0.06,55.0,191.0,Snake River Brewing Company,Jackson,WY
1917,617,Zonker Stout,Foreign / Export Stout,12.0,0.054,36.0,191.0,Snake River Brewing Company,Jackson,WY
1918,407,OB-1 Organic Ale,English Brown Ale,12.0,0.05,22.0,191.0,Snake River Brewing Company,Jackson,WY
1919,406,Snake River Lager,Vienna Lager,12.0,0.05,18.0,191.0,Snake River Brewing Company,Jackson,WY
1920,402,Snake River Pale Ale,American Pale Ale (APA),12.0,0.052,32.0,191.0,Snake River Brewing Company,Jackson,WY
1922,1798,Thanksgiving Ale,K?lsch,12.0,0.05,43.03556187766714,309.0,Sockeye Brewing Company,Boise,ID
1923,1655,Double Dagger Imperial IPA,American Double / Imperial IPA,12.0,0.092,43.03556187766714,309.0,Sockeye Brewing Company,Boise,ID
1926,1482,Socktoberfest,M?rzen / Oktoberfest,16.0,0.06,43.03556187766714,309.0,Sockeye Brewing Company,Boise,ID
1928,1425,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,12.0,0.099,43.03556187766714,309.0,Sockeye Brewing Company,Boise,ID
1929,1424,Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,16.0,0.055,43.03556187766714,309.0,Sockeye Brewing Company,Boise,ID
1930,1298,Sockeye Belgian Style Summer Ale,Witbier,16.0,0.05,43.03556187766714,309.0,Sockeye Brewing Company,Boise,ID
1931,1181,Sockeye Maibock,Maibock / Helles Bock,12.0,0.064,43.03556187766714,309.0,Sockeye Brewing Company,Boise,ID
1932,1160,Old Devil's Tooth,American Barleywine,12.0,0.099,100.0,309.0,Sockeye Brewing Company,Boise,ID
1934,1151,Hell-Diver Pale Ale,American Pale Ale (APA),12.0,0.052,32.0,309.0,Sockeye Brewing Company,Boise,ID
1935,1150,Woolybugger Wheat,American Pale Wheat Ale,12.0,0.046,12.0,309.0,Sockeye Brewing Company,Boise,ID
1936,1076,Power House Porter,American Porter,12.0,0.057,43.03556187766714,309.0,Sockeye Brewing Company,Boise,ID
1937,995,Winterfest,American Strong Ale,16.0,0.084,90.0,309.0,Sockeye Brewing Company,Boise,ID
1939,1972,LuckenBock,Bock,16.0,0.07,18.0,257.0,South Austin Brewery,South Austin,TX
1940,1971,Texas Pale Ale (TPA),American IPA,16.0,0.055,40.0,257.0,South Austin Brewery,South Austin,TX
1941,1970,6 String Saison,Saison / Farmhouse Ale,16.0,0.08,43.03556187766714,257.0,South Austin Brewery,South Austin,TX
1942,1969,Kol' Beer,K?lsch,16.0,0.05,22.0,257.0,South Austin Brewery,South Austin,TX
1943,2024,Montauk Light,Light Lager,12.0,0.035,43.03556187766714,249.0,Southampton Publick House,Southampton,NY
1944,1283,Na Zdraví Pilsner,Czech Pilsener,16.0,0.048,32.0,436.0,Southern Oregon Brewing Company,Medford,OR
1945,1282,Nice Rack IPA,American IPA,16.0,0.055,65.0,436.0,Southern Oregon Brewing Company,Medford,OR
1948,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),12.0,0.053000000000000005,45.0,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1950,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,12.0,0.05,20.000000000000004,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1951,1745,Mississippi Fire Ant,American Amber / Red Ale,16.0,0.08,80.0,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1952,1120,Hipster Breakfast,Oatmeal Stout,16.0,0.058,40.0,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1953,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,16.0,0.05,20.000000000000004,133.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
1960,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,12.0,0.085,110.0,118.0,Southern Star Brewing Company,Conroe,TX
1961,1010,Old Potentate,Old Ale,12.0,0.072,40.0,118.0,Southern Star Brewing Company,Conroe,TX
1964,691,Walloon (2014),Saison / Farmhouse Ale,12.0,0.055,43.03556187766714,118.0,Southern Star Brewing Company,Conroe,TX
1966,46,Buried Hatchet Stout,Foreign / Export Stout,12.0,0.083,50.0,118.0,Southern Star Brewing Company,Conroe,TX
1969,2486,Baby Daddy Session IPA,American IPA,12.0,0.047,35.0,78.0,Speakasy Ales & Lagers,San Francisco,CA
1970,763,Hopluia (2004),English India Pale Ale (IPA),16.0,0.0733828790459969,43.03556187766714,508.0,Spilker Ales,Cortland,NE
1971,2271,Ball & Chain (2014),American Pale Ale (APA),16.0,0.058,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1973,2136,God Damn Pigeon Porter,American Porter,16.0,0.082,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1974,2135,Working for the Weekend,American Double / Imperial IPA,16.0,0.079,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1975,2134,Angry Adam,American Amber / Red Ale,16.0,0.06,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1976,2109,Freedom Fries,American Stout,16.0,0.055,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1977,1821,Bitter Biker Double IPA,American Double / Imperial IPA,12.0,0.096,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1978,1820,Ghost Bike Pale Ale,American Pale Ale (APA),16.0,0.073,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1979,1819,Spiteful IPA,American IPA,12.0,0.062,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1981,1633,Fat Badger,Irish Red Ale,12.0,0.058,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1982,1632,In the Weeds,American Pale Wheat Ale,12.0,0.055,43.03556187766714,175.0,Spiteful Brewing Company,Chicago,IL
1983,855,Special Amber,Vienna Lager,12.0,0.05,22.0,498.0,Sprecher Brewing Company,Glendale,WI
1984,445,Special Amber,Vienna Lager,12.0,0.05,22.0,498.0,Sprecher Brewing Company,Glendale,WI
1985,1587,Seven Gates Pale Ale,American Pale Ale (APA),12.0,0.056,43.03556187766714,372.0,Spring House Brewing Company,Conestoga,PA
1986,2242,Gunga Din,Cider,16.0,0.052,43.03556187766714,186.0,St. Julian Winery,Paw Paw,MI
1987,1544,Starr Pils,German Pilsener,12.0,0.042,20.000000000000004,383.0,Starr Hill Brewery,Crozet,VA
1989,369,Festie,M?rzen / Oktoberfest,12.0,0.048,12.0,383.0,Starr Hill Brewery,Crozet,VA
1990,368,Northern Lights India Pale Ale,American IPA,12.0,0.065,52.0,383.0,Starr Hill Brewery,Crozet,VA
1991,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),12.0,0.065,65.0,119.0,Steamworks Brewing Company,Durango,CO
1992,92,Colorado K?lsch,K?lsch,12.0,0.049,17.0,119.0,Steamworks Brewing Company,Durango,CO
1993,91,Steam Engine Lager,American Amber / Red Lager,12.0,0.057,25.0,119.0,Steamworks Brewing Company,Durango,CO
1994,90,Third Eye Pale Ale,American IPA,12.0,0.065,65.0,119.0,Steamworks Brewing Company,Durango,CO
1997,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),12.0,0.054,33.0,131.0,Stevens Point Brewery,Stevens Point,WI
1999,2151,Onyx Black Ale,American Black Ale,12.0,0.052,9.0,131.0,Stevens Point Brewery,Stevens Point,WI
2000,2150,Beyond The Pale IPA,American IPA,12.0,0.063,64.0,131.0,Stevens Point Brewery,Stevens Point,WI
2004,1450,St. Benedict's Winter Ale,Winter Warmer,12.0,0.062,43.03556187766714,131.0,Stevens Point Brewery,Stevens Point,WI
2005,1357,Point Oktoberfest,M?rzen / Oktoberfest,16.0,0.057,15.0,131.0,Stevens Point Brewery,Stevens Point,WI
2007,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,12.0,0.05,7.0,131.0,Stevens Point Brewery,Stevens Point,WI
2009,684,Drop Dead Blonde,American Blonde Ale,12.0,0.035,43.03556187766714,131.0,Stevens Point Brewery,Stevens Point,WI
2010,650,Three Kings Ale,K?lsch,12.0,0.049,13.0,131.0,Stevens Point Brewery,Stevens Point,WI
2011,456,Point Oktoberfest,M?rzen / Oktoberfest,12.0,0.057,15.0,131.0,Stevens Point Brewery,Stevens Point,WI
2012,357,2012 Black Ale,American Brown Ale,12.0,0.054,32.0,131.0,Stevens Point Brewery,Stevens Point,WI
2014,140,Point Cascade Pale Ale,American Pale Ale (APA),12.0,0.054,33.0,131.0,Stevens Point Brewery,Stevens Point,WI
2015,139,Point Amber Classic,American Amber / Red Lager,12.0,0.047,14.0,131.0,Stevens Point Brewery,Stevens Point,WI
2016,138,Point Special Lager,American Adjunct Lager,12.0,0.047,9.0,131.0,Stevens Point Brewery,Stevens Point,WI
2017,953,Wisco Disco,American Amber / Red Ale,16.0,0.051,31.0,486.0,Stillmank Beer Company,Green Bay,WI
2018,1983,Brontide,American Black Ale,12.0,0.05,43.03556187766714,255.0,Stillwater Artisanal Ales,Baltimore,MD
2019,1631,Brontide,American Black Ale,12.0,0.05,43.03556187766714,255.0,Stillwater Artisanal Ales,Baltimore,MD
2022,1410,Sand Island Lighthouse,K?lsch,12.0,0.051,25.0,412.0,Straight to Ale,Huntsville,AL
2023,925,Lily Flagg Milk Stout,Milk / Sweet Stout,12.0,0.05,30.0,412.0,Straight to Ale,Huntsville,AL
2024,637,Monkeynaut IPA,American IPA,12.0,0.072,70.0,412.0,Straight to Ale,Huntsville,AL
2025,2369,Straub Beer (Current),American Adjunct Lager,12.0,0.05,43.03556187766714,129.0,Straub Brewery,St Mary's,PA
2026,2233,American Lager,American Adjunct Lager,12.0,0.041,8.0,129.0,Straub Brewery,St Mary's,PA
2027,2232,American Amber,American Amber / Red Lager,12.0,0.041,8.0,129.0,Straub Brewery,St Mary's,PA
2028,2231,American Light,Light Lager,12.0,0.032,13.0,129.0,Straub Brewery,St Mary's,PA
2029,2352,Extra Pale Ale,American Pale Ale (APA),12.0,0.053000000000000005,49.0,138.0,Summit Brewing Company,St Paul,MN
