index,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
14897,368543.15,3.0,1.0,9.0,21.0,0.0,1.0,1.0,3.0,0.62,0.5758,0.83,0.2239,28.0,205.0,233.0
12460,368327.1,2.0,1.0,3.0,8.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.6,0.0896,37.0,335.5323402449425,700.0
11014,346153.8355,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.41,0.1343,4.0,12.0,16.0
16768,368279.2,4.0,1.0,12.0,10.0,0.0,4.0,1.0,1.0,0.24,0.22730000000000003,0.52,0.194,23.0,122.0,145.0
16829,368327.2,4.0,1.0,12.0,23.0,19.0,6.0,0.0,2.0,0.4,0.4091,0.94,0.0,18.0,144.0,162.0
13497,368639.1167,38.0,1.0,7.0,13.0,1.0,6.0,0.0,3.0,0.6,0.5606,0.83,0.1642,106.0,248.0,354.0
15799,368735.1667,4.0,1.0,10.0,11.0,0.0,4.0,3.352039715,2.0,0.54,0.5152,0.83,0.10450000000000001,57.0,181.0,238.0
4413,359543.1167,3.0,0.0,1.0,18.0,0.0,4.0,1.0,1.0,0.84,0.7576,0.44,0.2985,70.0,492.0,562.0
14890,368543.15,3.0,1.0,9.0,14.0,0.0,1.0,1.0,2.0,0.64,0.6061,0.65,0.2537,129.0,203.0,332.0
9622,368375.0333,4.0,1.0,2.0,20.0,0.0,5.0,1.0,2.0,0.32,0.3485,0.57,0.0,7.0,144.0,151.0
5845,359495.15,3.0,0.0,6.0,23.0,1.0,1.0,1.0,3.0,0.56,0.5303,0.88,0.3881,3.0,17.0,20.0
11528,368855.0667,2.0,1.0,1.0,12.0,0.0,1.0,1.0,2.0,0.44,0.4394,0.47,0.1343,45.0,180.0,225.0
1866,359927.05,7.0,0.0,3.0,12.0,55.0,3.0,1.0,2.0,0.3400000000000001,0.3182,0.87,0.2239,14.0,73.0,87.0
16403,368639.1833,4.0,1.0,11.0,4.0,0.0,3.0,1.0,1.0,0.28,0.2879,0.87,0.10450000000000001,0.0,10.0,10.0
15013,368663.15,3.0,1.0,9.0,17.0,88.0,6.0,0.0,1.0,0.74,0.6667,0.51,0.3284,195.0,451.0,646.0
12843,368711.1,19.0,1.0,6.0,7.0,57.0,0.0,0.0,1.0,0.64,0.6061,0.69,0.10450000000000001,23.0,48.0,71.0
10708,368783.05,2.0,1.0,1.0,6.0,0.0,2.0,1.0,1.0,0.22000000000000003,0.22730000000000003,0.37,0.194,5.0,14.887429719432134,101.0
14450,368855.1333,3.0,1.0,8.0,6.0,0.0,4.0,1.0,1.0,0.6,0.5606,0.83,0.1642,8.0,155.0,163.0
8243,359735.2,4.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,0.32,0.3333,0.7,0.1343,2.0,5.0,7.0
17110,368615.2,4.0,1.0,12.0,16.0,0.0,4.0,1.0,-1.8297180800000001,0.3400000000000001,0.303,0.53,0.3284,21.0,281.0,302.0
6331,359999.15,4.0,0.0,1.0,8.0,0.0,1.0,1.0,2.0,0.62,0.5455,0.94,0.0,29.0,326.0,355.0
11,359399.0167,4.0,0.0,1.0,10.0,22.0,6.0,0.0,1.0,0.38,0.3939,0.76,0.2537,12.0,24.0,36.0
14576,368231.15,3.0,1.0,9.0,12.0,0.0,2.0,1.0,1.0,0.76,0.7273,0.7,0.2836,54.0,329.5402514,287.0
14773,368423.15,3.0,1.0,9.0,17.0,0.0,3.0,1.0,1.0,0.7,0.6364,0.41,0.2985,114.0,811.0,925.0
14788,368447.15,3.0,1.0,-9.031383556000002,8.0,0.0,4.0,1.0,1.0,0.56,0.5303,-0.15666697500000004,0.0,33.0,725.0,758.0
7271,359471.1833,4.0,0.0,1.0,13.0,0.0,5.0,1.0,1.0,0.44,0.397151655,0.51,0.4179,33.0,161.0,194.0
14516,368183.15,3.0,1.0,9.0,1.7763568394002505e-15,54.0,0.0,0.0,2.0,0.66,0.5909,0.8176403903833357,0.0896,27.0,72.0,99.0
16432,368774.604834233,4.0,1.0,11.0,9.0,1.0,4.0,1.0,1.0,0.3,0.3333,0.746840179,0.0,25.0,94.0,119.0
1345,359399.05,93.0,0.0,3.0,7.0,93.0,2.0,1.0,1.0,0.2,0.18180000000000002,0.59,0.3284,2.0,105.0,107.0
5084,359471.1333,3.0,0.0,1.0,17.0,0.0,4.0,1.0,1.0,0.76,0.7121,0.62,0.3284,91.0,464.0,555.0
5847,359519.15,3.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.94,0.2537,0.0,2.0,2.0
12680,368543.1,26.0,1.0,6.0,12.0,20.0,0.0,0.0,1.0,0.62,0.6212,0.57,0.0,260.0,355.0,615.0
15832,368759.1667,4.0,1.0,16.91525039,20.0,0.0,5.0,1.0,2.0,0.54,0.5152,0.83,0.1642,40.0,271.0,311.0
16285,368519.1833,2.767671474787182,1.0,11.0,6.0,0.0,5.0,1.0,2.0,0.3,0.3182,0.61,0.0896,4.0,126.0,130.0
16235,368471.1833,4.0,1.0,11.0,4.0,0.0,3.0,1.0,1.0,0.22000000000000003,0.22730000000000003,0.69,0.194,0.0,6.0,6.0
13168,368303.1166666666,3.0,1.0,7.0,20.0,0.0,6.0,0.0,1.0,0.9,0.8182,0.37,0.1642,79.0,197.0,276.0
15617,368540.55002588354,4.0,1.0,10.0,21.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.82,0.194,28.0,301.0,329.0
10570,368639.05,2.0,1.0,3.0,12.0,0.0,3.0,1.0,2.0,0.54,0.5152,0.77,0.0,58.0,-56.77593633999999,229.0
12432,368303.1,2.0,1.0,-0.6305463759999999,4.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.88,0.10450000000000001,0.0,6.0,6.0
10190,368255.05,1.0000000000000036,1.0,3.0,15.0,0.0,1.0,1.0,2.0,0.3,0.2879,0.53,0.194,20.0,110.0,130.0
13593,368735.1167,85.0,1.0,7.0,13.0,0.0,3.0,1.0,1.0,0.78,0.6818,0.31,0.524507974,81.0,231.0,312.0
14810,368471.15,3.0,1.0,9.0,6.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.88,0.0,8.0,144.0,152.0
16693,368207.2,4.0,1.0,12.0,7.0,0.0,1.0,1.0,2.0,-1.961342105,0.3636,0.93,0.0,9.0,387.0,396.0
9782,368543.0333,85.0,1.0,2.0,12.0,0.0,5.0,1.0,1.0,0.355441935322096,0.3939,0.46,0.3881,21.0,177.0,198.0
14242,368639.1333,3.0,1.0,8.0,14.0,0.0,2.0,1.0,1.0,0.76,0.6667,0.37,0.0896,110.0,571.8414968,302.0
14592,368255.15,3.0,1.0,9.0,4.0,0.0,3.0,1.0,1.0,0.7,0.6667,0.79,0.2836,2.0,3.0,5.0
9562,368327.0333,55.0,1.0,2.0,8.0,0.0,3.0,1.0,2.0,0.24,0.22730000000000003,0.7,0.2239,13.0,495.0,508.0
3474,368210.9813,2.0,0.0,3.0,15.0,17.0,0.0,0.0,1.0,0.74,0.697,0.7,0.2985,221.0,155.0,376.0
15262,368207.1667,4.0,1.0,10.0,2.0,0.0,3.0,1.0,2.0,0.62,0.5455,0.94,0.0,2.0,7.0,9.0
10236,368303.05,99.0,1.0,3.0,13.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.34,0.4179,26.0,179.0,205.0
14531,368183.15,3.0,1.0,9.0,15.0,1.0,0.0,0.0,3.0,0.74,0.7121,0.74,0.1343,179.0,176.0,355.0
11513,368831.0667,2.0,1.0,1.0,21.0,14.0,0.0,0.0,1.0,0.52,0.5,0.48,0.1343,65.0,139.0,204.0
2917,359519.0833333333,2.0,0.0,5.0,10.0,0.0,5.0,1.0,2.0,0.54,0.5152,0.49,0.3284,30.0,97.0,127.0
1507,359567.05,24.0,0.0,3.0,3.0,77.0,2.0,1.0,1.0,0.24,0.2576,0.52,0.0896,5.0,2.0,7.0
8066,359543.2,4.0,0.0,6.776943414,17.0,0.0,3.0,1.0,3.0,0.4,0.4091,1.0,0.3284,4.0,48.0,52.0
15309,368255.1667,4.0,1.0,10.0,1.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.68,0.10450000000000001,3.0,43.0,46.0
1649,359711.05,96.0,0.0,3.0,6.0,42.0,1.0,1.0,1.0,0.26,0.2727,0.65,0.1343,1.0,27.0,28.0
15437,368375.1667,4.0,1.0,10.0,9.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.290340867,0.2836,35.0,331.0,366.0
10877,368207.0667,2.0,1.0,1.0,8.0,0.0,2.0,1.0,1.0,0.3400000000000001,0.3636,0.57,0.0,27.0,577.0,604.0
10780,368855.05,2.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,0.32,0.3333,0.57,0.1343,5.0,81.0,86.0
16470,368687.1833,4.0,1.0,11.0,23.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.38,0.4478,20.0,46.999999999999986,67.0
338,359737.74128466606,6.0,0.0,1.0,13.0,81.0,6.0,0.0,1.0,0.28,0.2576,0.38,0.2985,21.0,80.0,101.0
17182,368687.2,1.0000000000000036,1.953092362,12.0,16.0,21.0,0.0,0.0,1.0,0.3400000000000001,0.3333,0.34,0.194,53.0,137.0,190.0
9396,368880.0,4.0,1.0,2.0,9.0,0.0,3.0,1.0,1.727914383,0.36,0.3485,0.71,0.194,9.0,267.0,276.0
6390,360047.15,4.0,0.0,9.0,19.0,0.0,3.0,1.0,3.0,0.66,0.6061,0.83,0.2537,57.0,315.0,372.0
10256,368327.05,95.0,1.0,3.0,9.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.72,0.4627,19.0,282.0,301.0
14563,368207.15,3.0,1.0,9.0,23.0,1.0,1.0,0.0,2.0,0.7,0.6667,0.84,0.2537,12.0,58.0,70.0
6217,359879.15,3.0,0.0,1.0,14.0,-4.073737637000001,3.0,1.0,2.0,0.66,0.6212,0.74,0.194,40.0,139.0,179.0
5913,359567.15,3.0,0.0,1.0,21.0,0.0,4.0,1.0,3.0,0.64,0.5606,0.94,0.10450000000000001,-35.11844119,76.0,82.0
12479,368351.1,57.0,1.0,6.0,3.0,1.0,8.531973622,0.0,1.0,0.62,0.6212,0.57,0.0,12.0,28.0,40.0
7256,359447.1833,4.0,0.0,1.0,22.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.82,0.0,21.0,116.0,137.0
4022,359879.1,3.0,0.0,1.0,11.0,0.0,2.0,1.0,1.0,0.66,0.6061,0.83,0.1642,52.0,119.0,171.0
10880,368207.0667,2.0,1.0,1.0,11.0,0.0,2.0,2.31580919,1.0,0.48,0.4697,0.22999999999999998,0.0,91.0,167.0,258.0
10012,368783.0333,3.6709847800000013,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.22000000000000003,0.22730000000000003,0.8,0.1343,0.0,1.0,1.0
16070,368303.1833,4.0,1.0,11.0,6.0,0.0,3.0,1.0,2.0,0.26,0.24239999999999998,0.56,0.2836,3.0,115.0,118.0
746,359447.0333333333,1.0000000000000036,0.0,2.0,11.0,0.0,4.0,1.0,1.0,0.18,0.13640000000000002,0.43,0.4478,9.0,55.0,64.0
15886,368855.1667,4.0,1.0,10.0,14.0,0.0,2.0,1.0,3.0,0.3,0.2727,0.81,0.35819999999999996,8.0,118.0,126.0
3271,359879.0833,-90.60538855999998,0.0,5.0,4.0,20.0,6.0,0.0,1.0,0.46,0.4545,0.88,0.1343,1.0,6.0,7.0
7615,359807.1833,4.0,0.0,1.0,21.0,0.0,0.9577939770000001,-0.09352645800000003,1.0,0.28,0.2727,0.48,0.1642,3.0,108.0,111.0
4702,359831.1167,3.0,0.0,6.0,19.0,0.0,2.0,1.0,1.0,0.76,0.7424,0.75,0.194,54.0,334.0,388.0
1742,359807.05,4.0,0.0,3.0,6.0,52.0,5.0,1.0,1.0,0.4,0.4091,0.66,0.194,1.0,35.0,36.0
9743,368495.0333,27.0,1.0,2.0,21.0,0.0,3.0,1.0,1.0,0.3400000000000001,0.3333,0.53,0.1642,8.0,170.0,178.0
3003,365908.5917796286,48.0,0.0,5.0,1.7763568394002505e-15,0.0,2.0,1.0,1.0,0.48,0.4697,0.63,0.0,6.0,12.0,18.0
7147,360095.1667,4.0,0.0,1.0,9.0,32.0,0.0,0.0,1.0,0.3,0.2879,0.65,0.2537,55.0,92.0,147.0
958,359399.0,4.0,0.0,2.0,12.0,40.58772333,6.0,0.0,1.0,0.3,0.2727,0.39,0.4627,27.0,93.0,120.0
14054,368447.13333333336,3.0,1.0,8.0,18.0,0.0,1.0,1.0,1.0,0.76,0.697,0.52,0.2836,103.0,709.0,812.0
4692,359831.1167,3.0,0.0,1.0,9.0,0.0,2.0,1.0,2.0,0.8,0.7879,0.63,0.1343,22.0,177.0,199.0
16742,368255.2,4.0,1.0,12.0,8.0,0.0,3.0,1.0,2.0,0.44,0.4394,0.58,0.2836,22.0,737.0,759.0
7832,360023.1833,4.0,0.0,9.0,22.0,100.0,0.0,0.0,1.0,0.48,0.4697,0.72,0.2537,13.0,53.0,66.0
12464,368327.1,2.0,1.0,1.0,12.0,0.0,5.0,1.0,1.0,0.72,0.6515,0.39,0.3284,89.0,280.0,369.0
10282,368351.05,62.0,1.0,3.0,11.0,0.0,5.0,1.0,2.0,0.36,0.3333,0.34,0.35819999999999996,17.0,170.0,187.0
2961,359567.0833,28.0,0.0,5.0,6.0,94.0,-10.650542690000002,0.0,2.0,0.44,0.4394,0.82,0.0,2.0,4.0,6.0
7252,359447.1833,4.0,0.0,1.0,18.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.63,0.1343,24.0,409.0,433.0
3917,359783.1,2.0,0.0,1.0,2.0,0.0,5.0,1.0,1.0,0.56,0.5303,0.94,0.10450000000000001,2.0,11.0,13.0
13739,368879.1167,99.0,1.0,7.0,15.0,0.0,2.0,1.0,1.0,0.76,0.7121,0.62,0.1343,29.0,115.0,144.0
11510,368831.0667,2.0,1.0,3.0,18.0,5.0,0.0,0.0,1.0,0.6,1.723446628,0.26,0.2836,164.0,323.0,487.0
16791,368303.2,4.0,1.0,12.0,9.0,0.0,5.0,0.8229451346616845,2.0,0.3,0.303,0.81,0.1343,10.0,291.0,301.0
14947,368591.15,3.0,1.0,9.0,23.0,0.0,3.0,1.0,1.0,0.48,0.4697,0.67,0.0896,17.0,106.0,123.0
16042,368279.18333333335,4.0,1.0,11.0,2.0,0.0,2.0,1.0,1.0,0.24,0.2576,0.65,0.0896,0.0,2.0,2.0
7172,360119.1667,4.0,0.0,1.0,10.0,0.0,1.0,1.0,2.0,0.36,0.3485,0.57,0.1642,18.0,87.0,105.0
16392,368615.1833,4.0,1.0,11.0,17.0,0.0,2.0,1.0,2.0,0.4,0.4091,0.71,0.1642,37.0,553.0,590.0
5774,359447.15,3.0,0.0,1.0,1.7763568394002505e-15,43.0,6.0,0.0,2.0,0.64,0.6061,0.73,0.10450000000000001,22.0,65.0,87.0
12969,368831.1,4.0,1.0,6.0,13.0,0.0,5.0,1.0,1.0,0.94,0.8788,0.38,0.194,45.0,194.0,239.0
12321,368183.1,2.0,1.0,1.0,13.0,91.0,6.0,0.0,1.0,0.62,0.6212,0.41,0.2537,279.0,400.0,679.0
253,359639.0167,160.7140454,0.0,1.0,21.0,1.0,2.0,1.0,3.0,0.15999999999999998,0.197,0.86,0.0896,0.0,20.0,20.0
16135,368375.1833,4.0,1.0,11.0,1.7763568394002505e-15,95.0,6.0,0.0,1.0,0.32,0.3333,0.76,0.0896,16.0,106.0,122.0
9160,368663.0167,70.0,1.0,1.0,13.0,37.0,0.0,0.0,2.0,0.15999999999999998,0.18180000000000002,0.8,0.1343,24.0,175.0,199.0
8192,359663.2,4.0,0.0,1.0,23.0,0.0,1.0,1.0,4.45911706,0.24,0.2879,0.75,0.0,3.0,41.999999999999986,45.0
1355,359399.05,4.0,0.0,3.0,17.0,100.0,2.0,1.0,1.0,0.3400000000000001,0.3485,0.34,0.0896,12.0,230.0,242.0
16937,368447.2,4.0,1.0,12.0,11.0,0.0,4.0,1.0,1.0,0.3400000000000001,0.3182,0.42,0.2537,25.0,164.0,189.0
14938,368591.15,3.0,1.0,9.0,14.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.38,0.2537,59.0,227.0,286.0
13785,368183.1333,86.0,1.0,8.0,13.0,0.0,4.0,1.0,1.0,0.86,0.7879,0.44,0.2239,98.0,212.0,310.0
13266,368399.1167,4.0,1.0,7.0,22.0,0.0,3.0,1.0,1.0,0.72,0.6667,0.58,0.2537,41.0,203.0,244.0
6522,359471.1667,4.0,0.0,1.0,7.0,0.0,2.0,1.0,1.0,0.42,0.4242,1.9090511010000002,0.2836,11.0,298.0,309.0
13891,368279.1333,4.0,1.0,8.0,23.0,0.0,1.0,1.0,1.0,0.72,0.697,0.74,0.194,16.0,97.0,113.0
10475,368543.05,73.0,1.0,3.0,13.0,97.0,6.0,0.0,1.0,0.6,0.6061,0.6,0.10450000000000001,286.0,400.0,686.0
10478,368543.05,48.0,1.0,3.0,16.0,76.0,6.0,0.0,1.0,0.64,0.6212,0.5,0.0,367.0,318.0,685.0
15031,368687.15,4.0,1.0,9.0,11.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.46,0.2537,186.0,384.0,570.0
11420,368759.0667,2.0,1.0,1.0,1.7763568394002505e-15,0.0,4.0,1.0,2.0,0.48,0.4697,0.63,0.0,4.516779985463305,41.999999999999986,43.0
12427,368279.1,2.0,1.0,3.0,23.0,0.0,3.0,1.0,1.0,0.52,0.5,0.77,0.0,13.0,110.0,123.0
2192,359519.0667,77.0,0.08608937,4.0,4.0,36.0,3.0,1.0,1.0,0.24,0.24239999999999998,0.65,0.1343,0.0,1.0,1.0
5658,360071.1333,3.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.68,0.1343,-99.57214908,3.0,3.0
