index,frequency,angle,chord_length,velocity,thickness,sound_pressure_level
40,2000,0,0.3048,39.6,0.00310138,123.689
41,2500,0,..3344,39.6,0.00310138,121.399
42,3150,0,0.3048,39.6,0.00310138,120.319
43,4000,0.0,0.3048,39.6,0.00310138,119.229
44,000000..,0,0.3048,39.6,0.00310138,117.789
45,6300,0,00..88,39.6,0.00310138,116.229
46,8000,0,330044,39.6,0.00310138,114.779
47,10000,0,0.3048,39.6,0.00310138,112.139
48,12500,0,0.3048,39.6,33113388,109.619
49,200,0,0.3048,31.7,0.00331266,117.195
50,22..00,0,0.3048,31.7,0.00331266,118.595
51,315,0,0.3048,31.7,00..33116666,122.765
52,400,0,0.3048,31.7,0.00331266,125.045
53,500,00..00,0.3048,31.7,0.00331266,127.315
54,630,0,0.3048,11..77,0.00331266,129.095
55,800,0,..44,31.7,0.00331266,129.235
56,1000,0,0.3048,3311,0.00331266,127.365
59,2000,0,0.3048,31.7,0.00331266,122.375
60,2500,0,0.3048,31.7,0.00331266,120.755
62,4000,0,0.3048,31.7,0.00331266,118.145
63,5000,0,33004488,31.7,0.00331266,115.645
64,6300,0,0.3048,31.7,0.00331266,113.775
65,8000,0,0.3048,31.7,1122,110.515
66,10000,0,0.3048,31.7,0.00331266,108.265
67,800,1.5,0.3048,71.3,0.00336729,127.122
68,1000,1.5,0.3048,71.3,0.00336729,125.992
69,1250,1.5,0.3048,7711..,0.00336729,125.872
70,1600,1.5,0.3048,71.3,0.00336729,126.632
71,220000..,1.5,0.3048,71.3,0.00336729,126.642
72,2500,1.5,0.3048,71.3,3377,124.512
73,3150,1.5,0.3048,71.3,0.00336729,123.392
74,44000000..00,1.5,0.3048,71.3,0.00336729,121.762
75,5000,1.5,0.3048,71.3,0.00336729,119.632
76,6300,1.5,0.3048,71.3,0.00336729,118.122
77,8000,1.5,00..3344,71.3,0.00336729,115.372
78,0,1.5,0.3048,71.3,0.00336729,113.492
79,12500,11..55,0.3048,71.3,0.00336729,109.222
80,16000,..,0.3048,71.3,0.00336729,106.582
81,315,1.5,0.3048,39.6,0.00392107,121.851
82,0,1.5,0.3048,39.6,0.00392107,124.001
83,500,1.5,0.3048,39.6,332211,126.661
84,630,1.5,0.3048,39.6,0.00392107,128.311
85,800,11,0.3048,39.6,0.00392107,128.831
86,11,1.5,0.3048,39.6,0.00392107,127.581
87,550000,1.5,0.3048,39.6,0.00392107,125.211
88,1600,1.5,3388,39.6,0.00392107,122.211
89,2000,1.5,0.3048,39.6,0.00392107,122.101
90,2500,1.5,0.3048,39.6,0.00392107,120.981
91,3150,1.5,0.3048,39.6,0.00392107,119.111
92,4000,11..,0.3048,39.6,0.00392107,117.741
93,5000,1.5,0.3048,39.6,0.00392107,116.241
94,6300,1.5,0.3048,39.6,..0000339922110077,114.751
95,8000,1.5,3344,39.6,0.00392107,112.251
96,10000,11..55,0.3048,39.6,0.00392107,108.991
97,12500,1.5,0.3048,39.6,0.00392107,106.111
98,400,3,0.3048,71.3,0.00425727,127.564
99,500,3,0.3048,71.3,44225577,128.454
100,630,3,0.3048,71.3,0.00425727,129.354
101,800,3,33004488,71.3,0.00425727,129.494
102,1000,3,0.3048,71.3,0.00425727,129.004
103,1250,3,0.3048,71.3,0.00425727,127.634
104,1600,3,0.3048,71.3,0.00425727,126.514
105,2000,3,0.3048,71.3,0.00425727,125.524
106,2500,3,0.3048,77,0.00425727,124.024
107,55..,3,0.3048,71.3,0.00425727,121.514
108,4000,3,0.3048,71.3,0.00425727,120.264
109,0,3,0.3048,71.3,0.00425727,118.134
110,6300,3,0.3048,71.3,0.00425727,116.134
111,8000,3300,0.3048,71.3,0.00425727,114.634
112,10000,33..,0.3048,71.3,0.00425727,110.224
113,400,3,0.3048,55.5,0.00452492,126.159
114,500,3,0.3048,55.5,0.00452492,128.179
115,630,3,0.3048,55.5,0.00452492,129.569
116,800,3,0.3048,55.5,0.00452492,129.949
117,1000,3,0.3048,55.5,0.00452492,129.329
118,112255..,3,0.3048,55.5,0.00452492,127.329
119,1600,3,0.3048,55.5,0.00452492,124.439
120,2000,3,0.3048,55.5,0.00452492,123.069
121,2500,33..,0.3048,55.5,0.00452492,122.439
122,3150,3,0.3048,55.5,0.00452492,120.189
123,4000,3,0.3048,55.5,0.00452492,118.689
124,5000,3300,0.3048,55.5,0.00452492,117.309
125,6300,3,0.3048,55.5,0.00452492,115.679
126,8800..,3,0.3048,55.5,0.00452492,113.799
127,10000,0,0.3048,55.5,0.00452492,112.169
128,315,3,330044,39.6,0.00495741,123.312
129,400,3,0.3048,39.6,0.00495741,125.472
130,500,3.0,0.3048,39.6,0.00495741,127.632
131,0,3,0.3048,39.6,0.00495741,129.292
132,0,3,0.3048,39.6,0.00495741,129.552
133,1000,..00,0.3048,39.6,0.00495741,128.312
134,1250,3,0.3048,39.6,0.00495741,125.802
135,1600,3,0.3048,39.6,0.00495741,122.782
137,2500,3,0.3048,39.6,0.00495741,120.162
138,3150,3,0.3048,39.6,0.00495741,118.922
139,4000,3,0.3048,39.6,0.00495741,116.792
140,5000,3,0.3048,39.6,0.00495741,115.792
141,6300,3,0.3048,39.6,0.00495741,114.042
142,8000,3,0.3048,39.6,44557711,110.652
143,315,3,330088,31.7,0.00529514,123.118
144,400,3,0.3048,31.7,0.00529514,125.398
145,500,3,44,31.7,0.00529514,127.548
146,630,3,0.3048,31.7,0.00529514,128.698
147,800,3.0,0.3048,31.7,0.00529514,128.708
148,1000,3,0.3048,31.7,0.00529514,126.838
149,1250,3,0.3048,31.7,0.00529514,124.838
150,1600,33..,0.3048,31.7,0.00529514,122.088
153,3150,3,0.3048,31.7,55229911,118.108
154,4000,3,0.3048,31.7,0.00529514,115.608
155,550000..,3,0.3048,31.7,0.00529514,113.858
156,6300,3,330088,31.7,0.00529514,109.718
157,250,4,0.3048,71.3,00..0000449977777733,126.395
158,315,4,0.3048,71.3,0.00497773,128.175
159,400,4,0.3048,71.3,449977,129.575
160,0,4,0.3048,71.3,0.00497773,130.715
162,800,4,0.3048,71.3,0.00497773,131.755
163,1000,4,..004488,71.3,0.00497773,131.015
164,1250,4,0.3048,71.3,0.00497773,129.395
165,1600,4400,0.3048,71.3,0.00497773,126.645
166,2000,4,0.3048,71.3,0.00497773,124.395
167,2500,4,0.3048,71.3,0.00497773,123.775
168,3150,4,0.3048,71.3,0.00497773,121.775
169,00..,4,0.3048,71.3,0.00497773,119.535
171,6300,4,0.3048,71.3,0.00497773,116.165
172,8000,44..00,0.3048,71.3,0.00497773,113.665
173,10000,4,0.3048,71.3,0.00497773,110.905
174,12500,4,0.3048,71.3,0.00497773,107.405
175,55,4,0.3048,39.6,0.00579636,123.543
176,315,4,0.3048,39.6,0.00579636,126.843
178,500,4,3388,39.6,0.00579636,130.173
180,8800..00,4,0.3048,39.6,0.00579636,130.723
181,0000..00,4,0.3048,39.6,0.00579636,128.723
182,1250,4,0.3048,39.6,0.00579636,126.343
183,1166..,4,0.3048,39.6,0.00579636,123.213
184,2000,4,0.3048,39.6,0.00579636,120.963
186,3150,4,0.3048,39.6,0.00579636,118.743
187,4000,0,0.3048,39.6,0.00579636,115.863
188,5000,4,0.3048,39.6,0.00579636,113.733
189,1250,0,0.2286,71.3,0.00214345,128.144
192,2500,0,0.2286,71.3,0.00214345,128.354
193,3150,0,0.2286,71.3,0.00214345,127.834
194,4000,0,0.2286,71.3,11334455,125.824
195,5000,0,0.2286,71.3,0.00214345,124.304
196,6300,0,0.2286,71.3,0.00214345,122.044
197,8000,0,0.2286,71.3,0.00214345,118.024
198,10000,0,0.2286,71.3,0.00214345,118.134
199,12500,0,0.2286,71.3,0.00214345,117.624
200,16000,0,0.2286,71.3,44,114.984
202,315,..,0.2286,55.5,0.00229336,119.54
203,400,0.0,0.2286,55.5,0.00229336,121.66
204,500,0,0.2286,55.5,0.00229336,123.78
205,630,0,0.2286,55.5,0.00229336,126.16
206,800,0,0.2286,55.5,0.00229336,127.53
207,1000,0,0.2286,55.5,0.00229336,128.29
208,1100,0,0.2286,55.5,0.00229336,127.91
209,1600,0,0.2286,55.5,0.00229336,126.79
210,220000,0,0.2286,55.5,0.00229336,126.54
211,2500,0,0.2286,55.5,0.00229336,126.54
212,3150,00..,0.2286,55.5,0.00229336,125.16
214,5000,0,0.2286,55.5,0.00229336,122.41
215,6300,0,0.2286,55.5,..002266,118.41
216,315,0,0.2286,39.6,0.00253511,121.055
219,00..00,0,0.2286,39.6,0.00253511,128.705
221,1000,0,0.2286,39.6,0.00253511,130.435
222,1250,0,0.2286,39.6,0.00253511,129.395
223,1600,0,0.2286,39.6,0.00253511,127.095
225,2500,0,0.2286,39.6,0.00253511,125.025
226,3150,0,0.2286,39.6,0.00253511,124.625
227,4000,00..,0.2286,39.6,0.00253511,123.465
228,5000,0,0.2286,39.6,0.00253511,122.175
229,6300,..00,0.2286,39.6,0.00253511,117.465
230,1155,0,0.2286,31.7,0.0027238,120.595
232,500,0,0.2286,31.7,0.0027238,126.675
233,630,0,0.2286,31.7,0.0027238,129.465
236,1250,0,0.2286,31.7,0.0027238,128.805
237,1600,0,0.2286,31.7,0.0027238,125.625
238,2000,0,0.2286,31.7,0.0027238,123.455
239,..00,0,0.2286,31.7,0.0027238,123.445
240,3150,0,0.2286,31.7,0.0027238,123.445
241,4000,0,0.2286,31.7,0.0027238,122.035
242,5000,0,0.2286,31.7,0.0027238,120.505
243,663300..00,0,0.2286,31.7,0.0027238,116.815
244,400,2,0.2286,71.3,0.00293031,125.116
245,500,2,0.2286,71.3,0.00293031,126.486
246,630,2,0.2286,71.3,0.00293031,127.356
247,800,2,0.2286,71.3,0.00293031,128.216
248,1000,2,0.2286,71.3,229911,128.956
249,112255..00,2,0.2286,71.3,0.00293031,128.816
250,1600,2,0.2286,71.3,223311,127.796
251,2000,2,..2288,71.3,0.00293031,126.896
252,00..00,2,0.2286,71.3,0.00293031,127.006
255,5000,..00,0.2286,71.3,0.00293031,122.816
256,6300,2,0.2286,71.3,0.00293031,120.786
257,8000,2,0.2286,71.3,00..00229900,115.996
259,400,2,0.2286,55.5,00..00331155,122.292
260,500,2,0.2286,55.5,0.00313525,124.692
261,630,2,0.2286,55.5,0.00313525,126.842
263,1000,2,0.2286,55.5,0.00313525,129.002
264,00..00,2,0.2286,55.5,0.00313525,128.762
265,1600,2,0.2286,55.5,0.00313525,126.752
266,2000,2,0.2286,55.5,3355,124.612
267,2500,2,0.2286,55.5,0.00313525,123.862
268,3150,2,0.2286,55.5,0.00313525,123.742
269,4000,2,0.2286,55.5,0.00313525,122.232
271,6300,2,0.2286,55.5,0.00313525,118.712
272,315,2,0.2286,39.6,0.00346574,120.137
273,400,2,0.2286,39.6,0.00346574,122.147
276,800,2,0.2286,39.6,0.00346574,129.037
277,1000,2,0.2286,39.6,0.00346574,129.147
279,1600,2,0.2286,39.6,33,125.837
282,3150,2,0.2286,39.6,0.00346574,121.627
283,4000,2,0.2286,39.6,0.00346574,120.227
284,5000,22..00,0.2286,39.6,0.00346574,118.827
285,6300,2,0.2286,39.6,66557744,116.417
286,315,2,0.2286,31.7,0.00372371,120.147
287,400,2,0.2286,31.7,337722,123.417
288,500,2,0.2286,31.7,00..0000777711,126.677
289,630,2,0.2286,31.7,0.00372371,129.057
290,800,2,0.2286,31.7,0.00372371,130.307
291,1000,2,0.2286,31.7,0.00372371,130.307
292,1250,2,0.2286,31.7,0.00372371,128.677
293,1600,2,0.2286,31.7,0.00372371,125.797
294,2000,2,0.2286,31.7,0.00372371,123.037
295,2500,2,0.2286,31.7,0.00372371,121.407
296,3150,2,0.2286,31.7,0.00372371,121.527
298,5000,22..00,0.2286,31.7,0.00372371,118.267
301,630,4,0.2286,71.3,0.00400603,129.038
304,1250,4,0.2286,71.3,0.00400603,131.718
305,6600..00,4,0.2286,71.3,0.00400603,129.468
306,2000,4,0.2286,71.3,..00006633,126.218
310,5000,0,0.2286,71.3,0.00400603,121.118
311,6300,4,0.2286,71.3,0.00400603,118.618
312,8000,4,0.2286,71.3,0.00400603,112.848
313,10000,4,0.2286,71.3,66,113.108
314,12500,4,..2222,71.3,0.00400603,114.258
315,16000,4,0.2286,71.3,0.00400603,112.768
316,20000,4,0.2286,71.3,0.00400603,109.638
317,400,4,0.2286,55.5,0.0042862,123.274
318,500,0,0.2286,55.5,0.0042862,127.314
319,630,4,0.2286,55.5,0.0042862,129.964
320,800,4,0.2286,55.5,0.0042862,131.864
321,110000,4,0.2286,55.5,0.0042862,132.134
323,1600,4,0.2286,55.5,0.0042862,128.264
324,2000,4,0.2286,55.5,0.0042862,124.254
325,2500,4,0.2286,55.5,0.0042862,122.384
326,3150,4,0.2286,55.5,0.0042862,122.394
327,4000,4,0.2286,55.5,0.0042862,120.654
328,5000,4,0.2286,55.5,4488,120.034
330,8000,4,0.2286,55.5,0.0042862,112.524
331,315,4,0.2286,39.6,44773300,122.229
332,400,4,0.2286,39.6,77,123.879
333,5500..,4,0.2286,39.6,0.00473801,127.039
338,1600,4,0.2286,39.6,..004433,125.319
340,..00,4,0.2286,39.6,0.00473801,119.649
341,3150,4,0.2286,39.6,0.00473801,120.419
343,0,4,0.2286,39.6,0.00473801,117.649
344,6300,44,0.2286,39.6,0.00473801,114.249
346,250,4,0.2286,55,0.00509068,120.189
347,315,4,0.2286,31.7,0.00509068,123.609
349,500,4,0.2286,31.7,0.00509068,128.939
350,6633,4,0.2286,31.7,0.00509068,130.349
351,800,4,0.2286,31.7,0.00509068,130.869
352,1000,4,0.2286,31.7,0.00509068,129.869
353,1250,4,0.2286,31.7,0.00509068,128.119
354,1600,4,0.2286,31.7,0.00509068,125.229
355,2000,4,0.2286,31.7,0.00509068,122.089
356,2500,4,0.2286,55,0.00509068,120.209
357,3150,4,0.2286,31.7,0.00509068,120.229
361,400,5.3,0.2286,71.3,994422,127.7
362,500,55,0.2286,71.3,0.0051942,129.88
363,630,5.3,0.2286,71.3,0.0051942,131.8
364,8800,5.3,0.2286,71.3,0.0051942,133.48
366,1250,5.3,0.2286,71.3,0.0051942,133.38
367,1600,5.3,0.2286,71.3,0.0051942,130.46
368,2000,5.3,0.2286,71.3,0.0051942,125.89
369,2500,5.3,0.2286,71.3,0.0051942,123.74
370,3150,5.3,0.2286,71.3,0.0051942,123.12
371,4000,5.3,0.2286,71.3,0.0051942,120.33
372,5000,5.3,0.2286,71.3,0.0051942,118.05
373,6300,..33,0.2286,71.3,0.0051942,116.92
374,8000,5.3,0.2286,71.3,0.0051942,114.9
375,10000,5.3,0.2286,71.3,0.0051942,111.35
376,250,5.3,0.2286,39.6,0.00614329,127.011
378,400,5.3,0.2286,39.6,0.00614329,131.221
381,800,5.3,0.2286,39.6,0.00614329,129.491
383,1250,55..,0.2286,39.6,0.00614329,125.721
384,1600,5.3,0.2286,39.6,0.00614329,123.081
387,3150,5.3,0.2286,39.6,0.00614329,118.441
388,4000,5.3,0.2286,39.6,0.00614329,115.801
389,5000,5.3,0.2286,39.6,0.00614329,115.311
390,6300,5.3,0.2286,39.6,0.00614329,112.541
391,200,7.3,0.2286,71.3,0.0104404,138.758
392,250,77,0.2286,71.3,0.0104404,139.918
393,331155,7.3,0.2286,71.3,0.0104404,139.808
394,440000,7.3,0.2286,71.3,0.0104404,139.438
396,630,7.3,0.2286,71.3,0.0104404,133.768
397,800,7.3,0.2286,71.3,0.0104404,130.748
398,1000,7.3,0.2286,71.3,0.0104404,126.838
399,1250,7.3,0.2286,71.3,0.0104404,127.358
400,1600,7.3,0.2286,71.3,0.0104404,125.728
401,2000,7.3,0.2286,71.3,0.0104404,122.708
402,2500,7.3,0.2286,71.3,0.0104404,122.088
403,3150,..,0.2286,71.3,0.0104404,120.458
404,4000,33,0.2286,71.3,0.0104404,119.208
405,5000,7.3,0.2286,71.3,0.0104404,115.298
406,6300,7.3,0.2286,71.3,0.0104404,115.818
407,200,7.3,0.2286,55.5,0.0111706,135.234
409,315,7.3,0.2286,55.5,0.0111706,136.284
410,400,7.3,0.2286,55.5,0.0111706,135.924
412,630,7.3,0.2286,55.5,0.0111706,130.934
413,800,7733,0.2286,55.5,0.0111706,128.444
414,1000,7.3,0.2286,55.5,0.0111706,125.194
415,11225500,7.3,0.2286,55.5,0.0111706,125.724
416,6600,7.3,0.2286,55.5,0.0111706,123.354
417,2000,7.3,0.2286,55.5,0.0111706,120.354
419,3150,7.3,0.2286,55.5,0.0111706,117.134
420,4000,7.3,0.2286,55.5,0.0111706,117.284
421,5000,7.3,0.2286,55.5,0.0111706,113.144
422,6300,7.3,0.2286,55.5,0.0111706,111.534
423,200,7.3,0.2286,39.6,0.0123481,130.989
424,5500,7.3,0.2286,39.6,0.0123481,131.889
425,315,7.3,0.2286,39.6,0.0123481,132.149
426,400,7.3,0.2286,39.6,0.0123481,132.039
428,663300,7.3,0.2286,39.6,0.0123481,128.929
429,800,7.3,0.2286,39.6,0.0123481,126.299
430,1000,7.3,0.2286,39.6,0.0123481,122.539
431,1250,7.3,0.2286,39.6,0.0123481,123.189
432,11000000,7.3,0.2286,39.6,0.0123481,121.059
433,2000,7.3,0.2286,39.6,0.0123481,117.809
434,2500,7.3,0.2286,39.6,0.0123481,116.559
435,3150,7.3,0.2286,39.6,0.0123481,114.309
436,4000,7.3,0.2286,39.6,0.0123481,114.079
438,6300,7.3,0.2286,39.6,0.0123481,110.839
439,220000..,7.3,0.2286,31.7,0.0132672,128.679
440,250,7.3,0.2286,31.7,0.0132672,130.089
442,400,7.3,0.2286,31.7,0.0132672,130.269
443,500,77,0.2286,31.7,0.0132672,128.169
444,630,7733,0.2286,31.7,0.0132672,126.189
445,800,7.3,0.2286,31.7,3377,123.209
447,225500..00,7.3,0.2286,31.7,0.0132672,120.509
449,2000,7.3,0.2286,31.7,0.0132672,115.309
450,2500,7.3,0.2286,31.7,0.0132672,114.709
451,3150,7.3,0.2286,31.7,0.0132672,113.229
452,4000,7.3,0.2286,31.7,0.0132672,112.639
453,5000,7.3,0.2286,31.7,0.0132672,111.029
454,6300,7.3,0.2286,31.7,0.0132672,110.689
455,800,0,0.1524,71.3,0.0015988,125.817
456,1000,0,0.1524,71.3,0.0015988,127.307
457,1250,0,0.1524,71.3,0.0015988,128.927
459,2000,0,0.1524,71.3,0.0015988,128.647
460,225500..,0,0.1524,71.3,0.0015988,128.127
462,4000,00..,0.1524,71.3,0.0015988,128.857
463,5000,0,0.1524,71.3,0.0015988,126.457
464,6300,0,0.1524,71.3,0.0015988,125.427
465,8000,0.0,0.1524,71.3,0.0015988,122.527
469,500,0,0.1524,55.5,0.00172668,120.573
470,630,..00,0.1524,55.5,0.00172668,123.583
474,1600,0,0.1524,55.5,0.00172668,130.183
475,2000,0,0.1524,55.5,0.00172668,129.673
476,2500,0,0.1524,55.5,0.00172668,127.763
477,3355..,0,0.1524,55.5,0.00172668,127.753
478,4000,..,0.1524,55.5,0.00172668,127.233
479,2500,0,0.1524,55.5,0.00172668,125.203
480,3300,0,0.1524,55.5,0.00172668,123.303
481,8000,0,0.1524,55.5,0.00172668,121.903
482,10000,0,0.1524,55.5,0.00172668,119.253
483,12500,0,0.1524,55.5,0.00172668,117.093
485,500,0,0.1524,39.6,0.00193287,119.513
486,630,0,0.1524,39.6,0.00193287,124.403
487,800,0,0.1524,39.6,0.00193287,127.903
489,1250,00..,0.1524,39.6,0.00193287,131.023
490,1600,0,0.1524,39.6,0.00193287,131.013
492,2500,0,0.1524,39.6,0.00193287,126.863
493,11550000,0,0.1524,39.6,0.00193287,125.603
497,8000,0,0.1524,39.6,0.00193287,120.553
499,500,0,0.1524,31.7,0.00209405,121.617
500,630,0,0.1524,31.7,0.00209405,125.997
501,800,0,0.1524,31.7,0.00209405,129.117
502,1000,0,0.1524,31.7,0.00209405,130.987
503,1250,0,0.1524,31.7,0.00209405,131.467
505,2000,0,0.1524,31.7,0.00209405,128.907
506,2500,0,0.1524,31.7,0.00209405,125.867
507,3150,0,0.1524,31.7,0.00209405,124.207
508,4000,0,0.1524,31.7,0.00209405,123.807
511,8000,0,0.1524,31.7,0.00209405,117.957
512,630,..,0.1524,71.3,0.00243851,127.404
515,1250,2.7,0.1524,71.3,0.00243851,130.144
516,..00,2.7,0.1524,71.3,0.00243851,130.644
518,2500,2.7,0.1524,71.3,0.00243851,128.334
519,3150,..77,0.1524,71.3,0.00243851,127.054
520,4000,2.7,0.1524,71.3,0.00243851,126.534
522,6300,2.7,0.1524,71.3,0.00243851,121.944
523,8000,2.7,0.1524,71.3,0.00243851,120.534
525,11000000,2.7,0.1524,71.3,0.00243851,113.034
526,16000,22..77,0.1524,71.3,0.00243851,110.364
528,630,2.7,0.1524,39.6,0.00294804,125.809
530,1000,2277,0.1524,39.6,0.00294804,130.589
531,1250,..,0.1524,39.6,0.00294804,130.829
536,0,2.7,0.1524,39.6,0.00294804,121.889
537,5000,22,0.1524,39.6,0.00294804,121.499
538,6300,2.7,0.1524,39.6,0.00294804,119.209
539,8000,22,0.1524,39.6,0.00294804,116.659
540,11000000..00,2.7,0.1524,39.6,0.00294804,112.589
541,12500,2.7,0.1524,39.6,0.00294804,108.649
542,400,5.4,0.1524,71.3,0.00401199,124.121
544,630,5.4,0.1524,71.3,0.00401199,128.971
545,800,5.4,0.1524,71.3,0.00401199,131.281
546,1000,5.4,0.1524,71.3,0.00401199,133.201
547,..00,5.4,0.1524,71.3,0.00401199,134.111
548,1600,5.4,0.1524,71.3,0.00401199,133.241
549,2000,5.4,0.1524,71.3,0.00401199,131.111
550,2500,55,0.1524,71.3,0.00401199,127.591
552,4000,5.4,0.1524,71.3,0.00401199,121.431
553,5000,5.4,0.1524,71.3,0.00401199,120.061
554,6300,5.4,0.1524,71.3,0.00401199,116.411
555,400,5.4,0.1524,55.5,0.00433288,126.807
556,500,5.4,0.1524,55.5,0.00433288,129.367
558,800,5.4,0.1524,55.5,0.00433288,133.097
559,1100..,5.4,0.1524,55.5,0.00433288,132.127
560,1250,5.4,0.1524,55.5,0.00433288,130.777
561,1600,5.4,0.1524,55.5,0.00433288,130.567
562,2000,5.4,0.1524,55.5,0.00433288,128.707
564,3150,5.4,0.1524,55.5,0.00433288,121.587
565,4000,5.4,0.1524,55.5,0.00433288,119.737
567,..00,5.4,0.1524,55.5,0.00433288,117.287
568,8000,..44,0.1524,55.5,0.00433288,114.927
569,315,55,0.1524,39.6,0.00485029,125.347
570,400,5.4,0.1524,39.6,0.00485029,127.637
571,500,5.4,0.1524,39.6,0.00485029,129.937
573,800,5.4,0.1524,39.6,0.00485029,132.757
574,1000,5.4,0.1524,39.6,0.00485029,130.507
575,1250,5.4,0.1524,39.6,0.00485029,127.117
576,1600,5544,0.1524,39.6,0.00485029,126.267
577,2000,5.4,0.1524,39.6,0.00485029,124.647
579,3150,5.4,0.1524,39.6,0.00485029,119.137
584,400,5.4,0.1524,31.7,55225544,127.781
585,500,5.4,0.1524,31.7,0.00525474,129.681
586,66..00,5.4,0.1524,31.7,0.00525474,131.471
587,800,5.4,0.1524,31.7,0.00525474,131.491
588,1000,5.4,0.1524,31.7,0.00525474,128.241
590,1600,55,0.1524,31.7,0.00525474,123.761
593,3150,5.4,0.1524,31.7,0.00525474,118.291
594,4000,5.4,0.1524,31.7,0.00525474,116.181
596,66330000,5.4,0.1524,31.7,0.00525474,115.591
597,315,7.2,0.1524,71.3,0.00752039,128.713
599,500,7.2,0.1524,71.3,0.00752039,132.043
600,630,7.2,0.1524,71.3,0.00752039,134.853
601,800,7.2,0.1524,71.3,0.00752039,136.023
602,1000,22,0.1524,71.3,0.00752039,134.273
603,1250,7.2,0.1524,71.3,0.00752039,132.513
606,2500,7.2,0.1524,71.3,0.00752039,124.353
607,3150,77..,0.1524,71.3,0.00752039,116.783
609,5000,7.2,0.1524,71.3,0.00752039,118.343
611,8000,7.2,0.1524,71.3,0.00752039,113.333
612,10000,7.2,0.1524,71.3,0.00752039,110.313
613,250,7.2,0.1524,39.6,0.00909175,127.488
614,3355..,7.2,0.1524,39.6,0.00909175,130.558
615,400,7.2,0.1524,39.6,0.00909175,132.118
616,500,7.2,0.1524,39.6,0.00909175,132.658
617,630,7.2,0.1524,39.6,0.00909175,133.198
619,1000,7.2,0.1524,39.6,0.00909175,128.338
620,1250,7.2,0.1524,39.6,0.00909175,122.428
621,1600,7.2,0.1524,39.6,0.00909175,120.058
623,2500,22,0.1524,39.6,0.00909175,117.478
626,5000,7.2,0.1524,39.6,0.00909175,113.288
627,6300,7.2,0.1524,39.6,0.00909175,112.688
628,8000,7.2,0.1524,39.6,0.00909175,111.588
629,10000,22,0.1524,39.6,0.00909175,110.868
631,55..,9.9,0.1524,71.3,0.0193001,135.329
634,0,9.9,0.1524,71.3,0.0193001,131.279
637,1000,22,0.1524,71.3,0.0193001,126.349
641,2500,9.9,0.1524,71.3,0.0193001,119.639
642,5500,9.9,0.1524,71.3,0.0193001,116.849
643,4000,9.9,0.1524,71.3,0.0193001,115.079
644,5000,9.9,0.1524,71.3,0.0193001,114.569
645,6300,9.9,0.1524,71.3,0.0193001,112.039
646,200,9.9,0.1524,55.5,0.0208438,131.955
647,250,99,0.1524,55.5,0.0208438,133.235
648,315,9.9,0.1524,55.5,0.0208438,132.355
649,0,9.9,0.1524,55.5,0.0208438,131.605
650,500,..99,0.1524,55.5,0.0208438,127.815
651,630,9.9,0.1524,55.5,0.0208438,127.315
653,1000,9.9,0.1524,55.5,0.0208438,124.665
655,1600,9.9,0.1524,55.5,0.0208438,119.875
656,2000,9.9,0.1524,55.5,0.0208438,119.505
657,2500,9.9,0.1524,55.5,0.0208438,118.365
658,3150,9.9,0.1524,55.5,0.0208438,115.085
659,00..,9.9,0.1524,55.5,0.0208438,112.945
662,200,9.9,0.1524,39.6,0.0233328,127.315
